N	2gram	Vygotskiy__3	Otkroven
1	и в	25	19
2	но и	4	13
3	и не	10	13
4	в этом	14	12
5	не в	6	11
6	может быть	13	11
7	не только	6	11
8	человека и	5	10
9	и все	4	10
10	в нем	2	10
11	никогда не	4	9
12	потому что	6	9
13	прежде всего	4	9
14	он не	4	7
15	в его	15	7
16	все это	6	6
17	как и	15	6
18	то что	15	5
19	а в	4	5
20	в том	23	5
21	для него	5	5
22	в этой	5	5
23	в самом	3	5
24	с его	2	4
25	того чтобы	8	4
26	и его	2	4
27	все эти	7	4
28	не может	6	4
29	что в	17	4
30	не могут	4	3
31	в этих	2	3
32	что он	6	3
33	того что	10	3
34	для того	7	3
35	в своих	2	3
36	еще не	4	3
37	и от	2	3
38	могут быть	5	3
39	все что	2	3
40	в себе	2	3
41	было бы	10	3
42	когда он	3	3
43	о том	5	3
44	с ним	4	3
45	как бы	10	3
46	уже в	7	2
47	все же	6	2
48	что и	10	2
49	не есть	3	2
50	и для	2	2
51	с тем	16	2
52	можно ли	2	2
53	так и	5	2
54	в своем	4	2
55	все еще	2	2
56	к этому	3	2
57	по себе	7	2
58	и к	5	2
59	должно быть	2	2
60	том что	20	2
61	так что	2	2
62	и на	6	2
63	и то	2	2
64	что они	10	2
65	сказать что	4	2
66	тем что	8	2
67	его в	3	2
68	в своей	2	2
69	так как	12	2
70	не могли	3	2
71	хотя и	2	2
72	и потому	2	2
