N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	28
2	может быть	2	25
3	не может	4	15
4	а не	2	15
5	никогда не	8	14
6	для нас	2	13
7	что в	7	12
8	то же	5	12
9	не только	10	12
10	мы видим	6	11
11	только в	3	11
12	что он	6	10
13	все же	4	10
14	мы увидим	3	10
15	прежде всего	10	10
16	но и	13	10
17	мы не	2	10
18	и что	5	10
19	в том	2	9
20	о том	9	9
21	то что	10	9
22	и не	3	9
23	не в	4	9
24	так и	5	9
25	что это	5	8
26	таким образом	17	8
27	в этом	12	8
28	но в	8	8
29	в этих	2	7
30	том что	7	7
31	было бы	3	7
32	в ней	4	7
33	и др	10	7
34	а в	4	7
35	так же	5	7
36	что мы	2	7
37	вход в	3	6
38	с другой	4	6
39	в этой	8	6
40	так как	10	6
41	вместе с	6	6
42	мы будем	3	5
43	должна быть	2	5
44	в одном	5	5
45	в дальнейшем	2	5
46	что они	2	5
47	но не	2	5
48	до сих	3	5
49	например в	6	5
50	не будем	2	5
51	сих пор	3	5
52	другой стороны	2	5
53	в своем	5	5
54	или в	6	5
55	их в	2	5
56	сказать что	6	5
57	в его	7	5
58	все это	11	4
59	связи с	2	4
60	и другие	2	4
61	там где	5	4
62	превращается в	2	4
63	так что	2	4
64	но это	3	4
65	в большинстве	4	4
66	одной стороны	4	4
67	но оно	3	4
68	даже в	4	4
69	один из	6	4
70	а именно	2	4
71	с этим	3	4
72	с одной	4	4
73	как и	7	4
74	того что	3	4
75	и даже	4	4
76	и для	3	4
77	и с	16	4
78	и на	9	4
79	потому что	3	4
80	в основе	4	4
81	они не	3	4
82	все эти	11	4
83	большинстве случаев	5	4
84	мы еще	2	3
85	во время	9	3
86	в образе	6	3
87	перед нами	3	3
88	в книге	3	3
89	именно в	4	3
90	в начале	3	3
91	тесно связаны	3	3
92	для этого	2	3
93	на этом	2	3
94	при этом	3	3
95	там и	2	3
96	в целях	3	3
97	и их	3	3
98	в котором	4	3
99	должен быть	2	3
100	из них	5	3
101	в форме	2	3
102	нас не	3	3
103	и его	13	3
104	если мы	2	3
105	как мы	12	3
106	и он	5	3
107	есть только	3	3
108	как это	2	3
109	также и	6	3
110	тем что	5	3
111	в другом	4	3
112	во всем	5	3
113	в то	6	3
114	но они	4	2
115	не могут	2	2
116	всех этих	2	2
117	в частности	2	2
118	что их	2	2
119	то он	2	2
120	и от	4	2
121	или меньшей	3	2
122	и потому	2	2
123	между ними	3	2
124	вовсе не	7	2
125	здесь в	9	2
126	в меньшей	2	2
127	в ее	5	2
128	а затем	4	2
129	мы видели	2	2
130	и как	4	2
131	большей или	4	2
132	как о	2	2
133	здесь же	2	2
134	связано с	3	2
135	тот же	4	2
136	и часто	2	2
137	и тот	2	2
138	что не	3	2
139	одной из	3	2
140	никто не	2	2
141	на первый	3	2
142	с ним	4	2
143	и когда	2	2
144	но если	2	2
145	как бы	7	2
146	в таких	2	2
147	еще в	5	2
148	подчеркнуть что	5	2
149	был бы	2	2
150	а для	2	2
151	в нем	16	2
152	это было	2	2
153	но уже	2	2
154	себя в	2	2
155	во всех	17	2
156	образов и	5	2
157	конечно не	3	2
158	как в	4	2
159	как раз	2	2
160	не на	2	2
161	в особенности	7	2
162	он не	2	2
163	хотя он	2	2
164	в эпоху	6	2
165	именно на	4	2
166	одним из	4	2
167	и конец	2	2
168	между тем	2	2
169	он в	2	2
170	в себе	5	2
171	бы в	2	2
172	что если	2	2
173	как он	2	2
174	из этого	4	2
175	и этим	2	2
176	только с	3	2
177	в области	2	2
178	тогда когда	2	2
