N	2gram	Losev_Dial_1	Marksizm
1	точки зрения	17	34
2	может быть	17	26
3	и не	30	26
4	не может	12	24
5	с точки	12	20
6	и в	18	19
7	в этом	12	16
8	как бы	11	15
9	прежде всего	10	13
10	как мы	4	13
11	как и	2	12
12	и пр	5	12
13	так и	9	11
14	если мы	2	11
15	и для	2	11
16	в самом	3	10
17	в нем	16	10
18	ни было	2	10
19	– в	4	10
20	самом деле	3	10
21	для него	2	9
22	только в	3	9
23	но и	7	8
24	до сих	2	8
25	не только	13	8
26	все же	5	8
27	то что	13	8
28	– это	9	8
29	сих пор	2	8
30	в каждом	2	7
31	точка зрения	2	7
32	все эти	2	7
33	так же	4	7
34	но в	6	7
35	то же	10	7
36	а не	14	7
37	в том	9	6
38	является не	2	6
39	в науке	3	6
40	– не	11	6
41	другой стороны	4	6
42	отнюдь не	9	6
43	в его	3	6
44	ничего не	17	6
45	с другой	6	5
46	в конце	4	5
47	именно в	2	5
48	не в	6	5
49	конечно не	3	5
50	и потому	3	5
51	и все	3	5
52	к этому	2	5
53	вовсе не	7	5
54	хотя бы	6	5
55	во всяком	4	5
56	ничего общего	4	5
57	ясно что	8	5
58	что в	13	4
59	не менее	2	4
60	и внешнего	6	4
61	в отношении	5	4
62	вопрос о	2	4
63	как же	5	4
64	в ней	3	4
65	не является	3	4
66	это –	24	4
67	а в	5	4
68	сказать что	10	4
69	с этим	2	4
70	по себе	25	4
71	– и	3	4
72	еще не	2	4
73	было бы	12	4
74	что же	3	4
75	как в	2	4
76	мысли и	3	4
77	только на	3	4
78	для того	2	4
79	и эта	2	4
80	в данном	3	4
81	отношении к	3	4
82	этом отношении	2	3
83	и есть	16	3
84	и от	2	3
85	здесь в	2	3
86	или иной	3	3
87	можно сказать	6	3
88	и как	7	3
89	в дальнейшем	5	3
90	же время	4	3
91	он –	18	3
92	в котором	4	3
93	из них	2	3
94	все это	11	3
95	не было	6	3
96	конце концов	3	3
97	того что	2	3
98	не имеет	15	3
99	с другими	2	3
100	нуждается в	3	3
101	в то	6	3
102	не существует	7	3
103	сознания и	3	3
104	в каком	8	3
105	том что	9	3
106	и при	2	3
107	мы должны	5	3
108	действительности и	3	3
109	совершенно не	8	3
110	в корне	2	3
111	общего с	5	3
112	он не	3	3
113	внутреннего и	9	3
114	не есть	40	3
115	в своей	2	3
116	– то	2	3
117	быть и	4	3
118	– все	6	3
119	это и	4	3
120	на самом	3	3
121	и следовательно	2	3
122	но все	3	3
123	и это	2	3
124	сама по	8	2
125	же как	2	2
126	должна быть	3	2
127	в частности	2	2
128	никогда не	9	2
129	тому что	3	2
130	в своем	5	2
131	точку зрения	3	2
132	ни в	15	2
133	как она	7	2
134	мы замечаем	2	2
135	мог бы	2	2
136	но если	5	2
137	и является	2	2
138	в виду	5	2
139	всяком случае	2	2
140	себе и	2	2
141	жизни и	3	2
142	и их	2	2
143	– как	5	2
144	не просто	7	2
145	же –	2	2
146	и даже	13	2
147	должно быть	3	2
148	можно было	5	2
149	с этой	2	2
150	нет еще	3	2
151	же и	2	2
152	из этих	2	2
153	зрения так	2	2
154	о том	4	2
155	этом смысле	3	2
156	как он	4	2
157	так как	11	2
158	бы в	3	2
159	мысли в	2	2
160	нет ни	2	2
161	в сознании	3	2
162	и с	5	2
163	от этого	3	2
164	в основе	3	2
165	ни к	2	2
166	или хотя	2	2
167	и более	4	2
168	по мере	2	2
169	если бы	12	2
170	и та	3	2
171	не как	2	2
172	быть в	2	2
173	что он	11	2
174	в себе	11	2
175	то в	7	2
176	от него	4	2
177	в качестве	2	2
178	она не	6	2
179	другими словами	2	2
180	к тому	4	2
181	ни о	5	2
182	то как	3	2
183	что и	3	2
184	нем нет	3	2
185	бы и	2	2
186	как раз	4	2
187	что не	7	2
188	что такое	10	2
189	и он	5	2
190	образ и	4	2
191	то мы	2	2
192	мы можем	4	2
193	могут быть	3	2
194	в другом	2	2
195	и вообще	4	2
196	могла бы	2	2
197	не знает	2	2
198	в чем	6	2
199	как с	2	2
