N	2gram	Potebnia_M_4	Psycholo
1	и в	23	38
2	то что	29	35
3	в том	23	25
4	в самом	3	25
5	самом деле	3	21
6	что в	17	20
7	может быть	26	19
8	и что	7	18
9	на то	7	16
10	что она	2	16
11	точки зрения	4	16
12	в ней	2	15
13	то есть	34	15
14	если бы	13	14
15	том что	12	14
16	как бы	5	14
17	и т	7	14
18	потому что	33	14
19	и мы	5	13
20	в этом	23	13
21	мы видим	2	12
22	было бы	8	12
23	не только	10	12
24	таким образом	24	12
25	не в	11	12
26	что он	4	11
27	что это	7	10
28	в сущности	2	10
29	то же	14	10
30	же самое	4	10
31	и не	18	10
32	и все	4	10
33	с точки	3	9
34	в двух	2	9
35	того чтобы	4	9
36	с тем	7	8
37	с этим	7	8
38	в одном	4	8
39	вовсе не	7	8
40	для нас	14	8
41	как и	14	8
42	так что	5	8
43	и как	2	8
44	из этого	2	8
45	для того	6	8
46	и то	5	8
47	и это	2	8
48	с другой	2	7
49	в ее	2	7
50	а не	12	7
51	мы можем	10	7
52	не может	11	7
53	что у	3	7
54	как мы	2	7
55	а в	5	7
56	между тем	9	7
57	мы уже	3	7
58	с и	2	6
59	и здесь	2	6
60	к тому	3	6
61	до сих	4	6
62	она не	2	6
63	один из	2	6
64	и если	3	6
65	в котором	4	6
66	не имеет	5	6
67	указывает на	2	6
68	тому что	2	6
69	он не	2	6
70	так как	14	6
71	если мы	2	6
72	и его	2	6
73	и на	3	6
74	в которых	3	6
75	самого начала	2	6
76	о том	8	6
77	там где	3	6
78	я не	2	5
79	в своем	8	5
80	вместе с	6	5
81	но и	11	5
82	сих пор	4	5
83	и когда	2	5
84	т п	4	5
85	в той	4	5
86	к которым	3	5
87	мы не	8	5
88	в его	5	5
89	могли бы	4	5
90	так сказать	5	5
91	в которой	6	5
92	что если	6	4
93	никогда не	3	4
94	мы могли	2	4
95	мысль что	3	4
96	из него	2	4
97	в свою	2	4
98	по своему	2	4
99	при этом	15	4
100	не можем	5	4
101	и для	2	4
102	конечно не	2	4
103	в самой	2	4
104	в нем	7	4
105	что и	7	4
106	как в	7	4
107	т д	3	4
108	образом мы	3	4
109	в течение	2	4
110	все эти	3	4
111	при помощи	3	4
112	здесь мы	2	4
113	того что	14	4
114	из которых	2	4
115	и даже	2	4
116	в своих	2	4
117	сказать что	8	4
118	в нас	3	4
119	только в	15	4
120	и другое	2	4
121	что эти	3	4
122	в себе	14	4
123	на деле	2	4
124	не то	5	4
125	в виду	3	4
126	до такой	5	3
127	ее не	3	3
128	действительность и	2	3
129	в них	3	3
130	в речи	3	3
131	только для	2	3
132	из этих	2	3
133	что все	4	3
134	из одного	3	3
135	и к	6	3
136	но это	3	3
137	такой степени	6	3
138	тот же	2	3
139	и о	4	3
140	и значение	3	3
141	все это	5	3
142	то и	4	3
143	и только	3	3
144	бы не	3	3
145	мы хотим	2	3
146	такое же	2	3
147	что не	6	3
148	не так	2	3
149	что как	4	3
150	в таком	4	3
151	к ним	2	3
152	и тем	4	3
153	я говорю	3	3
154	того как	6	3
155	тем что	10	3
156	состоит в	2	3
157	в то	4	3
158	бы в	2	3
159	его в	4	3
160	что по	2	3
161	но в	8	3
162	более и	2	2
163	в данном	4	2
164	признать что	2	2
165	не могут	2	2
166	что так	2	2
167	что прежде	2	2
168	и более	4	2
169	можно назвать	2	2
170	и та	4	2
171	все более	3	2
172	в этих	3	2
173	из нее	2	2
174	хотя бы	4	2
175	столь же	2	2
176	о человеке	3	2
177	на самом	3	2
178	и я	2	2
179	и вместе	3	2
180	во всяком	5	2
181	но что	2	2
182	только что	3	2
183	оно есть	2	2
184	как же	4	2
185	уже не	3	2
186	у нас	2	2
187	в нее	3	2
188	свою мысль	2	2
189	это есть	3	2
190	в силу	7	2
191	есть в	5	2
192	очевидно что	7	2
193	что чем	2	2
194	для него	5	2
195	он все	2	2
196	и может	4	2
197	если так	2	2
198	мы в	3	2
199	например в	3	2
200	к ней	2	2
201	развития и	2	2
202	вместе и	2	2
203	всяком случае	3	2
204	можем сказать	2	2
205	но мы	2	2
206	то это	8	2
207	не знаем	2	2
208	дело не	2	2
209	всех остальных	4	2
210	данном случае	2	2
211	со стороны	3	2
212	что же	5	2
213	внимание на	5	2
214	не могу	2	2
215	что его	2	2
216	так же	4	2
217	том смысле	2	2
218	в виде	2	2
219	быть не	2	2
220	и по	3	2
221	есть только	5	2
222	думать что	4	2
223	той же	3	2
224	их в	3	2
225	и чем	2	2
226	что только	2	2
227	или если	2	2
228	или от	3	2
229	и следовательно	3	2
230	к его	2	2
231	в истории	4	2
232	что даже	2	2
233	его к	2	2
234	этого слова	7	2
235	когда мы	6	2
236	заметить что	6	2
237	с ним	5	2
238	поэзии и	7	2
239	том и	2	2
