N	2gram	Savitsky_E_1	Myshleni
1	в том	11	28
2	и в	37	28
3	то что	6	28
4	в этом	12	27
5	того что	7	24
6	в развитии	2	24
7	потому что	3	22
8	не может	9	19
9	том что	6	19
10	таким образом	2	18
11	только в	9	18
12	что в	21	17
13	в силу	2	17
14	не только	18	16
15	так же	9	15
16	по сравнению	2	15
17	сравнению с	2	14
18	может быть	6	13
19	сказать что	4	13
20	точки зрения	23	13
21	в сфере	3	12
22	и не	14	11
23	как бы	6	11
24	в отношении	32	10
25	к тому	8	10
26	как мы	5	10
27	но и	14	10
28	отношений между	2	10
29	так как	7	10
30	но не	5	10
31	того чтобы	6	10
32	с точки	17	10
33	между собой	2	9
34	было бы	8	9
35	в процессе	4	9
36	мы можем	3	9
37	никогда не	3	8
38	в самом	4	8
39	мы видели	3	8
40	тем самым	5	8
41	для того	6	8
42	тем что	3	8
43	того же	3	7
44	если бы	2	7
45	в своем	14	7
46	и других	2	7
47	заключается в	2	7
48	мы видим	2	7
49	он не	2	7
50	вместе с	2	7
51	то же	15	7
52	между ними	2	7
53	можно было	3	7
54	там где	3	7
55	и к	3	6
56	же как	5	6
57	и как	2	6
58	и что	2	6
59	не имеет	4	6
60	в то	16	6
61	тогда когда	2	6
62	как и	7	6
63	можно сказать	4	6
64	так и	10	6
65	мы не	4	6
66	вообще не	3	6
67	в области	11	6
68	не могут	2	5
69	вопрос о	4	5
70	в пределах	25	5
71	друг с	3	5
72	и тем	3	5
73	и на	6	5
74	и все	2	5
75	но в	14	5
76	что все	2	5
77	с тем	3	5
78	то в	4	5
79	с другом	3	5
80	из того	2	5
81	могут быть	2	5
82	в этой	2	5
83	именно в	4	4
84	в частности	5	4
85	на то	6	4
86	что на	2	4
87	не в	5	4
88	нас к	2	4
89	на этот	2	4
90	но если	5	4
91	целый ряд	2	4
92	с этим	2	4
93	на основе	2	4
94	в качестве	14	4
95	что и	3	4
96	во всех	6	4
97	и того	2	4
98	в той	5	4
99	и то	2	4
100	в себе	9	4
101	независимо от	4	3
102	в другой	2	3
103	совершенно очевидно	2	3
104	только те	2	3
105	как это	4	3
106	очевидно что	3	3
107	есть в	2	3
108	мог бы	2	3
109	хотя и	2	3
110	в их	11	3
111	как на	3	3
112	и только	3	3
113	этом отношении	3	3
114	во втором	2	3
115	и по	5	3
116	в сферу	2	3
117	в своих	2	3
118	но как	2	3
119	по своей	2	3
120	бы в	2	3
121	от этого	5	3
122	в них	3	3
123	в случае	2	3
124	по себе	4	3
125	связано с	3	3
126	мы должны	2	3
127	иначе говоря	2	3
128	в его	2	3
129	только к	2	3
130	как в	3	3
131	а не	2	3
132	этот вопрос	2	3
133	в психологии	3	3
134	представляет собой	3	3
135	отношении к	15	3
136	как оно	2	3
137	он сам	2	2
138	но на	3	2
139	все более	9	2
140	в этих	2	2
141	с другой	7	2
142	с этой	6	2
143	именно потому	2	2
144	прежде всего	9	2
145	для нас	4	2
146	и более	2	2
147	несмотря на	4	2
148	имеет место	2	2
149	и от	3	2
150	известной степени	3	2
151	в котором	2	2
152	во второй	3	2
153	из них	3	2
154	различия в	3	2
155	этот факт	3	2
156	другой стороны	2	2
157	и наконец	2	2
158	в других	2	2
159	лежат в	4	2
160	не из	3	2
161	в которых	3	2
162	эти последние	2	2
163	бы совершенно	2	2
164	с более	3	2
165	в одном	2	2
166	этом смысле	3	2
167	чем в	4	2
168	по своему	7	2
169	она не	2	2
170	сказывается в	2	2
171	в своей	8	2
172	что если	2	2
173	когда он	3	2
174	ее в	3	2
175	не на	4	2
176	а в	2	2
177	но с	2	2
178	в значительной	2	2
179	с другими	2	2
180	в данном	3	2
