N	2gram	Bakhtin_Fr_2	Dialekti
1	и не	15	30
2	и в	49	18
3	ничего не	2	17
4	может быть	5	17
5	точки зрения	6	17
6	в нем	9	16
7	ни в	3	15
8	что в	2	13
9	то что	6	13
10	не только	17	13
11	и даже	2	13
12	было бы	3	12
13	с точки	5	12
14	в этом	15	12
15	не может	7	12
16	что он	3	11
17	как бы	11	11
18	учение о	2	11
19	все это	9	11
20	в себе	4	11
21	так как	6	11
22	прежде всего	19	10
23	несмотря на	3	10
24	то же	7	10
25	сказать что	6	10
26	никогда не	5	9
27	в том	3	9
28	так и	6	9
29	том что	4	9
30	но это	2	8
31	совершенно не	2	8
32	к нему	3	8
33	вовсе не	10	7
34	но и	13	7
35	мы находим	4	7
36	также и	3	7
37	с другой	4	6
38	можно сказать	2	6
39	да и	3	6
40	не было	4	6
41	и вот	3	6
42	в то	6	6
43	с ним	4	6
44	но в	4	6
45	в этих	4	5
46	в своем	5	5
47	в противоположность	2	5
48	на то	2	5
49	в дальнейшем	2	5
50	все же	7	5
51	отношение к	8	5
52	в отношении	2	5
53	в особенности	5	5
54	а в	4	5
55	можно было	3	5
56	и с	6	5
57	мы должны	2	5
58	в виду	3	5
59	и более	4	4
60	в конце	2	4
61	во всяком	2	4
62	это и	2	4
63	но не	5	4
64	же время	6	4
65	хотя и	2	4
66	только то	2	4
67	так же	2	4
68	другой стороны	3	4
69	смысл и	2	4
70	как мы	7	4
71	мы можем	2	4
72	к ней	2	4
73	и вообще	3	4
74	о том	3	4
75	содержит в	2	3
76	всех этих	3	3
77	сознания и	2	3
78	в них	13	3
79	думать что	2	3
80	точку зрения	2	3
81	та же	2	3
82	в одну	2	3
83	вплоть до	2	3
84	что они	2	3
85	и о	4	3
86	только с	3	3
87	в его	18	3
88	и потому	5	3
89	даже в	3	3
90	один из	7	3
91	жизни и	7	3
92	отношения к	4	3
93	в их	2	3
94	в самом	3	3
95	но все	4	3
96	на самом	2	3
97	что для	3	3
98	жизнь и	2	3
99	очень много	2	3
100	в ней	2	3
101	могут быть	2	3
102	даже и	2	3
103	нуждается в	2	3
104	и еще	2	3
105	только в	13	3
106	и смысл	2	3
107	и все	3	3
108	образ не	2	2
109	но они	3	2
110	не был	3	2
111	именно в	6	2
112	в качестве	2	2
113	сравнению с	2	2
114	точка зрения	3	2
115	из этих	5	2
116	в мире	2	2
117	как и	11	2
118	лишь как	2	2
119	эти два	2	2
120	связанные с	2	2
121	здесь в	6	2
122	для него	9	2
123	до сих	4	2
124	еще не	2	2
125	одной стороны	3	2
126	о чем	3	2
127	никто не	2	2
128	в первую	2	2
129	себе и	2	2
130	по сравнению	2	2
131	и следовательно	2	2
132	относится к	5	2
133	в него	2	2
134	всяком случае	2	2
135	другими словами	3	2
136	из них	3	2
137	в своей	5	2
138	сих пор	4	2
139	есть для	2	2
140	и эта	2	2
141	на земле	3	2
142	этом отношении	3	2
143	с одной	3	2
144	все эти	7	2
145	в эпоху	13	2
146	что касается	2	2
147	ко всему	2	2
148	в другом	2	2
149	во всем	3	2
150	можно найти	2	2
151	и это	3	2
152	почти все	3	2
