N	3gram	Medvedev_F_3	Problema
1	тем не менее	2	18
2	и т д	6	10
3	то же самое	3	9
4	в данном случае	4	8
5	для того чтобы	4	8
6	в этом смысле	2	6
7	в том что	3	5
8	в то же	7	4
9	в конце концов	2	4
10	в связи с	4	4
11	только то что	2	4
12	на самом деле	12	4
13	сами по себе	2	3
14	дело в том	2	3
15	с точки зрения	14	3
16	вовсе не является	3	3
17	с другой стороны	5	3
18	не только не	2	3
19	так же и	2	3
20	во всяком случае	6	3
21	в самом деле	4	2
22	подобно тому как	4	2
23	но уже в	2	2
24	о том как	2	2
25	не может быть	14	2
