N	2gram	Vinokur_St_1	FransuaR
1	и в	44	40
2	то есть	2	18
3	и его	8	17
4	прежде всего	7	16
5	в этом	21	15
6	не только	18	13
7	и не	16	13
8	в его	9	13
9	что в	30	12
10	вовсе не	19	12
11	как и	9	11
12	но и	10	11
13	таким образом	7	10
14	и все	2	9
15	в сущности	2	9
16	может быть	15	9
17	он не	2	9
18	во время	3	8
19	отношение к	2	8
20	в том	36	8
21	у него	2	8
22	все эти	5	8
23	в эпоху	2	8
24	и с	3	8
25	той же	5	8
26	но в	10	8
27	в своем	2	7
28	то же	5	7
29	в этих	2	6
30	же время	4	6
31	в самом	7	6
32	во всех	8	6
33	в своей	6	6
34	в той	6	6
35	в то	9	6
36	со всеми	2	5
37	как раз	4	5
38	в нем	5	5
39	то что	18	5
40	не было	4	5
41	а не	16	5
42	и для	3	5
43	в основе	3	5
44	в своих	2	5
45	для него	6	5
46	и во	2	4
47	у нас	11	4
48	том что	29	4
49	до сих	7	4
50	было бы	17	4
51	в ней	3	4
52	из них	8	4
53	и потому	2	4
54	а также	2	4
55	даже в	3	4
56	ни в	3	4
57	жизни и	5	4
58	сих пор	7	4
59	все это	5	4
60	еще более	4	4
61	о том	17	4
62	в данном	14	4
63	того чтобы	11	4
64	и даже	5	4
65	также и	9	4
66	в истории	3	4
67	видно что	3	4
68	так как	5	4
69	в области	14	4
70	том числе	2	3
71	всех этих	2	3
72	если бы	9	3
73	в частности	4	3
74	об этом	3	3
75	он был	3	3
76	в ее	4	3
77	но это	6	3
78	в начале	3	3
79	в этой	11	3
80	для этого	2	3
81	еще не	3	3
82	но именно	2	3
83	такого рода	2	3
84	вплоть до	5	3
85	как бы	4	3
86	что и	6	3
87	дело не	4	3
88	так и	9	3
89	как в	13	3
90	по отношению	3	3
91	не может	8	3
92	а в	17	3
93	начиная с	2	3
94	на самом	6	3
95	там где	5	3
96	мы находим	4	3
97	научного изучения	4	3
98	самом деле	11	3
99	для того	10	3
100	но все	4	3
101	можно было	13	3
102	сказать что	7	3
103	между тем	3	3
104	тем что	5	3
105	при этом	2	3
106	же и	4	3
107	одно из	2	3
108	в себе	2	3
109	в другом	3	3
110	только в	10	3
111	связанные с	3	3
112	но ведь	8	3
113	в конце	3	3
114	их в	2	3
115	в других	2	3
116	не менее	5	2
117	уже в	2	2
118	представление о	4	2
119	еще и	2	2
120	для установления	2	2
121	поэтому в	3	2
122	хотя бы	6	2
123	с другой	9	2
124	это не	8	2
125	и так	3	2
126	из этих	6	2
127	больше чем	2	2
128	это в	4	2
129	быть в	2	2
130	что он	10	2
131	все же	8	2
132	это и	4	2
133	но не	3	2
134	очень часто	3	2
135	конечно не	2	2
136	и перед	2	2
137	и сам	2	2
138	находим и	2	2
139	в первой	12	2
140	например в	8	2
141	к нему	2	2
142	свидетельствует о	2	2
143	и очень	4	2
144	думать что	2	2
145	гораздо больше	2	2
146	ни одной	2	2
147	в котором	5	2
148	и такие	2	2
149	раз в	2	2
150	отношению к	3	2
151	дело в	6	2
152	в целом	5	2
153	своего рода	3	2
154	данном случае	6	2
155	или же	2	2
156	этом отношении	7	2
157	именно в	6	2
158	хотя в	2	2
159	лишь в	3	2
160	это вовсе	2	2
161	должны быть	3	2
162	и у	2	2
163	тем же	3	2
164	эпохи и	3	2
165	что для	3	2
166	числе и	2	2
167	потому что	6	2
168	с этим	3	2
169	даже и	2	2
170	но он	2	2
171	точки зрения	11	2
172	этого слова	2	2
173	и это	2	2
174	в которой	4	2
175	того же	3	2
176	говорит об	2	2
177	мы не	2	2
178	как о	2	2
