N	2gram	Tiupa_Disk_1	Problema
1	и в	16	44
2	и не	11	35
3	не есть	2	35
4	то есть	20	34
5	может быть	17	28
6	потому что	4	25
7	по себе	3	25
8	то что	5	23
9	в том	23	21
10	только в	7	19
11	а не	22	18
12	в этом	15	17
13	также и	3	16
14	сказать что	3	16
15	и даже	3	14
16	не только	28	14
17	не в	7	13
18	то же	7	13
19	той или	3	12
20	но в	8	12
21	том что	19	12
22	не является	4	11
23	не менее	2	10
24	но и	14	10
25	в виду	2	10
26	отнюдь не	8	10
27	как и	16	10
28	так и	8	10
29	это не	3	9
30	и тем	2	9
31	в нем	9	9
32	же самое	2	9
33	как бы	5	9
34	что он	4	9
35	в то	3	9
36	в его	7	9
37	что и	3	9
38	в данном	5	9
39	во всяком	2	9
40	таким образом	3	9
41	перед нами	3	8
42	что в	4	8
43	или иной	5	8
44	того что	3	8
45	что же	2	8
46	как мы	2	8
47	в себе	7	8
48	связи с	4	8
49	и вообще	2	8
50	с другой	10	7
51	данном случае	2	7
52	не может	9	7
53	уже не	4	7
54	и что	2	7
55	указывает на	2	7
56	и потому	3	7
57	никогда не	2	6
58	можно сказать	5	6
59	в целом	4	6
60	такого рода	4	6
61	того или	2	6
62	сами по	2	6
63	и к	4	6
64	о том	8	6
65	все же	3	6
66	не было	7	5
67	или даже	2	5
68	крайней мере	2	5
69	и есть	2	5
70	хотя и	2	5
71	другой стороны	3	5
72	в своем	6	5
73	а в	5	5
74	точки зрения	3	5
75	по крайней	2	5
76	еще не	14	5
77	за пределы	2	5
78	и о	4	5
79	в своей	5	5
80	как в	10	5
81	и его	2	5
82	едва ли	2	5
83	при этом	13	4
84	и без	2	4
85	отличается от	2	4
86	языка и	2	4
87	заключается в	3	4
88	но как	2	4
89	что даже	2	4
90	же касается	2	4
91	а также	8	4
92	в ее	3	4
93	или в	2	4
94	тем что	3	4
95	уже в	2	3
96	прежде всего	11	3
97	в тех	2	3
98	к тому	5	3
99	и как	6	3
100	в этой	2	3
101	для него	4	3
102	в самом	3	3
103	отношения к	2	3
104	в которых	4	3
105	бы быть	3	3
106	ни к	6	3
107	с понятием	2	3
108	об этом	2	3
109	но не	11	3
110	в качестве	34	3
111	здесь в	2	3
112	его как	2	3
113	и все	2	3
114	хотя бы	3	3
115	отличие от	5	3
116	имеет свою	3	3
117	и ее	2	3
118	будто бы	2	3
119	есть в	2	3
120	не обязательно	4	2
121	именно в	3	2
122	в частности	9	2
123	того же	3	2
124	этого термина	2	2
125	о чем	2	2
126	в котором	5	2
127	однако в	3	2
128	с ее	2	2
129	из них	3	2
130	в их	5	2
131	с одной	9	2
132	и по	2	2
133	в основе	7	2
134	с этим	3	2
135	в начале	2	2
136	зрения на	3	2
137	мы имеем	2	2
138	однако это	2	2
139	это в	2	2
140	всей его	2	2
141	это понятие	3	2
142	и во	2	2
143	рассматривать как	2	2
144	по своему	3	2
145	чем он	2	2
146	во всех	5	2
147	себе не	3	2
148	произведение в	2	2
149	для себя	4	2
150	дело не	2	2
151	себя в	2	2
152	когда он	2	2
153	в процессе	5	2
154	в отличие	5	2
155	а с	5	2
156	котором он	2	2
157	на ее	2	2
158	героя в	2	2
159	своей собственной	2	2
160	пока еще	6	2
161	могут быть	4	2
162	в другом	2	2
163	разного рода	2	2
164	это было	2	2
