N	2gram	Tiupa_Narr_1	Istorich
1	и в	19	26
2	так же	2	18
3	то что	11	16
4	не только	32	15
5	что в	3	14
6	может быть	25	14
7	же как	3	13
8	но и	23	12
9	между двумя	5	12
10	что он	6	10
11	так и	9	10
12	и его	5	10
13	все же	7	9
14	и не	20	9
15	его в	2	9
16	то же	4	8
17	а в	11	8
18	как и	7	7
19	в качестве	21	7
20	героя в	8	7
21	он не	3	7
22	как в	7	7
23	в этом	17	7
24	мы имеем	2	7
25	не всегда	2	6
26	что они	3	6
27	еще не	7	6
28	в иной	2	6
29	когда он	3	6
30	не может	10	6
31	а не	12	6
32	к нему	5	6
33	могут быть	3	6
34	у него	4	5
35	и как	5	5
36	это не	2	5
37	точно так	2	5
38	это и	3	5
39	но все	4	5
40	в силу	4	5
41	но не	5	5
42	и только	2	5
43	ничего не	2	5
44	в его	9	5
45	и др	2	5
46	как мы	3	5
47	из которых	4	5
48	уже не	5	5
49	не в	14	5
50	и с	4	5
51	тем что	3	5
52	но в	6	5
53	с другой	8	4
54	на себя	3	4
55	а по	2	4
56	даже в	2	4
57	другой стороны	4	4
58	здесь не	4	4
59	тогда как	12	4
60	и даже	3	4
61	о том	6	4
62	представляют собой	2	4
63	перед нами	4	3
64	что у	2	3
65	из этих	3	3
66	к себе	5	3
67	же в	4	3
68	в том	18	3
69	по существу	2	3
70	том что	14	3
71	при этом	9	3
72	не что	2	3
73	она не	2	3
74	например в	2	3
75	как бы	4	3
76	все эти	2	3
77	а также	7	3
78	и он	3	3
79	наряду с	2	3
80	на него	3	3
81	данном случае	4	3
82	а именно	3	3
83	не на	2	3
84	как это	6	3
85	те же	4	3
86	не мог	4	3
87	между ними	2	3
88	не имеет	2	3
89	или в	2	3
90	в данном	5	3
91	что иное	2	3
92	связи с	4	3
93	что мы	2	3
94	только в	4	3
95	иное как	2	3
96	о чем	2	3
97	уже в	3	2
98	должна быть	2	2
99	не менее	3	2
100	никогда не	3	2
101	однако в	2	2
102	в своем	2	2
103	и все	2	2
104	по себе	5	2
105	и тем	4	2
106	своей матери	2	2
107	в самую	2	2
108	тем не	3	2
109	его как	2	2
110	ни в	3	2
111	говорит о	2	2
112	представляет собой	13	2
113	есть в	2	2
114	одна из	3	2
115	у нее	2	2
116	и тот	2	2
117	было бы	4	2
118	такого рода	7	2
119	ему в	2	2
120	в частности	14	2
121	он уже	2	2
122	хотя и	3	2
123	в роли	2	2
124	что на	2	2
125	по своей	3	2
126	не могло	2	2
127	хотя бы	4	2
128	в нем	4	2
129	не есть	3	2
130	себя в	5	2
131	отношение к	2	2
132	из них	3	2
133	на том	3	2
134	в тексте	16	2
135	в форме	5	2
136	что это	3	2
137	в связи	2	2
138	и на	3	2
139	не случайно	2	2
140	сказать что	4	2
141	в себе	8	2
142	в этой	5	2
143	этого слова	2	2
144	в особенности	4	2
145	в области	2	2
