N	2gram	Propp_Isto_3	RusskieA
1	и в	22	29
2	т е	16	24
3	что в	15	22
4	том что	8	22
5	в том	9	22
6	состоит в	3	15
7	в других	4	15
8	и другие	4	14
9	может быть	11	13
10	так как	7	13
11	во время	6	12
12	там же	2	12
13	как и	3	11
14	одна из	2	11
15	в этом	17	11
16	в лесу	26	10
17	в этот	2	10
18	и с	4	10
19	не только	14	10
20	о том	3	9
21	в некоторых	5	9
22	а в	6	9
23	во многих	2	9
24	в дом	12	8
25	показывает что	5	8
26	но и	12	8
27	ее в	3	8
28	его в	3	8
29	мы видели	13	7
30	данном случае	3	7
31	как в	2	7
32	или в	11	7
33	представляют собой	4	7
34	на голову	5	6
35	с тем	2	6
36	этом случае	5	6
37	же в	2	6
38	в обряде	5	6
39	еще не	10	6
40	для нас	4	6
41	вместе с	9	6
42	таким образом	10	6
43	при этом	2	6
44	и на	4	6
45	в данном	4	6
46	на нее	3	6
47	мы имеем	19	6
48	этот обряд	2	6
49	представление о	3	5
50	потому что	3	5
51	это не	6	5
52	к этому	7	5
53	то что	7	5
54	и что	2	5
55	но не	7	5
56	с ней	6	5
57	и т	16	5
58	к жизни	2	5
59	не может	4	5
60	т д	15	5
61	следующим образом	3	5
62	но в	10	5
63	видели что	4	4
64	в них	6	4
65	и все	3	4
66	не все	6	4
67	вопрос о	2	4
68	а затем	3	4
69	уже не	7	4
70	так что	5	4
71	не в	4	4
72	предположить что	7	4
73	этих случаях	7	4
74	из них	7	4
75	к нему	5	4
76	же как	2	4
77	а также	2	4
78	в русских	3	4
79	так же	3	4
80	то и	6	4
81	то же	6	4
82	у нас	4	4
83	мы рассмотрим	2	4
84	а не	6	4
85	из земли	4	4
86	в которых	2	4
87	их в	3	4
88	и потом	2	4
89	в виде	2	4
90	далеко не	3	4
91	как это	4	4
92	что по	2	4
93	на этом	4	3
94	тем что	4	3
95	и там	4	3
96	должен был	3	3
97	обряда в	2	3
98	в этих	11	3
99	в качестве	2	3
100	и от	3	3
101	не всегда	4	3
102	должно было	2	3
103	за ним	3	3
104	живет в	5	3
105	она не	4	3
106	что здесь	6	3
107	в лес	12	3
108	того что	5	3
109	было бы	3	3
110	и о	2	3
111	что она	5	3
112	лесу или	2	3
113	в котором	2	3
114	на землю	2	3
115	не имеет	2	3
116	не будем	3	3
117	связь с	6	3
118	а именно	4	3
119	в свете	5	3
120	все эти	4	3
121	друг друга	6	3
122	девушки в	2	3
123	как мы	8	3
124	выше мы	3	3
125	между тем	2	3
126	но он	4	3
127	в этой	5	3
128	а он	5	2
129	не менее	5	2
130	связи с	6	2
131	имеем не	3	2
132	сказки о	2	2
133	могут быть	5	2
134	никогда не	3	2
135	с другой	7	2
136	представления о	2	2
137	из этих	3	2
138	если он	2	2
139	прежде всего	3	2
140	нет никаких	2	2
141	не что	3	2
142	что и	9	2
143	к ней	4	2
144	царство мертвых	3	2
145	и как	3	2
146	одним из	4	2
147	на другой	2	2
148	а через	3	2
149	то время	2	2
150	связано с	4	2
151	после того	2	2
152	смерти в	3	2
153	для них	3	2
154	одной стороны	2	2
155	и пр	11	2
156	совершенно не	2	2
157	что на	4	2
158	лесу в	2	2
159	тем не	5	2
160	не совсем	3	2
161	в него	2	2
162	один из	5	2
163	но она	2	2
164	не с	2	2
165	все же	5	2
166	после этого	2	2
167	где они	2	2
168	сюда же	2	2
169	будем здесь	2	2
170	не было	2	2
171	должны были	3	2
172	с одной	2	2
173	в течение	6	2
174	на самом	2	2
175	образом в	2	2
176	там где	7	2
177	этот вопрос	2	2
178	ней в	2	2
179	здесь мы	5	2
180	мы здесь	4	2
181	отправляется в	2	2
182	и для	2	2
183	после чего	10	2
184	так в	6	2
185	и то	2	2
186	с этим	8	2
187	на себя	2	2
188	и ее	3	2
189	что иное	3	2
190	в то	2	2
191	видно что	2	2
192	смерть и	2	2
193	представляет собой	3	2
194	такая форма	2	2
195	иное как	3	2
196	приведенных материалов	3	2
