N	2gram	Vygotskiy__2	Hudozhes
1	том что	27	16
2	и в	15	14
3	так и	8	13
4	а не	3	12
5	в том	33	12
6	не только	15	12
7	при этом	3	12
8	о том	9	12
9	прежде всего	4	11
10	в этом	19	11
11	в себе	2	11
12	для него	3	10
13	в своей	4	10
14	у него	2	9
15	что он	12	9
16	как и	6	9
17	в качестве	4	9
18	то же	5	9
19	как в	4	8
20	то что	20	8
21	отношению к	5	8
22	по отношению	6	8
23	в этой	6	8
24	в его	2	8
25	ничего не	3	8
26	быть может	2	7
27	казалось бы	8	7
28	это не	5	7
29	к тому	7	7
30	не в	8	7
31	как бы	7	7
32	не может	9	7
33	именно в	2	7
34	а в	4	7
35	никогда не	8	6
36	что в	14	6
37	было бы	10	6
38	в первой	2	6
39	перед нами	2	5
40	с его	4	5
41	в частности	6	5
42	в этих	2	5
43	к себе	2	5
44	об этом	3	5
45	может быть	9	5
46	только в	4	5
47	но и	10	5
48	самом деле	6	5
49	друг друга	5	5
50	и его	4	5
51	можно было	5	5
52	потому что	7	5
53	ни в	2	5
54	точки зрения	26	5
55	но в	6	5
56	связи с	9	4
57	в своем	9	4
58	столь же	2	4
59	и все	3	4
60	с с	2	4
61	на то	6	4
62	можно сказать	2	4
63	и к	6	4
64	несмотря на	4	4
65	мы уже	6	4
66	в самом	11	4
67	что она	3	4
68	из них	3	4
69	как раз	4	4
70	того что	17	4
71	только что	3	4
72	он не	7	4
73	по своей	6	4
74	и это	3	4
75	с ним	3	4
76	и с	4	4
77	но не	3	3
78	если бы	8	3
79	отнюдь не	2	3
80	что у	3	3
81	с этим	3	3
82	идет о	3	3
83	как мы	6	3
84	говорить о	2	3
85	что при	3	3
86	речь идет	2	3
87	даже в	4	3
88	для себя	3	3
89	все же	4	3
90	со стороны	3	3
91	приводит к	5	3
92	в связи	6	3
93	и для	2	3
94	этом отношении	3	3
95	все эти	3	3
96	лишь в	3	3
97	того чтобы	12	3
98	и даже	5	3
99	к этой	3	3
100	с точки	18	3
101	и по	3	3
102	ничем не	3	3
103	тем что	2	3
104	однако и	2	3
105	а также	2	3
106	едва ли	7	3
107	видит в	2	3
108	и другое	2	2
109	конечном счете	4	2
110	на вопрос	4	2
111	в себя	2	2
112	вопрос о	5	2
113	в такой	2	2
114	по себе	7	2
115	в следующем	3	2
116	в конечном	4	2
117	что на	2	2
118	мы знаем	7	2
119	состоит в	3	2
120	для всего	2	2
121	живет в	2	2
122	своей жизни	2	2
123	в другом	2	2
124	же как	2	2
125	и что	8	2
126	мышления как	5	2
127	в целом	10	2
128	одной из	3	2
129	раз в	2	2
130	в начале	4	2
131	легко заметить	2	2
132	только для	3	2
133	как он	6	2
134	на том	2	2
135	что же	2	2
136	как по	2	2
137	в их	2	2
138	все это	4	2
139	мышления и	16	2
140	а с	4	2
141	иначе говоря	2	2
142	все равно	2	2
143	с и	4	2
144	и не	7	2
145	но с	2	2
146	на самом	3	2
147	они не	3	2
148	не имеет	4	2
149	должно быть	2	2
150	речь в	3	2
151	той же	2	2
152	на основе	7	2
153	с этой	2	2
154	в результате	3	2
155	с ее	2	2
156	в первый	2	2
157	не следует	2	2
158	заметить что	2	2
159	мы не	10	2
