N	3gram	Losev_Prob_2	Myslijsy
1	более или менее	4	8
2	сами по себе	2	7
3	во всяком случае	10	7
4	в том что	4	7
5	по крайней мере	6	5
6	тем не менее	12	5
7	до сих пор	4	4
8	подобно тому как	2	4
9	на то что	4	3
10	и т д	6	3
11	с одной стороны	5	3
12	то есть не	3	3
13	или по крайней	3	2
14	с самого начала	2	2
15	само по себе	2	2
16	то что мы	7	2
17	в этом смысле	5	2
18	в таком случае	10	2
19	не может быть	3	2
20	сама по себе	4	2
21	в то же	4	2
22	с другой стороны	5	2
23	для того чтобы	2	2
24	есть прежде всего	4	2
25	только тогда когда	3	2
26	на самом деле	2	2
