N	2gram	Vygotskiy__1	Vvedenie
1	и т	26	42
2	т д	8	36
3	т е	3	35
4	и в	31	32
5	в том	30	31
6	в этом	12	30
7	может быть	22	26
8	том что	16	26
9	не только	13	22
10	для того	6	21
11	того чтобы	7	20
12	таким образом	20	19
13	то что	32	16
14	потому что	10	15
15	так как	18	15
16	не может	17	14
17	в самом	11	13
18	в нем	2	13
19	о том	7	13
20	со стороны	4	13
21	того что	10	12
22	и не	16	12
23	как на	3	12
24	представляет собой	2	12
25	в его	6	12
26	только в	14	12
27	как мы	2	11
28	что такое	2	11
29	ясно что	19	11
30	в ее	5	11
31	что в	23	10
32	но в	3	9
33	и как	2	9
34	между тем	4	9
35	этом смысле	2	9
36	по себе	9	9
37	то же	5	9
38	не менее	2	8
39	с другой	5	8
40	а только	2	8
41	тем не	2	8
42	не в	11	8
43	прежде всего	4	7
44	вопрос о	3	7
45	смысле этого	2	7
46	точки зрения	15	7
47	в применении	2	7
48	уже и	2	7
49	но не	3	7
50	было бы	6	7
51	все же	5	7
52	дело с	3	7
53	самом деле	9	7
54	не могут	3	6
55	из этих	6	6
56	до сих	3	6
57	смысле слова	3	6
58	том чтобы	7	6
59	один из	4	6
60	но и	2	6
61	xviii в	2	6
62	все это	8	6
63	применении к	2	6
64	и даже	6	6
65	в то	5	6
66	его в	2	6
67	как он	2	6
68	с тем	3	6
69	представить себе	3	6
70	вовсе не	6	6
71	как и	16	6
72	в качестве	2	6
73	сих пор	3	6
74	и его	7	6
75	и это	3	6
76	уже в	3	5
77	в какой	5	5
78	так что	5	5
79	как бы	5	5
80	и тем	2	5
81	в целом	5	5
82	другой стороны	5	5
83	в которых	3	5
84	сказать что	7	5
85	в них	2	5
86	как например	2	5
87	быть в	2	5
88	на почве	2	5
89	не есть	3	5
90	вместе с	8	5
91	т п	16	5
92	а не	13	5
93	могут быть	11	5
94	на вопрос	2	4
95	независимо от	2	4
96	с этой	4	4
97	в каждом	3	4
98	одной стороны	6	4
99	о чем	2	4
100	всяком случае	6	4
101	в котором	4	4
102	этом отношении	2	4
103	с одной	5	4
104	и что	8	4
105	а в	6	4
106	одно из	2	4
107	как это	4	4
108	мы имеем	4	4
109	как она	2	4
110	что он	7	4
111	об искусстве	2	4
112	в своей	3	4
113	только что	2	4
114	как раз	2	4
115	это только	2	4
116	уже не	2	4
117	и для	5	4
118	той же	3	4
119	и то	2	4
120	во всяком	8	4
121	само по	5	4
122	в себе	4	4
123	совсем не	3	3
124	сама по	2	3
125	в изучении	2	3
126	что это	6	3
127	и есть	5	3
128	в частности	3	3
129	в этих	4	3
130	в конце	3	3
131	а потому	3	3
132	в собственном	3	3
133	бы и	2	3
134	к тому	4	3
135	в этой	3	3
136	но что	2	3
137	что с	2	3
138	до конца	6	3
139	при этом	19	3
140	от себя	4	3
141	хотя и	3	3
142	в конечном	3	3
143	в виду	4	3
144	к нему	2	3
145	мы видели	2	3
146	отношение к	2	3
147	из них	2	3
148	что она	6	3
149	в своем	3	3
150	и других	3	3
151	и вот	3	3
152	этой области	2	3
153	заключается в	7	3
154	так же	12	3
155	в результате	4	3
156	что даже	2	3
157	при помощи	20	3
158	тогда когда	5	3
159	в известном	2	3
160	если бы	6	3
161	к этому	4	3
162	стороны и	3	3
163	и к	3	3
164	говорит о	2	3
165	чтобы понять	4	3
166	в чем	2	3
167	в одном	2	3
168	в сущности	10	3
169	гораздо более	2	3
170	что и	13	3
171	каждой из	3	3
172	собственном смысле	3	3
173	что же	2	3
174	на основании	7	3
175	в каком	2	3
176	как будто	5	3
177	или как	2	3
178	в области	11	3
179	в основу	2	2
180	все время	4	2
181	же как	4	2
182	казалось бы	2	2
183	должна быть	3	2
184	и другие	4	2
185	никогда не	8	2
186	тому что	4	2
187	целом ряде	2	2
188	точно так	3	2
189	это в	2	2
190	из его	3	2
191	это есть	5	2
192	но это	3	2
193	тем или	2	2
194	несмотря на	5	2
195	и той	3	2
196	от других	2	2
197	от того	3	2
198	во внимание	2	2
199	в связи	2	2
200	не было	3	2
201	есть только	2	2
202	ее от	3	2
203	и совершенно	5	2
204	и с	2	2
205	и так	4	2
206	с этим	3	2
207	нуждается в	3	2
208	и здесь	2	2
209	же самое	2	2
210	конце концов	3	2
211	искусства и	15	2
212	когда мы	3	2
213	бы в	2	2
214	так и	3	2
215	могло бы	4	2
216	не существует	2	2
217	в известных	2	2
218	по этому	2	2
219	состоит в	3	2
220	по самой	2	2
221	есть не	2	2
222	у нас	4	2
223	по существу	4	2
224	должна была	2	2
225	того же	2	2
226	что мы	8	2
227	без остатка	2	2
228	или иным	2	2
229	для объяснения	3	2
230	жизни и	3	2
231	с теми	2	2
232	том же	2	2
233	этого слова	4	2
234	критики и	2	2
235	него в	2	2
236	искусство и	4	2
237	мысли и	2	2
238	только на	3	2
239	и тогда	2	2
240	этому поводу	2	2
241	одной и	4	2
242	и сейчас	2	2
243	из которых	3	2
244	с точки	2	2
245	самое же	3	2
246	мы не	12	2
247	исследования и	3	2
248	тому как	7	2
249	в силу	3	2
250	мы можем	4	2
251	подобно тому	5	2
252	что следовательно	2	2
253	будто бы	2	2
254	если же	2	2
255	одна из	4	2
256	ничего не	2	2
