N	2gram	Losev_Vlad_2	Psycholo
1	то что	20	44
2	и в	30	33
3	в этом	20	28
4	как бы	5	25
5	и что	5	25
6	потому что	9	24
7	для того	2	23
8	может быть	7	22
9	том что	12	22
10	того чтобы	2	22
11	что в	12	21
12	в том	18	21
13	о том	4	20
14	что он	13	20
15	и мы	4	15
16	как это	7	14
17	что это	4	13
18	таким образом	3	13
19	и не	18	13
20	так же	4	13
21	сказать что	11	13
22	то есть	7	13
23	все это	5	13
24	к тому	2	12
25	в самом	2	12
26	и все	7	12
27	так как	5	12
28	было бы	9	12
29	он не	4	11
30	на то	2	10
31	не может	9	10
32	в его	11	10
33	в этой	4	9
34	и если	4	9
35	по себе	5	9
36	то же	4	9
37	в конце	13	8
38	вместе с	8	8
39	как будто	2	8
40	в своем	8	7
41	для нас	7	7
42	до конца	7	7
43	так что	5	7
44	в нем	4	7
45	не только	12	7
46	это не	2	6
47	в ней	4	6
48	все эти	5	6
49	и вот	3	6
50	но он	3	6
51	точки зрения	7	6
52	когда мы	3	6
53	у него	19	6
54	мы должны	4	6
55	в сущности	2	6
56	никак не	3	6
57	а не	7	6
58	в себе	6	6
59	мы будем	3	5
60	казалось бы	2	5
61	никогда не	7	5
62	нисколько не	2	5
63	и как	3	5
64	в целом	4	5
65	мы не	2	5
66	что для	2	5
67	и на	4	5
68	вовсе не	4	5
69	как он	2	5
70	только после	2	5
71	с ним	5	5
72	с этим	5	5
73	как и	5	5
74	и может	2	5
75	мы уже	2	5
76	и его	6	5
77	все же	9	5
78	заключается в	2	5
79	и это	3	5
80	из этого	5	5
81	я не	4	4
82	и есть	2	4
83	в частности	2	4
84	это в	3	4
85	том чтобы	2	4
86	жизни и	6	4
87	а в	11	4
88	того что	5	4
89	с этой	4	4
90	с тем	2	4
91	к этому	6	4
92	об этом	6	4
93	у нас	6	4
94	и о	4	4
95	о нем	2	4
96	себя в	2	4
97	в своей	5	4
98	в двух	2	4
99	как мы	11	4
100	что не	2	4
101	с точки	3	4
102	той же	4	4
103	в таком	3	4
104	можно было	2	4
105	по поводу	4	4
106	только в	6	4
107	в которой	4	4
108	не то	3	4
109	это было	4	4
110	что если	2	3
111	больше того	2	3
112	в самых	2	3
113	точно так	3	3
114	он все	2	3
115	ни в	7	3
116	что его	4	3
117	которой мы	2	3
118	тот же	5	3
119	должно быть	3	3
120	на этом	2	3
121	всяком случае	6	3
122	то это	4	3
123	но и	8	3
124	и до	2	3
125	конечно не	4	3
126	не было	10	3
127	здесь мы	3	3
128	в своих	2	3
129	их в	2	3
130	в то	9	3
131	его в	4	3
132	всех этих	3	3
133	должен был	3	3
134	бы его	2	3
135	но не	3	3
136	здесь в	2	3
137	она не	2	3
138	и из	2	3
139	конце концов	3	3
140	что и	3	3
141	так и	5	3
142	как в	3	3
143	да и	3	3
144	как я	2	3
145	и он	4	3
146	к этой	2	3
147	и для	3	3
148	во всяком	6	3
149	в виде	3	3
150	здравого смысла	2	3
151	в той	2	3
152	на этот	4	3
153	уже в	3	2
154	не был	2	2
155	его и	2	2
156	и от	2	2
157	из этих	3	2
158	на все	2	2
159	прежде всего	6	2
160	мы знаем	4	2
161	без всякого	2	2
162	к такому	3	2
163	но все	2	2
164	из его	2	2
165	же время	3	2
166	никак нельзя	3	2
167	при этом	5	2
168	себе и	2	2
169	в каких	2	2
170	в виду	2	2
171	в котором	5	2
172	нам кажется	3	2
173	только одно	3	2
174	в их	2	2
175	именно в	4	2
176	те же	3	2
177	и наконец	4	2
178	не имеет	2	2
179	его не	2	2
180	время как	2	2
181	котором все	2	2
182	в результате	5	2
183	и с	14	2
184	также и	6	2
185	не в	9	2
186	мы сейчас	3	2
187	и потому	2	2
188	мы читаем	4	2
189	но в	8	2
190	сам по	2	2
191	с его	4	2
192	в них	3	2
193	что касается	3	2
194	это время	4	2
195	и к	6	2
196	ли он	2	2
197	по существу	3	2
198	можно сказать	4	2
199	в это	4	2
200	кажется что	2	2
201	ее на	2	2
202	во всех	3	2
203	которую он	7	2
204	даже в	2	2
205	что эти	2	2
206	со стороны	4	2
207	не на	2	2
208	то время	6	2
209	и она	2	2
210	хотя бы	3	2
211	и то	5	2
212	ним в	2	2
213	связи с	8	2
214	едва ли	3	2
215	ничего не	2	2
