N	2gram	Bakhtin_Fr_2	formyVre
1	и в	49	46
2	в этом	15	22
3	еды и	3	19
4	у рабле	6	18
5	и питья	2	17
6	прежде всего	19	14
7	кн ii	2	14
8	вовсе не	10	13
9	в романе	9	13
10	ii гл	2	12
11	и его	17	12
12	рабле в	15	11
13	только в	13	11
14	не только	17	11
15	во всех	6	11
16	во время	12	10
17	в том	3	10
18	как бы	11	10
19	точки зрения	6	10
20	то есть	32	10
21	но в	4	10
22	у него	2	9
23	мы уже	6	9
24	вместе с	2	9
25	но и	13	9
26	и не	15	9
27	в связи	2	8
28	связи с	2	8
29	как и	11	8
30	в его	18	8
31	жизни и	7	8
32	то же	7	8
33	того чтобы	2	8
34	с точки	5	8
35	из них	3	8
36	в основном	5	8
37	всех этих	3	7
38	в них	13	7
39	в одном	3	7
40	может быть	5	7
41	то что	6	7
42	так и	6	7
43	и на	17	7
44	никогда не	5	6
45	и во	4	6
46	и все	3	6
47	при этом	5	6
48	как мы	7	6
49	здесь в	6	6
50	еще не	2	6
51	все же	7	6
52	все это	9	6
53	в особенности	5	6
54	так как	6	6
55	и с	6	6
56	романе рабле	4	5
57	громадное значение	2	5
58	в своем	5	5
59	рабле не	6	5
60	связанные с	2	5
61	по существу	2	5
62	в дальнейшем	2	5
63	в пределах	2	5
64	в то	6	5
65	но не	5	5
66	и др	9	5
67	в нем	9	5
68	что в	2	5
69	все эти	7	5
70	в смысле	2	5
71	рабле и	10	5
72	и пьянства	2	5
73	место в	3	4
74	уже в	5	4
75	жизни в	3	4
76	из этих	5	4
77	человека и	3	4
78	же время	6	4
79	с ним	4	4
80	же в	3	4
81	том что	4	4
82	что они	2	4
83	уже говорили	5	4
84	в мире	2	4
85	веселый и	2	4
86	в эпоху	13	4
87	смерти и	4	4
88	отношения к	4	4
89	питья и	2	4
90	также и	3	4
91	их в	3	4
92	в себе	4	4
93	в истории	6	4
94	о том	3	4
95	не было	4	3
96	в средние	9	3
97	связанных с	3	3
98	о чем	3	3
99	отчасти и	2	3
100	мы еще	2	3
101	та же	2	3
102	что он	3	3
103	а затем	3	3
104	в качестве	2	3
105	для него	9	3
106	тот же	5	3
107	средние века	8	3
108	и смех	4	3
109	хотя и	2	3
110	точка зрения	3	3
111	ее в	2	3
112	еще вернемся	2	3
113	отношение к	8	3
114	но эти	3	3
115	в форме	4	3
116	целый ряд	2	3
117	за счет	2	3
118	и другие	2	3
119	таким образом	7	3
120	почти все	3	3
121	в их	2	3
122	и даже	2	3
123	мы наблюдаем	2	3
124	и прежде	2	3
125	а в	4	3
126	роль в	5	3
127	жизнь и	2	3
128	на основе	2	3
129	тем что	4	3
130	имеем в	2	3
131	в другом	2	3
132	на протяжении	7	3
133	в этих	4	3
134	эпоху возрождения	2	3
135	в виду	3	3
136	литературы в	2	2
137	не был	3	2
138	смех и	10	2
139	человек в	2	2
140	и более	4	2
141	не были	2	2
142	смысла и	2	2
143	и образов	4	2
144	характерно что	2	2
145	во франции	8	2
146	с другой	4	2
147	и других	3	2
148	эти формы	2	2
149	но здесь	3	2
150	в духе	4	2
151	можно сказать	2	2
152	в отношении	2	2
153	протяжении всего	5	2
154	он был	2	2
155	без всякого	2	2
156	в самой	2	2
157	именно в	6	2
158	в этой	10	2
159	перестает быть	2	2
160	сила и	2	2
161	во все	2	2
162	в день	3	2
163	все что	2	2
164	гротескного образа	4	2
165	до конца	2	2
166	было бы	3	2
167	со всеми	2	2
168	и к	4	2
169	в сущности	8	2
170	и о	4	2
171	вплоть до	2	2
172	наконец в	3	2
173	и потому	5	2
174	эти образы	3	2
175	один из	7	2
176	сих пор	4	2
177	мы видели	3	2
178	и до	4	2
179	века и	3	2
180	и т.п	11	2
181	не может	7	2
182	здесь не	2	2
183	на земле	3	2
184	брат жан	3	2
185	этом отношении	3	2
186	с одной	3	2
187	гаргантюа и	2	2
188	в себя	6	2
189	этого смеха	2	2
190	и вот	3	2
191	лишь в	4	2
192	рабле мы	2	2
193	так же	2	2
194	как на	4	2
195	особенно в	2	2
196	другом месте	2	2
197	рядом с	6	2
198	смеха и	8	2
199	но это	2	2
200	автора и	2	2
201	могут быть	2	2
202	но он	6	2
203	в литературе	6	2
204	рабле но	8	2
205	далеко не	3	2
206	в конце	2	2
207	и это	3	2
208	этих образов	2	2
209	и становится	2	2
210	там где	4	2
211	во всяком	2	2
212	мире и	3	2
213	еды питья	3	2
214	до сих	4	2
