N	2gram	Medvedev_F_1	Myslijsy
1	и в	24	39
2	может быть	14	27
3	в том	6	26
4	только в	2	25
5	что в	4	22
6	не может	16	22
7	а не	10	21
8	не только	7	21
9	в нем	14	20
10	но и	7	20
11	и не	20	18
12	не в	8	15
13	в этом	15	15
14	если бы	4	14
15	отношению к	4	13
16	так и	18	13
17	по отношению	4	13
18	в себе	3	13
19	таким образом	13	13
20	было бы	6	12
21	в душе	2	11
22	мы не	3	10
23	по себе	5	10
24	не есть	2	10
25	то что	8	10
26	как в	8	10
27	и что	2	10
28	как и	11	9
29	мысли в	2	9
30	но в	5	9
31	в одном	2	8
32	но не	3	8
33	вместе с	2	8
34	со стороны	5	8
35	того что	5	8
36	точки зрения	16	8
37	с другой	5	7
38	должно быть	11	7
39	на язык	3	7
40	в ней	10	7
41	в истории	4	7
42	с этим	2	7
43	должны быть	5	7
44	это не	2	7
45	не менее	11	6
46	независимо от	4	6
47	от нее	2	6
48	и как	3	6
49	еще не	6	6
50	как бы	6	6
51	что и	2	6
52	все же	3	6
53	и т	12	6
54	то же	10	6
55	при этом	5	6
56	с тем	2	5
57	вовсе не	10	5
58	но это	3	5
59	и потому	9	5
60	в его	23	5
61	во всех	5	5
62	так же	4	5
63	а в	6	5
64	друг друга	4	5
65	и его	10	5
66	между тем	2	5
67	если же	2	5
68	никогда не	4	4
69	при таком	4	4
70	тем самым	3	4
71	вопрос о	2	4
72	прежде всего	22	4
73	в свою	8	4
74	бы ни	5	4
75	а только	2	4
76	мы видели	2	4
77	свою очередь	6	4
78	же время	8	4
79	для него	3	4
80	в действительности	2	4
81	к тому	3	4
82	от того	2	4
83	в своих	2	4
84	в каждом	3	4
85	не по	3	4
86	бы быть	2	4
87	т п	4	4
88	т д	8	4
89	не было	3	4
90	и других	3	4
91	и даже	3	4
92	говорит он	3	4
93	во всем	2	4
94	в то	9	4
95	бы в	3	4
96	в самой	2	3
97	сама по	2	3
98	прежде чем	2	3
99	в них	3	3
100	оно не	4	3
101	и от	7	3
102	не могло	5	3
103	и это	2	3
104	в жизни	3	3
105	думать что	3	3
106	так например	3	3
107	как она	3	3
108	ни были	2	3
109	в этой	6	3
110	в своем	11	3
111	если мы	2	3
112	мы увидим	4	3
113	она не	6	3
114	одной стороны	4	3
115	в другой	2	3
116	только на	5	3
117	все более	2	3
118	в своей	11	3
119	и их	10	3
120	в мире	4	3
121	связи с	3	3
122	в самом	5	3
123	на него	2	3
124	или же	3	3
125	то ни	3	3
126	с одной	4	3
127	к этой	4	3
128	не так	2	3
129	как на	4	3
130	с ним	2	3
131	должна быть	7	3
132	не из	4	3
133	вопрос об	2	3
134	во всяком	4	3
135	он не	3	3
136	с точки	13	3
137	могло бы	2	3
138	в создании	2	3
139	и все	6	3
140	к которому	2	3
141	и с	8	3
142	могла бы	2	2
143	под влиянием	2	2
144	более и	2	2
145	это последнее	3	2
146	нисколько не	2	2
147	и более	2	2
148	только не	2	2
149	в единстве	7	2
150	он должен	3	2
151	с этой	4	2
152	в применении	2	2
153	бы то	3	2
154	была бы	2	2
155	на все	3	2
156	значение и	3	2
157	не можем	2	2
158	стороны и	4	2
159	а как	2	2
160	таким же	2	2
161	как мы	5	2
162	же в	3	2
163	ни было	2	2
164	жизни и	7	2
165	уже не	2	2
166	следовательно и	2	2
167	у нас	5	2
168	но все	2	2
169	и может	4	2
170	от друга	2	2
171	за пределы	2	2
172	и если	2	2
173	к другим	2	2
174	и развития	2	2
175	к ней	2	2
176	иначе как	2	2
177	чтобы не	2	2
178	оно должно	3	2
179	его с	2	2
180	что бы	5	2
181	с ее	7	2
182	в целом	6	2
183	друг от	2	2
184	для всякого	2	2
185	в их	11	2
186	для этого	4	2
187	не могла	2	2
188	перейти к	2	2
189	применении к	2	2
190	ко всем	2	2
191	хотя бы	5	2
192	и должно	2	2
193	даже и	2	2
194	влияние на	3	2
195	к новому	2	2
196	все в	2	2
197	одним словом	5	2
198	познания и	4	2
199	совершенно справедливо	2	2
200	так сказать	3	2
201	в которой	4	2
