N	2gram	Propp_Russ_2	Psycholo
1	то что	5	37
2	и в	29	30
3	в том	22	27
4	что в	22	24
5	и что	5	23
6	потому что	5	23
7	том что	22	21
8	для того	6	20
9	таким образом	6	20
10	того чтобы	6	20
11	как бы	18	19
12	не только	10	16
13	в этом	11	14
14	так же	4	13
15	одной стороны	2	12
16	вместе с	6	12
17	с одной	2	12
18	может быть	13	11
19	о том	9	10
20	никогда не	2	9
21	с другой	2	9
22	для этого	5	9
23	не может	5	9
24	и то	2	9
25	так как	13	9
26	с тем	6	8
27	что это	3	8
28	мы имеем	6	8
29	не в	4	8
30	а не	4	8
31	при этом	6	8
32	того что	3	8
33	могут быть	2	8
34	и как	2	7
35	но не	5	7
36	все же	2	7
37	и т	5	7
38	то же	4	7
39	как это	4	7
40	что она	3	6
41	именно в	4	6
42	как и	11	6
43	что с	2	6
44	совершенно не	2	6
45	и для	2	6
46	но и	8	6
47	или в	7	6
48	тем что	3	6
49	когда мы	2	6
50	на этом	3	6
51	по этому	2	5
52	совершенно очевидно	2	5
53	эта теория	4	5
54	как мы	3	5
55	в этой	3	5
56	еще не	6	5
57	было бы	3	5
58	один из	2	5
59	а с	2	5
60	прав когда	2	5
61	в своих	2	5
62	но в	5	5
63	и все	4	4
64	этот вопрос	2	4
65	прежде всего	2	4
66	говорит о	2	4
67	у нас	4	4
68	в своей	2	4
69	в него	2	4
70	в них	4	4
71	этому поводу	2	4
72	а в	9	4
73	там где	2	4
74	из которых	2	4
75	должен был	3	4
76	о чем	4	4
77	в виду	2	4
78	не можем	2	4
79	и другие	14	3
80	это не	5	3
81	из этих	2	3
82	это в	2	3
83	состоит в	15	3
84	к этому	5	3
85	вопрос о	4	3
86	показывает что	8	3
87	что на	2	3
88	для нас	6	3
89	об этом	2	3
90	так что	4	3
91	одна из	11	3
92	что здесь	3	3
93	в ее	3	3
94	что и	2	3
95	данном случае	7	3
96	что при	2	3
97	как в	7	3
98	в их	2	3
99	так в	2	3
100	т д	5	3
101	и о	3	3
102	в таком	4	3
103	мы не	6	3
104	можно было	2	3
105	но он	3	3
106	и на	6	3
107	в данном	6	3
108	в этих	3	3
109	полагает что	2	3
110	в которой	2	3
111	в состав	2	3
112	что от	3	2
113	с этой	2	2
114	же как	4	2
115	связи с	2	2
116	между собой	2	2
117	с этим	2	2
118	не что	2	2
119	на первый	3	2
120	же в	6	2
121	этом случае	6	2
122	до конца	3	2
123	нас не	2	2
124	а затем	4	2
125	по существу	4	2
126	и при	2	2
127	предположить что	4	2
128	чем в	2	2
129	очевидно что	2	2
130	и под	3	2
131	что по	4	2
132	или на	8	2
133	следующим образом	5	2
134	том чтобы	2	2
135	в качестве	3	2
136	еще в	2	2
137	в котором	3	2
138	должен быть	2	2
139	говорится что	4	2
140	не с	2	2
141	иное как	2	2
142	из них	4	2
143	представляют собой	7	2
144	во всех	3	2
145	в форме	2	2
146	все это	10	2
147	в отличие	3	2
148	того как	2	2
149	в течение	2	2
150	это и	2	2
151	должно быть	2	2
152	отличие от	3	2
153	в которых	4	2
154	и с	10	2
155	как например	3	2
156	или с	3	2
157	что иное	2	2
158	совсем не	2	2
159	во всем	2	2
160	в то	2	2
161	все то	2	2
162	все эти	3	2
163	из этого	2	2
164	связь между	2	2
165	смерти в	2	2
166	но она	2	2
167	на самом	2	2
