N	2gram	Vygotskiy__2	StatiiOP
1	и в	15	44
2	в том	33	36
3	что в	14	30
4	том что	27	29
5	в этом	19	21
6	вовсе не	6	19
7	то что	20	18
8	не только	15	18
9	было бы	10	17
10	а в	4	17
11	о том	9	17
12	и не	7	16
13	а не	3	16
14	может быть	9	15
15	в данном	3	14
16	как в	4	13
17	можно было	5	13
18	не в	8	12
19	в первой	2	12
20	в этой	6	11
21	самом деле	6	11
22	того чтобы	12	11
23	точки зрения	26	11
24	для того	10	10
25	что он	12	10
26	но и	10	10
27	но в	6	10
28	только в	4	10
29	в отношении	6	9
30	с другой	6	9
31	если бы	8	9
32	как и	6	9
33	того что	17	9
34	также и	2	9
35	так и	8	9
36	в его	2	9
37	во всех	2	8
38	все же	4	8
39	из них	3	8
40	не может	9	8
41	и его	4	8
42	это не	5	8
43	с точки	18	8
44	но ведь	2	8
45	прежде всего	4	7
46	по поводу	4	7
47	в самом	11	7
48	для нас	4	7
49	таким образом	14	7
50	этом отношении	3	7
51	сказать что	6	7
52	что они	3	7
53	потому что	7	6
54	из этих	4	6
55	для него	3	6
56	что и	2	6
57	в своей	4	6
58	данном случае	3	6
59	со стороны	3	6
60	что же	2	6
61	именно в	2	6
62	на самом	3	6
63	во всяком	7	6
64	хотя бы	4	6
65	всяком случае	6	6
66	никогда не	8	5
67	мне кажется	2	5
68	так же	4	5
69	что мы	9	5
70	в котором	2	5
71	в целом	10	5
72	все это	4	5
73	той же	2	5
74	то же	5	5
75	и даже	5	5
76	и по	3	5
77	в которых	3	5
78	тем что	2	5
79	могут быть	2	5
80	все эти	3	5
81	так как	4	5
82	там где	6	5
83	на вопрос	4	4
84	речь идет	2	4
85	что это	6	4
86	в частности	6	4
87	столь же	2	4
88	что она	3	4
89	представление о	5	4
90	вопрос о	5	4
91	мы находим	6	4
92	бы и	3	4
93	но все	2	4
94	тем более	3	4
95	и что	8	4
96	в качестве	4	4
97	как раз	4	4
98	но если	2	4
99	как бы	7	4
100	на то	6	4
101	что у	3	4
102	заключается в	8	4
103	не имеет	4	4
104	языка и	3	4
105	этот вопрос	5	4
106	на эту	2	4
107	как это	6	4
108	в которой	4	4
109	к которому	6	4
110	в основе	3	3
111	не существует	3	3
112	а с	4	3
113	во время	3	3
114	по этому	6	3
115	точку зрения	6	3
116	для себя	3	3
117	и с	4	3
118	с этой	2	3
119	не является	9	3
120	в применении	2	3
121	этих двух	2	3
122	же это	2	3
123	ни в	2	3
124	об этом	3	3
125	в начале	4	3
126	же как	2	3
127	чем в	2	3
128	но не	3	3
129	того же	3	3
130	и для	2	3
131	общего с	2	3
132	из двух	3	3
133	даже в	4	3
134	должен быть	2	3
135	и тем	2	3
136	отношению к	5	3
137	в истории	6	3
138	по отношению	6	3
139	и только	3	3
140	что для	3	3
141	с одной	7	3
142	что оно	4	3
143	но с	2	3
144	лишь в	3	3
145	говорит что	5	3
146	на этот	6	3
147	за то	2	3
148	в результате	3	3
149	в другом	2	3
150	и вообще	2	3
151	с этим	3	3
152	том числе	3	2
153	что все	4	2
154	уже в	5	2
155	нисколько не	2	2
156	но на	3	2
157	и можно	2	2
158	бы мы	2	2
159	в этих	2	2
160	в своем	9	2
161	больше чем	2	2
162	в такой	2	2
163	нет никаких	2	2
164	смысле этого	3	2
165	что на	2	2
166	бы что	2	2
167	раз в	2	2
168	по существу	5	2
169	идет о	3	2
170	всякий раз	2	2
171	и более	2	2
172	при этом	3	2
173	случае не	2	2
174	что при	3	2
175	что с	5	2
176	одной стороны	7	2
177	и сам	3	2
178	несмотря на	4	2
179	в сущности	9	2
180	за пределы	2	2
181	но для	2	2
182	а также	2	2
183	этого слова	3	2
184	без всякого	2	2
185	и их	5	2
186	и речи	13	2
187	что как	3	2
188	и тогда	2	2
189	целый ряд	2	2
190	вытекает из	3	2
191	для этого	3	2
192	оба эти	2	2
193	из того	4	2
194	в пользу	4	2
195	тем самым	3	2
196	он должен	2	2
197	в других	2	2
198	другом месте	2	2
199	на которой	2	2
200	мы не	10	2
201	ничего не	3	2
202	числе и	3	2
203	их в	4	2
204	не надо	3	2
205	от этого	2	2
206	у него	2	2
207	однако и	2	2
208	он не	7	2
209	что эта	6	2
210	в себе	2	2
211	но разве	2	2
212	говорить о	2	2
213	по своей	6	2
214	что здесь	2	2
215	этому поводу	3	2
216	и все	3	2
217	при помощи	4	2
218	и это	3	2
219	свою собственную	2	2
220	отчета в	2	2
221	мы имеем	3	2
