N	2gram	Medvedev_F_3	Problema
1	и не	30	28
2	не только	9	24
3	только в	8	23
4	вовсе не	28	21
5	в том	7	20
6	и в	27	20
7	ни в	8	17
8	все эти	6	16
9	смысле слова	2	15
10	то что	8	15
11	потому что	7	15
12	у нас	3	14
13	было бы	6	14
14	но и	10	14
15	точки зрения	16	14
16	или иной	2	13
17	не в	12	13
18	не есть	4	12
19	в себе	3	12
20	том что	4	12
21	прежде всего	4	11
22	по себе	4	11
23	с точки	14	11
24	не менее	7	10
25	тем не	2	10
26	отнюдь не	8	10
27	не является	5	10
28	так и	21	10
29	и его	19	10
30	это значит	2	10
31	может быть	25	9
32	все это	7	9
33	и даже	2	9
34	в этом	18	9
35	если бы	12	8
36	что он	6	8
37	таким образом	18	8
38	в той	3	8
39	в результате	5	8
40	во всяком	6	8
41	и все	8	8
42	но в	6	8
43	с другой	6	7
44	это не	3	7
45	ясно что	3	7
46	еще не	6	7
47	мы не	4	7
48	и потому	5	7
49	и тем	3	7
50	то же	15	7
51	а не	17	7
52	сказать что	3	7
53	и с	3	7
54	в ней	5	7
55	здесь не	2	7
56	хотя бы	6	7
57	всех этих	2	6
58	и от	11	6
59	для нас	3	6
60	как и	14	6
61	но это	2	6
62	при этом	8	6
63	но если	2	6
64	в виду	3	6
65	другой стороны	5	6
66	в таком	2	6
67	в данном	6	6
68	в каком	2	6
69	же самое	3	6
70	но не	5	5
71	на самом	14	5
72	в нем	15	5
73	в смысле	4	5
74	можно сказать	3	5
75	в целях	2	5
76	в ее	4	5
77	да и	4	5
78	действительности и	6	5
79	жизни и	4	5
80	вместе с	6	5
81	данном случае	4	5
82	как в	4	5
83	так же	9	5
84	не может	24	5
85	в них	3	5
86	так как	9	5
87	если мы	7	5
88	уже не	3	5
89	и очень	2	5
90	в этих	3	5
91	о том	4	5
92	уже в	4	4
93	с тем	7	4
94	в отношении	2	4
95	в какой	3	4
96	и для	6	4
97	и во	2	4
98	и ее	6	4
99	в самой	2	4
100	это и	2	4
101	в этой	2	4
102	только не	2	4
103	одной из	2	4
104	в своей	6	4
105	никак не	3	4
106	что она	2	4
107	как бы	8	4
108	всяком случае	6	4
109	и т	11	4
110	во всех	3	4
111	ни с	2	4
112	отличается от	2	4
113	и только	2	4
114	жизнь и	3	4
115	как раз	8	4
116	в то	7	4
117	в художественном	5	4
118	в связи	4	3
119	человека в	2	3
120	к тому	4	3
121	и более	3	3
122	независимо от	5	3
123	сливаются в	3	3
124	вообще не	2	3
125	в жизни	11	3
126	этом смысле	2	3
127	в условиях	3	3
128	является для	3	3
129	как мы	8	3
130	ориентации в	4	3
131	он был	4	3
132	и как	4	3
133	связи с	5	3
134	в истории	5	3
135	учение о	2	3
136	сознания и	2	3
137	совершенно не	7	3
138	конечно не	4	3
139	же и	4	3
140	и является	4	3
141	в его	7	3
142	что и	2	3
143	в зависимости	5	3
144	что в	8	3
145	дело не	2	3
146	бы и	3	3
147	в своем	2	3
148	т д	6	3
149	является и	2	3
150	самом деле	16	3
151	для того	4	3
152	и на	3	3
153	тем что	5	3
154	из них	2	3
155	правда в	2	3
156	чем же	2	3
157	к его	3	3
158	мы должны	2	3
159	зависимости от	5	3
160	как это	4	3
161	из этого	4	3
162	в области	2	3
163	как о	2	3
164	мы можем	4	3
165	все время	6	2
166	однако в	2	2
167	между собой	4	2
168	для этого	2	2
169	мы ни	2	2
170	в корне	4	2
171	столь же	3	2
172	но так	2	2
173	то он	3	2
174	в конце	3	2
175	была бы	2	2
176	на все	2	2
177	в литературе	6	2
178	стороны и	2	2
179	что именно	5	2
180	с его	2	2
181	нет и	3	2
182	обойтись без	2	2
183	находятся в	2	2
184	то в	2	2
185	является не	2	2
186	что они	5	2
187	так чтобы	2	2
188	они и	3	2
189	для них	7	2
190	в пределах	8	2
191	том как	2	2
192	кажется что	2	2
193	не являются	2	2
194	же деле	2	2
195	весь этот	2	2
196	что это	3	2
197	в самом	11	2
198	за пределы	2	2
199	перестает быть	2	2
200	существуют в	2	2
201	в котором	2	2
202	сами по	2	2
203	только один	2	2
204	нам кажется	2	2
205	все же	6	2
206	с ее	2	2
207	бы быть	2	2
208	без всякой	2	2
209	только на	4	2
210	и тогда	2	2
211	всех других	3	2
212	дело с	3	2
213	жизни в	3	2
214	совсем другое	2	2
215	на земле	2	2
216	и притом	2	2
217	можно только	2	2
218	но эта	2	2
219	чтобы не	2	2
220	и что	3	2
221	того чтобы	5	2
222	ни было	5	2
223	друг друга	5	2
224	художественной структуры	2	2
225	функции в	3	2
226	то мы	3	2
227	это можно	2	2
228	говорить о	2	2
229	ни взяли	2	2
230	его в	7	2
231	и это	2	2
232	дело в	2	2
233	того же	3	2
234	самом же	2	2
