N	2gram	Ircho_Kome_1	Myshleni
1	в том	11	42
2	том что	12	35
3	таким образом	8	25
4	точки зрения	4	24
5	в этом	3	24
6	в качестве	4	21
7	и в	22	20
8	что в	6	19
9	то же	6	16
10	то что	2	15
11	не только	10	15
12	что они	4	14
13	как мы	4	13
14	с другой	5	12
15	при этом	5	12
16	в их	4	12
17	потому что	5	12
18	может быть	9	12
19	в целом	3	11
20	так же	3	11
21	в его	5	11
22	в истории	5	10
23	так как	4	10
24	в отношении	6	10
25	в себе	2	10
26	только в	3	10
27	и как	3	9
28	одной стороны	3	9
29	но и	11	9
30	другой стороны	5	9
31	с одной	3	9
32	между тем	5	9
33	как это	3	9
34	как и	9	9
35	того же	2	9
36	тот же	3	9
37	что и	4	9
38	и не	8	8
39	и тем	2	8
40	в результате	4	8
41	было бы	2	8
42	вместе с	2	8
43	этом отношении	3	7
44	же самое	2	7
45	тем что	4	7
46	могут быть	3	7
47	уже в	5	6
48	к тому	6	6
49	тому же	6	6
50	же как	3	6
51	такого рода	6	6
52	мы видели	2	6
53	в самом	2	6
54	не может	2	6
55	и на	3	6
56	по своей	2	6
57	его в	3	6
58	что он	6	6
59	в силу	2	6
60	в частности	3	5
61	на то	3	5
62	в действительности	2	5
63	и его	8	5
64	все же	3	5
65	в действии	2	5
66	о том	8	5
67	речь идет	3	5
68	так и	5	5
69	как в	5	5
70	мы можем	4	5
71	из них	10	4
72	в первую	2	4
73	в сознании	3	4
74	и с	3	4
75	к этому	4	4
76	по своему	3	4
77	первую очередь	3	4
78	в сущности	2	4
79	только что	2	4
80	не в	6	4
81	во всяком	2	4
82	в области	2	4
83	на этом	2	3
84	не менее	3	3
85	на все	2	3
86	в этой	7	3
87	по одному	2	3
88	одной из	3	3
89	почти всегда	2	3
90	всяком случае	2	3
91	один из	5	3
92	со стороны	2	3
93	именно в	4	3
94	и других	7	3
95	столь же	2	3
96	на его	5	3
97	тем как	2	3
98	к которому	3	3
99	но в	4	3
100	в настоящем	2	3
101	и во	2	3
102	идет о	3	3
103	но не	2	3
104	как известно	2	3
105	наряду с	2	3
106	нас в	2	3
107	ни в	6	3
108	в виде	3	3
109	в чем	3	3
110	в которой	6	3
111	место в	3	2
112	такой же	2	2
113	все более	3	2
114	прежде всего	5	2
115	мы найдем	2	2
116	как из	3	2
117	которую можно	2	2
118	собой и	2	2
119	на нем	2	2
120	в свою	2	2
121	и у	3	2
122	вслед за	2	2
123	мы встречаем	5	2
124	в нем	4	2
125	к нему	2	2
126	здесь мы	3	2
127	а в	6	2
128	и здесь	2	2
129	в начале	3	2
130	в известном	2	2
131	у него	3	2
132	ясно что	4	2
133	в следующем	2	2
134	указывает на	2	2
135	еще не	2	2
136	видеть в	2	2
137	которую он	2	2
138	а также	4	2
139	даже в	3	2
140	раз в	2	2
141	ли не	4	2
142	того как	3	2
143	к этим	3	2
144	ту же	2	2
145	едва ли	7	2
146	отличие от	2	2
