N	2gram	Voloshinov_1	Freidism
1	таким образом	17	24
2	и не	26	23
3	– это	8	21
4	не может	24	20
5	точки зрения	34	19
6	прежде всего	13	18
7	и пр	12	15
8	в этом	16	15
9	в его	6	15
10	это –	4	14
11	с помощью	6	14
12	мы можем	2	13
13	может быть	26	13
14	и его	19	12
15	– в	10	11
16	как и	12	11
17	как бы	15	11
18	то что	8	11
19	все эти	7	11
20	с точки	20	11
21	и потому	5	10
22	так и	11	10
23	как мы	13	10
24	самом деле	10	10
25	его в	3	10
26	но в	7	10
27	и в	19	9
28	во всех	7	9
29	по отношению	3	9
30	что он	2	8
31	отношению к	2	8
32	еще не	4	8
33	в своей	3	8
34	он не	3	8
35	не только	8	8
36	все это	3	8
37	то же	7	8
38	только в	9	8
39	и все	5	8
40	психической жизни	4	8
41	так как	2	8
42	мы знаем	5	7
43	ни в	2	7
44	тот же	4	7
45	во всяком	5	7
46	в самом	10	7
47	что же	4	7
48	– не	6	7
49	те же	5	7
50	сказать что	4	7
51	мы уже	2	7
52	всяком случае	2	7
53	– как	2	6
54	никогда не	2	6
55	точку зрения	2	6
56	вовсе не	5	6
57	и ее	3	6
58	для него	9	6
59	за пределы	5	6
60	того что	3	6
61	в ней	4	6
62	так сказать	6	6
63	совершенно не	3	6
64	хотя бы	5	6
65	– все	3	6
66	и с	2	6
67	и к	3	5
68	в свою	2	5
69	можно сказать	3	5
70	не в	5	5
71	в чем	2	5
72	в то	3	5
73	в большинстве	3	5
74	во внешнем	2	5
75	что такое	2	5
76	индивидуальной психики	3	5
77	что в	4	5
78	но и	8	5
79	и прежде	2	5
80	на самом	3	5
81	для того	4	5
82	а в	4	5
83	и на	4	5
84	могут быть	2	5
85	с этим	4	5
86	в каком	3	5
87	мы должны	3	5
88	большинстве случаев	3	5
89	– с	2	4
90	не менее	4	4
91	в котором	3	4
92	сознания и	3	4
93	и др	2	4
94	то ни	8	4
95	из этих	2	4
96	в пределах	6	4
97	не дает	3	4
98	если мы	11	4
99	с другими	3	4
100	к тому	2	4
101	сводится к	3	4
102	же время	3	4
103	– и	4	4
104	при этом	8	4
105	другими словами	2	4
106	конечно не	5	4
107	от того	4	4
108	же –	2	4
109	как раз	2	4
110	в основе	2	4
111	в нем	10	4
112	все же	8	4
113	не было	3	4
114	между ними	4	4
115	того чтобы	5	4
116	с самого	4	4
117	и для	11	4
118	в которой	3	4
119	той же	2	4
120	мы не	6	4
121	в таком	2	4
122	в данном	4	4
123	этот вопрос	5	4
124	зависимости от	2	4
125	не могут	3	3
126	самого начала	4	3
127	если бы	2	3
128	и есть	3	3
129	тому что	2	3
130	во втором	2	3
131	и от	3	3
132	что все	2	3
133	конечно в	2	3
134	в себе	2	3
135	войти в	3	3
136	теперь мы	3	3
137	и как	3	3
138	выражение и	2	3
139	в узком	2	3
140	она не	2	3
141	было бы	4	3
142	и тот	4	3
143	один и	3	3
144	ни о	2	3
145	и той	2	3
146	внутренняя речь	9	3
147	узком смысле	2	3
148	с ее	2	3
149	бы то	8	3
150	не сможет	2	3
151	жизни и	2	3
152	этот процесс	3	3
153	– продукт	2	3
154	и те	7	3
155	не знает	2	3
156	как в	4	3
157	мысли и	4	3
158	психики и	7	3
159	одной и	2	3
160	свою очередь	2	3
161	и т.п	10	3
162	на этот	3	3
163	не найдем	2	3
164	между двумя	3	3
165	ничего общего	5	3
166	может стать	5	3
167	слова и	3	3
168	таком случае	2	3
169	одна из	2	3
170	не является	4	3
171	в сознании	2	3
172	в отношении	4	2
173	объективной точки	5	2
174	зависит от	2	2
175	человека в	2	2
176	но все	3	2
177	для всех	2	2
178	быть и	3	2
179	в нашем	2	2
180	между собой	2	2
181	сознания как	3	2
182	в какой	3	2
183	того же	6	2
184	с другой	5	2
185	формы и	3	2
186	в конце	5	2
187	к этому	5	2
188	же самое	3	2
189	– говорит	4	2
190	тем не	2	2
191	для всего	3	2
192	в ее	7	2
193	до конца	5	2
194	ни было	10	2
195	в основном	6	2
196	это и	3	2
197	том что	3	2
198	слово –	4	2
199	более того	3	2
200	ко всякому	2	2
201	высшей степени	3	2
202	на этой	2	2
203	индивидуального организма	5	2
204	они и	2	2
205	не существует	3	2
206	а не	7	2
207	не остается	2	2
208	он –	3	2
209	социальной жизни	3	2
210	из важнейших	2	2
211	из них	3	2
212	мы говорили	3	2
213	вполне понятно	3	2
214	но для	2	2
215	но если	2	2
216	как ее	5	2
217	в процессе	14	2
218	конце концов	3	2
219	в своем	2	2
220	со всею	2	2
221	себе и	2	2
222	на почве	6	2
223	точка зрения	7	2
224	психологии не	2	2
225	явлений –	3	2
226	выражение в	4	2
227	сих пор	8	2
228	только на	4	2
229	всех других	3	2
230	с объективной	3	2
231	внешнего опыта	2	2
232	этом отношении	3	2
233	внутренней речи	9	2
234	в отличие	5	2
235	не приходится	2	2
236	в систему	3	2
237	свое выражение	2	2
238	должны быть	3	2
239	в науке	6	2
240	в высшей	3	2
241	и даже	2	2
242	к этим	3	2
243	так же	7	2
244	рядом с	5	2
245	отличие от	5	2
246	социального общения	12	2
247	высказывания –	2	2
248	здесь в	3	2
249	от этого	2	2
250	чем же	4	2
251	нуждается в	3	2
252	в своих	2	2
253	что и	2	2
254	и при	3	2
255	к его	2	2
256	в другом	2	2
257	и вообще	2	2
258	речи и	3	2
259	действительно ли	2	2
260	всех областях	2	2
261	жизни но	2	2
262	в первом	3	2
263	до сих	8	2
264	в области	3	2
265	оно может	4	2
266	ее целом	3	2
267	в виду	2	2
