N	2gram	Bakhtin_Pr_4	Narrotol
1	не только	14	31
2	но и	12	27
3	и не	27	23
4	при этом	5	19
5	может быть	23	15
6	как и	12	13
7	а не	11	13
8	а в	2	13
9	только в	6	12
10	в этом	16	12
11	и в	46	11
12	в данном	2	11
13	своего рода	4	10
14	и его	6	10
15	времени и	2	9
16	то что	4	9
17	то есть	40	9
18	то же	6	8
19	в том	9	8
20	и т.п	14	8
21	не может	19	8
22	уже не	4	8
23	в рассказе	2	8
24	если бы	3	7
25	у него	5	7
26	том что	4	7
27	но в	6	7
28	и т.д	3	6
29	к тому	2	6
30	об этом	2	6
31	не в	10	6
32	и он	6	6
33	в самом	9	6
34	как бы	19	6
35	жизни и	5	6
36	как раз	7	6
37	или в	8	6
38	в себе	7	6
39	в его	9	6
40	в этой	3	6
41	перед нами	12	5
42	можно сказать	4	5
43	той или	2	5
44	в своей	3	5
45	так и	4	5
46	и на	11	5
47	потому что	4	5
48	между двумя	3	5
49	точки зрения	11	5
50	слова в	13	4
51	с его	5	4
52	никогда не	6	4
53	из этих	3	4
54	к себе	6	4
55	или иной	2	4
56	все же	4	4
57	для него	2	4
58	но не	4	4
59	же время	5	4
60	прежде всего	9	4
61	еще не	7	4
62	к нему	5	4
63	и тем	2	4
64	в нем	17	4
65	в мире	3	4
66	по себе	7	4
67	как в	4	4
68	так в	2	4
69	в речи	3	4
70	чужого слова	23	4
71	хотя и	6	4
72	на себя	4	4
73	в то	5	4
74	о том	5	4
75	одна из	2	4
76	в одном	11	4
77	не менее	2	3
78	он сам	2	3
79	что в	4	3
80	в своем	3	3
81	это не	5	3
82	в жизни	5	3
83	что он	6	3
84	у нас	2	3
85	и как	2	3
86	себя внимание	2	3
87	самом деле	4	3
88	но именно	3	3
89	и о	3	3
90	но для	3	3
91	он не	4	3
92	о нем	6	3
93	отношению к	5	3
94	главного героя	2	3
95	по отношению	5	3
96	в центре	3	3
97	не было	2	3
98	лишь в	2	3
99	но при	3	3
100	героя в	3	3
101	в слове	3	3
102	мы не	4	3
103	также и	3	3
104	их в	3	3
105	и с	7	3
106	и все	9	3
107	могло бы	2	3
108	мы имеем	3	3
109	между тем	2	3
110	по мере	4	2
111	в этих	4	2
112	большей или	2	2
113	не могло	2	2
114	в конце	3	2
115	этих двух	4	2
116	в сущности	7	2
117	на то	3	2
118	как мы	12	2
119	как если	2	2
120	да и	4	2
121	в романе	6	2
122	с ее	3	2
123	слово но	2	2
124	все что	2	2
125	между ними	10	2
126	всех его	3	2
127	в повести	3	2
128	до конца	4	2
129	до сих	8	2
130	в пределах	10	2
131	она не	3	2
132	в первой	2	2
133	во сне	2	2
134	меньшей степени	2	2
135	у тургенева	4	2
136	к ним	4	2
137	он уже	2	2
138	никак не	3	2
139	и является	2	2
140	если в	2	2
141	к жизни	2	2
142	точек зрения	4	2
143	хотя бы	2	2
144	раз в	2	2
145	себя в	3	2
146	вместе с	2	2
147	героя и	4	2
148	сих пор	8	2
149	только на	3	2
150	другой стороны	3	2
151	в отличие	3	2
152	и только	3	2
153	зрения как	2	2
154	и через	2	2
155	все равно	2	2
156	в той	3	2
157	слово то	3	2
158	тем же	3	2
159	и даже	3	2
160	с другой	3	2
161	и для	3	2
162	друг друга	6	2
163	особенно в	5	2
164	отличие от	3	2
165	слов в	2	2
166	ничего не	2	2
167	друг на	2	2
168	сами по	2	2
169	в результате	2	2
170	героя но	2	2
171	сказать что	2	2
172	во всяком	2	2
173	мы можем	4	2
174	он и	4	2
175	в присутствии	2	2
176	на друга	2	2
177	что мы	2	2
178	дело в	3	2
179	в произведении	2	2
180	здесь не	4	2
181	так сказать	5	2
182	с ним	2	2
