N	2gram	Bakhtin_Pr_5	StatiiOP
1	и в	35	44
2	в том	5	36
3	что в	6	30
4	том что	3	29
5	в этом	14	21
6	вовсе не	7	19
7	то что	10	18
8	не только	10	18
9	было бы	3	17
10	а в	7	17
11	о том	2	17
12	и не	27	16
13	а не	4	16
14	может быть	14	15
15	как в	5	13
16	можно было	2	13
17	не в	10	12
18	самом деле	10	11
19	точки зрения	7	11
20	что он	24	10
21	но и	14	10
22	но в	19	10
23	только в	6	10
24	в отношении	9	9
25	с другой	4	9
26	в то	11	9
27	как и	18	9
28	того что	3	9
29	так и	8	9
30	в его	21	9
31	например в	2	8
32	во всех	3	8
33	все же	8	8
34	из них	3	8
35	не может	18	8
36	и его	14	8
37	это не	3	8
38	с точки	2	8
39	но ведь	2	8
40	я не	8	7
41	и об	2	7
42	прежде всего	12	7
43	в самом	6	7
44	другой стороны	3	7
45	таким образом	7	7
46	сказать что	3	7
47	что они	6	7
48	потому что	8	6
49	так что	5	6
50	но это	6	6
51	для него	14	6
52	что и	3	6
53	в своей	4	6
54	что же	7	6
55	на самом	9	6
56	в той	4	6
57	во всяком	4	6
58	хотя бы	2	6
59	всяком случае	4	6
60	того времени	2	5
61	не менее	2	5
62	никогда не	4	5
63	такой же	3	5
64	так же	7	5
65	в котором	3	5
66	в нем	16	5
67	в целом	3	5
68	все это	14	5
69	той же	2	5
70	то же	15	5
71	и даже	5	5
72	и по	2	5
73	в слове	6	5
74	в которых	2	5
75	и то	5	5
76	тем что	4	5
77	все эти	3	5
78	так как	4	5
79	там где	7	5
80	на вопрос	2	4
81	что это	4	4
82	это слово	4	4
83	столь же	2	4
84	это в	2	4
85	вопрос о	2	4
86	бы и	2	4
87	в ее	3	4
88	это и	3	4
89	же время	10	4
90	но все	4	4
91	должна была	2	4
92	но я	2	4
93	и что	6	4
94	же и	4	4
95	как раз	4	4
96	как бы	31	4
97	что у	6	4
98	как будто	4	4
99	в которой	2	4
100	а с	3	3
101	во время	5	3
102	тому что	2	3
103	для себя	7	3
104	и с	12	3
105	с этой	2	3
106	и так	4	3
107	в конце	5	3
108	я уже	2	3
109	этих двух	2	3
110	в каждом	6	3
111	очень часто	2	3
112	материал для	2	3
113	ни в	2	3
114	да и	5	3
115	в начале	3	3
116	то в	2	3
117	но не	6	3
118	и без	4	3
119	еще не	7	3
120	кажется что	2	3
121	что не	4	3
122	своего рода	2	3
123	и для	8	3
124	в ней	2	3
125	даже в	5	3
126	отношению к	7	3
127	говорит о	2	3
128	по отношению	6	3
129	в виде	7	3
130	что оно	2	3
131	лишь в	7	3
132	на этот	2	3
133	в чем	4	3
134	как к	5	3
135	ведь и	4	3
136	в другом	12	3
137	и вообще	2	3
138	не хочу	4	3
139	будто бы	2	3
140	между тем	4	3
141	с этим	3	3
142	что все	2	2
143	уже в	3	2
144	совсем не	3	2
145	бы не	2	2
146	а как	2	2
147	всех этих	2	2
148	но на	4	2
149	это место	2	2
150	в этих	2	2
151	даже и	3	2
152	в своем	2	2
153	с которыми	2	2
154	вообще не	2	2
155	и во	3	2
156	в такой	4	2
157	не знаю	2	2
158	быть в	2	2
159	смысле этого	2	2
160	что на	2	2
161	меня не	4	2
162	раз в	2	2
163	к концу	3	2
164	при этом	2	2
165	быть и	2	2
166	что с	2	2
167	места в	2	2
168	но именно	2	2
169	и сам	7	2
170	со всеми	3	2
171	его же	2	2
172	не хочет	2	2
173	в сущности	14	2
174	в сторону	2	2
175	знает и	5	2
176	за пределы	3	2
177	совпадает с	2	2
178	но для	2	2
179	этого слова	5	2
180	как можно	2	2
181	я бы	4	2
182	в первом	2	2
183	отношение к	6	2
184	конечно не	2	2
185	на него	5	2
186	без всякого	2	2
187	для этого	2	2
188	о них	2	2
189	и у	4	2
190	ни одного	9	2
191	есть только	2	2
192	на которой	2	2
193	ничего не	3	2
194	не знает	6	2
195	их в	2	2
196	у него	4	2
197	ни на	2	2
198	он не	13	2
199	но он	4	2
200	в себе	5	2
201	нет ни	2	2
202	говорить о	3	2
203	по своей	2	2
204	и все	15	2
205	его в	4	2
206	и это	5	2
207	к нему	13	2
208	только с	3	2
209	время как	2	2
210	то есть	16	2
211	этот раз	2	2
