N	2gram	Trubetskoy_1	Narrotol
1	не только	9	32
2	может быть	9	25
3	но и	10	23
4	в качестве	3	21
5	и не	19	20
6	и в	14	19
7	в том	17	18
8	в этом	17	17
9	в частности	2	14
10	том что	9	14
11	не в	4	14
12	состоит в	2	13
13	а не	2	12
14	тогда как	2	12
15	то что	13	11
16	а в	5	11
17	не может	22	10
18	точки зрения	11	10
19	при этом	5	9
20	со стороны	4	9
21	в его	4	9
22	в мире	4	9
23	в себе	9	8
24	и т.д	4	7
25	как и	4	7
26	еще не	3	7
27	к тому	7	7
28	все же	4	7
29	по отношению	2	7
30	что он	6	6
31	то в	3	6
32	но не	4	6
33	именно в	3	6
34	тем самым	2	6
35	о том	7	6
36	но в	2	6
37	и как	3	5
38	отнюдь не	7	5
39	по себе	2	5
40	или иной	5	5
41	себя в	4	5
42	уже не	2	5
43	к нему	2	5
44	в данном	7	5
45	к себе	2	5
46	в этой	4	5
47	точку зрения	4	4
48	прежде всего	8	4
49	в нем	5	4
50	у него	2	4
51	то же	11	4
52	да и	3	4
53	в силу	2	4
54	если не	2	4
55	же время	10	4
56	было бы	5	4
57	связи с	3	4
58	одной из	3	4
59	той или	3	4
60	как бы	4	4
61	речь идет	2	4
62	и тем	2	4
63	хотя бы	5	4
64	данном случае	3	4
65	отличается от	2	4
66	из которых	5	4
67	только в	5	4
68	и с	7	4
69	а с	2	3
70	жизни в	5	3
71	что в	4	3
72	никогда не	5	3
73	из этих	3	3
74	ни в	2	3
75	может не	3	3
76	что они	3	3
77	одна из	3	3
78	на том	3	3
79	в ней	2	3
80	он не	5	3
81	и даже	2	3
82	если в	6	3
83	не есть	3	3
84	не будет	7	3
85	бы то	4	3
86	из них	3	3
87	жизни и	4	3
88	даже не	2	3
89	то ни	4	3
90	сводится к	3	3
91	и на	5	3
92	между тем	5	3
93	тем что	3	3
94	не о	2	3
95	на себя	2	3
96	в то	10	3
97	как будто	2	3
98	что это	3	3
99	он сам	3	2
100	зависит от	2	2
101	должна быть	2	2
102	себя и	5	2
103	между собой	5	2
104	в своем	6	2
105	точно так	2	2
106	она может	3	2
107	совершенно очевидно	2	2
108	или иного	2	2
109	другом и	2	2
110	и сейчас	3	2
111	по существу	5	2
112	более или	4	2
113	в значительной	3	2
114	и тот	2	2
115	для него	6	2
116	она не	2	2
117	несмотря на	3	2
118	в будущем	3	2
119	и потому	3	2
120	время в	2	2
121	или менее	4	2
122	в последние	5	2
123	приводит к	4	2
124	так же	2	2
125	и только	5	2
126	отношения к	2	2
127	не было	3	2
128	все эти	2	2
129	совершенно не	2	2
130	самом деле	7	2
131	того или	2	2
132	и для	6	2
133	с точки	9	2
134	в таком	2	2
135	или в	3	2
136	можно было	4	2
137	в результате	2	2
138	приходит к	3	2
139	говорить о	3	2
140	его в	4	2
