N	2gram	Propp_Russ_1	slovoVRo
1	и в	36	41
2	в нем	2	30
3	и т	10	28
4	то есть	3	26
5	могут быть	2	19
6	во всех	4	17
7	но и	16	16
8	и не	6	16
9	точки зрения	3	16
10	не только	22	16
11	а не	2	15
12	то же	3	14
13	может быть	8	14
14	и др	4	14
15	не может	4	14
16	и на	10	14
17	в его	2	13
18	до конца	2	12
19	как бы	5	12
20	в этом	12	12
21	так и	7	11
22	в большинстве	2	10
23	таким образом	6	9
24	все эти	2	9
25	слова в	3	8
26	в особенности	2	8
27	но в	2	8
28	как в	5	8
29	как мы	10	8
30	с точки	3	8
31	или в	2	8
32	с ним	2	7
33	все же	5	7
34	это не	10	6
35	при этом	6	6
36	а в	9	6
37	большинстве случаев	2	6
38	в них	6	6
39	только в	4	6
40	и непосредственно	2	5
41	все это	6	5
42	т д	9	5
43	и к	3	5
44	не на	2	5
45	далеко не	3	5
46	в каждом	2	4
47	в ней	2	4
48	один из	8	4
49	в их	4	4
50	и с	2	4
51	всех этих	2	4
52	как и	10	4
53	еще не	4	4
54	том же	2	4
55	и потому	2	4
56	быть и	2	4
57	входит в	4	4
58	и для	2	4
59	там где	2	4
60	ничего не	3	4
61	из этих	4	3
62	к тому	4	3
63	в том	17	3
64	в свою	3	3
65	из них	8	3
66	его и	2	3
67	в своем	3	3
68	в разных	3	3
69	и других	7	3
70	того что	4	3
71	в других	11	3
72	с ними	5	3
73	а иногда	4	3
74	и здесь	2	3
75	не было	2	3
76	о том	8	3
77	так как	15	3
78	у него	2	3
79	с этим	2	3
80	связанные с	3	3
81	по существу	4	3
82	в качестве	3	3
83	она не	2	3
84	не были	2	3
85	в основном	3	3
86	но эти	3	3
87	свою очередь	2	2
88	в частности	2	2
89	тому что	4	2
90	на все	2	2
91	этом случае	5	2
92	для нас	6	2
93	его как	2	2
94	так что	2	2
95	они были	2	2
96	что они	7	2
97	на этом	3	2
98	например в	2	2
99	хотя и	2	2
100	и по	8	2
101	в целом	2	2
102	в этих	3	2
103	уже не	6	2
104	так же	3	2
105	и те	3	2
106	потому что	10	2
107	между тем	7	2
108	иногда в	2	2
109	других случаях	3	2
110	для них	3	2
111	между собой	2	2
112	в одном	3	2
113	к этому	4	2
114	интерес к	2	2
115	у нас	8	2
116	том что	19	2
117	не с	3	2
118	мы видим	2	2
119	одна из	4	2
120	но не	2	2
121	а также	3	2
122	и другим	2	2
123	с ней	2	2
124	так в	4	2
125	а с	4	2
126	на самом	2	2
127	только на	3	2
128	и у	5	2
129	мы не	6	2
130	в виде	6	2
131	тем и	2	2
132	связи с	4	2
