N	2gram	Tiupa_Disk_1	StatiiOP
1	и в	16	44
2	в том	23	36
3	что в	4	30
4	том что	19	29
5	в этом	15	21
6	то что	5	18
7	не только	28	18
8	а в	5	17
9	о том	8	17
10	и не	11	16
11	а не	22	16
12	может быть	17	15
13	в данном	5	14
14	как в	10	13
15	не в	7	12
16	в тексте	2	12
17	в этой	2	11
18	точки зрения	3	11
19	что он	4	10
20	но и	14	10
21	но в	8	10
22	только в	7	10
23	с другой	10	9
24	в то	3	9
25	как и	16	9
26	того что	3	9
27	также и	3	9
28	так и	8	9
29	в его	7	9
30	например в	2	8
31	во всех	5	8
32	все же	3	8
33	из них	3	8
34	не может	9	8
35	и его	2	8
36	это не	3	8
37	прежде всего	11	7
38	так например	2	7
39	в самом	3	7
40	другой стороны	3	7
41	таким образом	3	7
42	сказать что	3	7
43	потому что	4	6
44	для него	4	6
45	что и	3	6
46	в своей	5	6
47	данном случае	2	6
48	со стороны	7	6
49	что же	2	6
50	именно в	3	6
51	во всяком	2	6
52	хотя бы	3	6
53	не менее	2	5
54	никогда не	2	5
55	текста в	2	5
56	в котором	5	5
57	в нем	9	5
58	в целом	4	5
59	то же	7	5
60	и даже	3	5
61	и по	2	5
62	в которых	4	5
63	тем что	3	5
64	могут быть	4	5
65	уже о	2	5
66	по словам	2	4
67	в частности	9	4
68	столь же	3	4
69	это в	2	4
70	в ее	3	4
71	же время	4	4
72	и что	2	4
73	в качестве	34	4
74	того или	2	4
75	как бы	5	4
76	дело не	2	4
77	не было	7	4
78	в новом	2	4
79	заключается в	3	4
80	во втором	4	4
81	языка и	2	4
82	к которому	2	4
83	в основе	7	3
84	а с	5	3
85	для себя	4	3
86	в какой	2	3
87	же касается	2	3
88	не является	4	3
89	в каждом	2	3
90	в тех	2	3
91	в г	2	3
92	об этом	2	3
93	в начале	2	3
94	но не	11	3
95	того же	3	3
96	и без	2	3
97	еще не	14	3
98	что не	4	3
99	своего рода	8	3
100	из двух	2	3
101	и тем	2	3
102	отношению к	9	3
103	в истории	4	3
104	внимание на	4	3
105	по отношению	9	3
106	с одной	9	3
107	лишь в	4	3
108	должны быть	3	3
109	эпохи и	2	3
110	как к	2	3
111	что касается	2	3
112	в другом	2	3
113	и вообще	2	3
114	будто бы	2	3
115	между тем	4	3
116	с этим	3	3
117	том числе	2	2
118	уже в	2	2
119	в своем	6	2
120	хотя в	2	2
121	и во	2	2
122	по крайней	2	2
123	имеем дело	2	2
124	не всегда	2	2
125	крайней мере	2	2
126	ли не	3	2
127	есть в	2	2
128	при этом	13	2
129	что с	2	2
130	бы это	2	2
131	одной стороны	9	2
132	в данной	3	2
133	в сущности	2	2
134	в сторону	4	2
135	за пределы	2	2
136	и иные	2	2
137	совпадает с	2	2
138	и потому	3	2
139	а также	8	2
140	в первом	3	2
141	отношение к	4	2
142	такого рода	4	2
143	отношения к	2	2
144	целый ряд	2	2
145	в эпоху	5	2
146	более чем	2	2
147	свидетельствует о	2	2
148	числе и	2	2
149	в своих	3	2
150	дело с	2	2
151	писателя в	2	2
152	однако и	2	2
153	в себе	7	2
154	по своей	11	2
155	о котором	2	2
156	как правило	4	2
157	в равной	2	2
158	и все	2	2
159	это прежде	3	2
160	мы имеем	2	2
161	то есть	20	2
