N	3gram	Vygotskiy__3	Myshleni
1	в том что	11	21
2	с точки зрения	9	18
3	для того чтобы	8	10
4	с одной стороны	5	7
5	заключается в том	6	7
6	на то что	12	6
7	во всяком случае	2	6
8	в самом деле	18	4
9	о том что	3	4
10	мы могли бы	3	4
11	смысле этого слова	2	3
12	в данном случае	2	3
13	мы не можем	2	3
14	мы уже говорили	3	3
15	мы видели что	2	3
16	мы увидим что	7	2
17	то что он	2	2
18	то что с	2	2
19	то же самое	8	2
20	должны были бы	2	2
21	мы старались показать	2	2
22	мы видим в	2	2
23	и в самом	10	2
24	вовсе не в	2	2
25	на самом деле	2	2
26	речь идет о	3	2
