N	2gram	Vygotskiy__2	Mirosoze
1	и в	32	46
2	в нем	4	22
3	может быть	18	21
4	в этом	13	20
5	никогда не	9	18
6	и не	10	18
7	не только	12	18
8	но и	10	15
9	не может	17	15
10	как и	10	13
11	а не	7	13
12	потому что	21	12
13	не было	2	11
14	в ней	5	11
15	но он	3	11
16	и он	3	11
17	та же	3	10
18	но в	3	10
19	он не	6	10
20	в себе	2	10
21	не в	8	9
22	но это	2	8
23	как бы	6	8
24	так как	12	8
25	отношение к	2	8
26	она не	2	8
27	в этой	6	7
28	что он	13	7
29	и к	3	7
30	как в	9	7
31	хотя бы	3	7
32	и для	4	7
33	что это	8	6
34	так же	18	6
35	того что	8	6
36	и здесь	2	6
37	жизни и	4	6
38	то же	13	5
39	бы и	3	5
40	в отношении	3	5
41	что все	9	5
42	и вот	3	5
43	в самом	12	5
44	один из	3	5
45	что она	16	5
46	те же	6	5
47	это не	2	5
48	в конце	3	5
49	и все	4	5
50	есть не	4	5
51	во всем	3	5
52	к тому	7	5
53	то что	21	5
54	в своей	3	5
55	для того	13	5
56	и его	7	5
57	в его	2	5
58	и это	4	5
59	что в	20	4
60	тому что	4	4
61	для этого	3	4
62	все что	2	4
63	до конца	3	4
64	что у	5	4
65	не имеет	4	4
66	должны быть	3	4
67	в русском	2	4
68	также и	2	4
69	с его	2	4
70	в жизни	4	4
71	думать что	3	4
72	в свою	3	4
73	мысль что	2	4
74	том что	21	4
75	что и	17	4
76	так и	3	4
77	того чтобы	14	4
78	у них	2	4
79	жизнь и	3	4
80	на деле	8	4
81	же как	4	3
82	и от	2	3
83	в каждом	2	3
84	на все	5	3
85	к которой	2	3
86	ни в	2	3
87	в том	37	3
88	что они	7	3
89	всю жизнь	2	3
90	и всегда	2	3
91	и никогда	2	3
92	не так	2	3
93	принадлежат к	2	3
94	в своих	9	3
95	и на	5	3
96	сказать что	7	3
97	и с	4	3
98	о том	6	3
99	как он	2	3
100	к которому	2	3
101	не существует	2	3
102	если бы	6	3
103	в них	2	3
104	до сих	5	3
105	сих пор	5	3
106	от того	4	3
107	того как	4	3
108	той же	8	3
109	тем что	9	3
110	он в	3	3
111	только в	7	3
112	отношении к	3	3
113	в творчестве	4	3
114	в чем	4	3
115	место в	2	2
116	в этих	2	2
117	это означает	2	2
118	но эта	2	2
119	все время	6	2
120	так что	3	2
121	в действительности	4	2
122	на его	2	2
123	и той	4	2
124	к нему	2	2
125	не к	3	2
126	не имеют	2	2
127	как к	3	2
128	у всех	2	2
129	и других	3	2
130	а в	4	2
131	и те	4	2
132	увидим что	2	2
133	в основе	11	2
134	точки зрения	17	2
135	приходит к	3	2
136	между тем	4	2
137	есть по	4	2
138	на этом	3	2
139	были бы	3	2
140	ничего кроме	2	2
141	его с	2	2
142	не до	2	2
143	но когда	2	2
144	же что	2	2
145	тогда когда	3	2
146	по себе	12	2
147	интерес к	2	2
148	мы видим	4	2
149	после того	2	2
150	и что	22	2
151	тот же	6	2
152	и тот	2	2
153	себе и	2	2
154	в сущности	7	2
155	во всех	3	2
156	оно не	2	2
157	с таким	8	2
158	вместе с	2	2
159	что же	3	2
160	бы не	2	2
161	еще более	3	2
162	одной и	4	2
163	к своему	2	2
164	говорит что	7	2
165	что не	3	2
166	можно было	7	2
167	тому как	3	2
168	сам по	4	2
169	то все	2	2
170	подобно тому	2	2
171	как будто	7	2
172	которые в	4	2
173	в которой	2	2
174	одни и	2	2
175	ничего не	4	2
176	и поэтому	4	2
