N	2gram	Potebnia_M_2	formyVre
1	и в	24	46
2	в этом	8	22
3	прежде всего	7	14
4	и т	6	14
5	вовсе не	9	13
6	и его	2	12
7	только в	11	11
8	не только	15	11
9	во всех	7	11
10	т п	3	11
11	во время	4	10
12	в том	18	10
13	как бы	9	10
14	то есть	30	10
15	но в	4	10
16	у него	2	9
17	не в	13	9
18	вместе с	11	9
19	но и	9	9
20	и не	19	9
21	и для	3	9
22	в связи	2	8
23	связи с	6	8
24	как и	7	8
25	в его	2	8
26	то же	12	8
27	того чтобы	2	8
28	для того	5	8
29	потому что	49	8
30	из них	5	8
31	всех этих	2	7
32	в них	5	7
33	в одном	6	7
34	может быть	23	7
35	то что	20	7
36	так и	5	7
37	и на	8	7
38	так сказать	4	7
39	никогда не	4	6
40	и во	3	6
41	и все	3	6
42	при этом	13	6
43	еще не	4	6
44	его в	3	6
45	все же	5	6
46	все это	2	6
47	те же	3	6
48	человека в	3	6
49	так как	10	6
50	с этим	7	5
51	в пространстве	2	5
52	связанные с	2	5
53	в то	6	5
54	но не	12	5
55	в нем	9	5
56	что в	16	5
57	все эти	2	5
58	и у	3	5
59	должно быть	2	5
60	место в	4	4
61	уже в	5	4
62	из этих	4	4
63	человека и	3	4
64	же время	2	4
65	с ним	5	4
66	значение и	2	4
67	же в	5	4
68	том что	8	4
69	так что	10	4
70	что они	5	4
71	в ряду	6	4
72	в котором	4	4
73	и их	5	4
74	как в	10	4
75	отношения к	2	4
76	а не	18	4
77	их в	2	4
78	в себе	10	4
79	о том	5	4
80	не было	6	3
81	себя и	2	3
82	того же	14	3
83	к этому	2	3
84	что он	4	3
85	и как	6	3
86	для него	10	3
87	тот же	5	3
88	том как	3	3
89	от прикосновения	2	3
90	имеет место	2	3
91	хотя и	3	3
92	что на	3	3
93	что и	11	3
94	слова и	3	3
95	но эти	2	3
96	на нас	3	3
97	во времени	2	3
98	т д	3	3
99	не на	2	3
100	таким образом	11	3
101	прикосновения к	2	3
102	и они	2	3
103	уже не	4	3
104	при виде	3	3
105	того что	7	3
106	и по	2	3
107	а в	8	3
108	тем что	7	3
109	в другом	2	3
110	в этих	3	3
111	на этом	2	2
112	и затем	2	2
113	только для	5	2
114	и весь	2	2
115	и есть	2	2
116	с другой	6	2
117	и других	2	2
118	это не	3	2
119	что все	2	2
120	одном из	4	2
121	по себе	15	2
122	влияние на	4	2
123	в самой	3	2
124	у нас	2	2
125	мы видим	2	2
126	перестает быть	2	2
127	с тем	4	2
128	свет и	4	2
129	совсем не	2	2
130	во все	2	2
131	с такою	2	2
132	все что	3	2
133	между ними	2	2
134	было бы	13	2
135	и потому	2	2
136	если в	3	2
137	только один	4	2
138	один из	2	2
139	сих пор	4	2
140	в некоторых	4	2
141	находится в	3	2
142	не может	12	2
143	и только	6	2
144	если не	4	2
145	с одной	4	2
146	в себя	2	2
147	тем же	3	2
148	так же	2	2
149	как на	3	2
150	рядом с	3	2
151	сами по	7	2
152	но это	3	2
153	и от	3	2
154	могут быть	8	2
155	но он	2	2
156	далеко не	3	2
157	человеческой природы	2	2
158	как он	4	2
159	и это	2	2
160	там где	4	2
161	как это	2	2
162	во всяком	7	2
163	до сих	4	2
