N	2gram	Vygotskiy__7	StatiiOP
1	и в	26	29
2	том что	17	27
3	в том	18	27
4	в этом	29	21
5	но и	11	19
6	что в	12	19
7	не только	24	19
8	о том	4	17
9	что он	8	13
10	в его	4	13
11	то что	24	11
12	все это	3	11
13	в которой	11	11
14	к тому	7	10
15	таким образом	23	10
16	так и	3	9
17	этом отношении	3	9
18	и не	18	9
19	как на	6	9
20	потому что	16	9
21	он не	3	9
22	как раз	3	8
23	но в	4	8
24	с тем	5	7
25	в самом	9	7
26	в ней	3	7
27	в виду	5	7
28	в котором	4	7
29	я не	3	7
30	в своей	3	7
31	вместе с	12	7
32	тому что	9	7
33	того как	2	7
34	для того	18	7
35	об этом	3	6
36	вовсе не	2	6
37	вопрос о	6	6
38	до сих	3	6
39	одним из	2	6
40	все же	6	6
41	и что	6	6
42	того чтобы	19	6
43	и его	12	6
44	о чем	4	5
45	прежде всего	7	5
46	в той	4	5
47	в качестве	5	5
48	было бы	6	5
49	как бы	6	5
50	сих пор	3	5
51	а не	6	5
52	того что	14	5
53	точки зрения	28	5
54	именно в	6	4
55	что у	4	4
56	с другой	4	4
57	но с	2	4
58	к этому	2	4
59	не в	4	4
60	для него	3	4
61	и к	7	4
62	и о	3	4
63	в нем	2	4
64	внимание на	2	4
65	в речи	5	4
66	ничего не	2	4
67	связи с	4	4
68	и с	5	4
69	но также	3	4
70	в известном	2	3
71	не менее	4	3
72	на вопрос	5	3
73	самого начала	7	3
74	же как	8	3
75	что это	6	3
76	в этих	2	3
77	не является	3	3
78	но он	2	3
79	нельзя не	2	3
80	с этим	2	3
81	по себе	3	3
82	идет о	2	3
83	что на	2	3
84	ни в	2	3
85	не мог	2	3
86	у нас	2	3
87	так что	4	3
88	но это	3	3
89	в начале	5	3
90	но не	3	3
91	что ему	3	3
92	в пользу	4	3
93	до конца	5	3
94	одной из	4	3
95	наконец в	2	3
96	должно было	2	3
97	никогда не	4	3
98	оба эти	5	3
99	самом деле	6	3
100	как в	4	3
101	отношений между	3	3
102	в их	2	3
103	тем что	9	3
104	с самого	7	3
105	на самом	3	3
106	и он	2	3
107	и по	3	3
108	так же	14	3
109	во всяком	2	3
110	и здесь	2	3
111	что эта	6	3
112	не до	2	2
113	в отношении	2	2
114	во время	2	2
115	на всем	5	2
116	только не	11	2
117	если бы	5	2
118	по этому	4	2
119	что с	5	2
120	в какой	6	2
121	с этой	5	2
122	в одной	3	2
123	в конце	4	2
124	не раз	2	2
125	что было	2	2
126	той мере	2	2
127	только по	3	2
128	выражение в	6	2
129	что и	3	2
130	находим в	2	2
131	о которых	2	2
132	тем не	3	2
133	в ее	6	2
134	только потому	3	2
135	а затем	2	2
136	как и	15	2
137	только о	2	2
138	в этой	3	2
139	что они	10	2
140	в то	3	2
141	по своему	9	2
142	очевидно что	3	2
143	как известно	2	2
144	случае не	2	2
145	раз в	2	2
146	несмотря на	2	2
147	на его	2	2
148	может быть	7	2
149	только к	2	2
150	не по	4	2
151	том же	2	2
152	никак не	5	2
153	тем же	5	2
154	они говорят	2	2
155	и потому	3	2
156	на то	4	2
157	даже в	2	2
158	нет и	3	2
159	только в	8	2
160	ее в	8	2
161	как говорит	5	2
162	также и	2	2
163	в процессе	5	2
164	и речи	19	2
165	только что	5	2
166	совершенно не	2	2
167	не может	11	2
168	этому поводу	3	2
169	сомнений в	2	2
170	то же	8	2
171	все эти	6	2
172	в отличие	2	2
173	на первом	2	2
174	не имеет	2	2
175	с точки	21	2
176	чтобы сделать	2	2
177	что этот	5	2
178	в данном	5	2
179	сказать что	8	2
180	мере в	2	2
181	в себе	9	2
182	в период	2	2
183	его в	2	2
184	так как	14	2
185	свое выражение	8	2
186	как это	5	2
187	отличие от	2	2
188	в области	4	2
189	поэзии и	2	2
