N	2gram	Savitsky_E_1	Istorich
1	и в	37	22
2	в этом	12	17
3	т е	9	16
4	что в	21	15
5	не только	18	14
6	мы видели	3	13
7	но и	14	12
8	и не	14	12
9	может быть	6	11
10	в этих	2	11
11	или в	2	11
12	таким образом	2	10
13	но в	14	10
14	что и	3	9
15	вместе с	2	9
16	в том	11	9
17	с этим	2	8
18	том что	6	8
19	мы видим	2	8
20	как мы	5	8
21	другой стороны	2	7
22	с другой	7	7
23	но не	5	7
24	то что	6	7
25	из них	3	7
26	мы должны	2	7
27	так как	7	7
28	там где	3	7
29	в них	3	6
30	а в	2	6
31	то же	15	6
32	в течение	5	6
33	а не	2	6
34	мы можем	3	6
35	если бы	2	6
36	в частности	5	5
37	или по	2	5
38	он не	2	5
39	того что	7	5
40	к нему	2	5
41	могут быть	2	5
42	в некоторых	2	5
43	в этой	2	5
44	в другой	2	4
45	как это	4	4
46	не в	5	4
47	в пределах	25	4
48	только в	9	4
49	в свою	3	4
50	она не	2	4
51	к ней	4	4
52	что на	2	4
53	связано с	3	4
54	для нас	4	4
55	а именно	2	4
56	и на	6	4
57	в данном	3	4
58	не может	9	4
59	тем что	3	4
60	в других	2	4
61	и с	2	4
62	для них	2	3
63	целый ряд	2	3
64	и от	3	3
65	и все	2	3
66	представление о	2	3
67	прежде всего	9	3
68	в северной	2	3
69	стороны и	6	3
70	от них	3	3
71	к тому	8	3
72	и к	3	3
73	как и	7	3
74	и как	2	3
75	представляет собой	3	3
76	было бы	8	3
77	но по	2	3
78	между прочим	7	3
79	можно ли	3	3
80	в его	2	3
81	никогда не	3	3
82	ее в	3	3
83	данном случае	2	3
84	со стороны	5	3
85	так же	9	3
86	сказать что	4	3
87	потому что	3	3
88	далеко не	2	3
89	о том	3	3
90	при помощи	2	3
91	одном из	2	3
92	на одну	2	2
93	с тем	3	2
94	независимо от	4	2
95	в сторону	2	2
96	такое предположение	2	2
97	в одном	2	2
98	на месте	2	2
99	вовсе не	6	2
100	вопрос о	4	2
101	можно сказать	4	2
102	во всяком	3	2
103	же в	2	2
104	есть ли	2	2
105	ли здесь	2	2
106	в силу	2	2
107	такой же	2	2
108	и более	2	2
109	с одной	8	2
110	как в	3	2
111	в качестве	14	2
112	не дает	3	2
113	на себя	3	2
114	ли это	3	2
115	себе в	3	2
116	одной стороны	8	2
117	же как	5	2
118	хотя и	2	2
119	в ней	4	2
120	его на	2	2
121	и потому	5	2
122	всяком случае	3	2
123	в котором	2	2
124	даже в	4	2
125	не имеет	4	2
126	жизни и	2	2
127	так и	10	2
128	в своем	14	2
129	происходит в	2	2
130	еще более	2	2
131	этот вопрос	2	2
132	из того	2	2
133	и некоторые	3	2
134	и что	2	2
135	и даже	6	2
136	и для	3	2
137	можно утверждать	2	2
138	в которых	3	2
139	и то	2	2
140	между тем	8	2
141	в виде	5	2
142	точки зрения	23	2
143	в то	16	2
144	во все	3	2
145	утверждать что	2	2
146	как будто	2	2
147	во многих	4	2
148	большинстве случаев	3	2
149	то не	2	2
150	а также	7	2
151	в стране	2	2
