N	2gram	Tiupa_Anal_2	Formalny
1	т е	2	32
2	и не	12	30
3	вовсе не	2	28
4	и в	16	27
5	может быть	6	25
6	не может	4	24
7	так и	15	21
8	и его	4	19
9	таким образом	2	18
10	в этом	18	18
11	а не	10	17
12	точки зрения	4	16
13	то же	4	15
14	как и	14	14
15	с точки	2	14
16	не в	4	12
17	если бы	3	12
18	в самом	6	11
19	место в	3	10
20	но и	12	10
21	в действительности	3	9
22	лишь в	9	9
23	не только	16	9
24	так же	2	9
25	что в	2	8
26	при этом	10	8
27	в пределах	9	8
28	как бы	10	8
29	отнюдь не	8	8
30	и все	3	8
31	то что	7	8
32	как раз	4	8
33	как мы	3	8
34	только в	4	8
35	не менее	4	7
36	в том	12	7
37	же время	2	7
38	все это	4	7
39	в то	2	7
40	его в	2	7
41	между тем	2	7
42	художественного произведения	2	7
43	в его	2	7
44	с другой	6	6
45	бы в	3	6
46	но в	6	6
47	произведения как	2	6
48	произведения в	5	6
49	еще не	2	6
50	было бы	3	6
51	в своей	2	6
52	и для	2	6
53	в данном	8	6
54	вместе с	2	6
55	никогда не	3	5
56	и их	2	5
57	высказывания и	2	5
58	другой стороны	2	5
59	в результате	3	5
60	но не	4	5
61	сводится к	3	5
62	тому как	3	5
63	тем что	3	5
64	прежде всего	3	4
65	к тому	7	4
66	он был	2	4
67	и является	4	4
68	в целом	8	4
69	литературного произведения	16	4
70	данном случае	5	4
71	со стороны	3	4
72	о том	7	4
73	как это	6	4
74	по себе	2	4
75	не есть	2	4
76	том что	12	4
77	она не	2	4
78	как в	4	4
79	только на	3	4
80	роль в	2	4
81	могут быть	10	4
82	подобно тому	3	4
83	в этих	2	3
84	столь же	4	3
85	в конце	4	3
86	те же	2	3
87	вследствие этого	2	3
88	можно сказать	4	3
89	литературное произведение	3	3
90	того что	2	3
91	имеет место	4	3
92	не о	2	3
93	и тем	4	3
94	по отношению	4	3
95	той же	2	3
96	этом отношении	3	3
97	и на	6	3
98	не следует	2	3
99	никак не	2	3
100	сказать что	2	3
101	он и	2	3
102	к его	2	3
103	романа в	3	3
104	на фоне	3	3
105	того же	4	3
106	во всех	4	3
107	еще в	2	3
108	отношению к	4	3
109	в произведении	2	3
110	уже не	4	3
111	случае в	3	3
112	в себе	7	3
113	в поэзии	2	3
114	в сторону	5	2
115	вообще не	2	2
116	была бы	2	2
117	или иной	3	2
118	его от	3	2
119	как система	5	2
120	в этой	9	2
121	на этом	4	2
122	как о	3	2
123	в общем	2	2
124	совпадает с	4	2
125	в котором	2	2
126	проявляется в	3	2
127	из них	3	2
128	дело не	2	2
129	что она	2	2
130	жизнью и	2	2
131	в своем	4	2
132	в нас	2	2
133	отношения к	2	2
134	но эта	2	2
135	художественная реальность	2	2
136	и даже	9	2
137	одну из	2	2
138	же является	2	2
139	художественного восприятия	2	2
140	только не	4	2
141	этом смысле	2	2
142	превращается в	2	2
143	и во	2	2
144	и иной	2	2
145	к этому	2	2
146	из своих	2	2
147	с ее	2	2
148	говорить о	6	2
149	одной из	3	2
150	в сущности	4	2
151	за пределы	4	2
152	ни с	2	2
153	этого слова	3	2
154	даже в	2	2
155	что и	3	2
156	тем не	3	2
157	внутренней речи	4	2
158	в отличие	2	2
159	это только	2	2
160	или точнее	2	2
161	в таком	2	2
162	на протяжении	2	2
163	отличие от	2	2
164	ничего не	9	2
165	в эту	3	2
