N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	26
2	т е	12	22
3	так как	4	18
4	никогда не	8	13
5	потому что	12	13
6	что в	7	12
7	таким образом	5	12
8	в том	3	12
9	и на	6	12
10	в этом	16	12
11	мы видели	3	11
12	может быть	19	11
13	с другой	4	10
14	том что	3	10
15	и т	8	10
16	и не	29	10
17	не только	10	10
18	что он	23	9
19	еще не	4	9
20	но и	12	9
21	в нем	19	8
22	все же	7	8
23	вместе с	4	8
24	другой стороны	3	8
25	т д	2	8
26	все эти	4	8
27	и это	4	8
28	с ним	8	8
29	уже не	2	7
30	например в	2	7
31	и его	16	7
32	у него	4	7
33	о том	2	7
34	но в	16	7
35	этом случае	2	6
36	то что	11	6
37	мы уже	6	6
38	как в	4	6
39	так в	2	6
40	не может	19	6
41	в виде	4	6
42	связан с	2	6
43	и с	15	6
44	как он	3	6
45	за собой	3	5
46	очень часто	2	5
47	как и	18	5
48	в ней	3	5
49	в его	22	5
50	так и	6	5
51	то же	14	5
52	и что	5	5
53	тем что	4	5
54	в то	12	5
55	только в	6	5
56	его в	4	5
57	там где	7	5
58	с тем	5	4
59	это не	5	4
60	прежде всего	15	4
61	с его	6	4
62	но это	4	4
63	на его	4	4
64	как бы	27	4
65	что и	5	4
66	что оно	2	4
67	как мы	7	4
68	и он	2	4
69	но как	4	4
70	и ее	2	3
71	если бы	4	3
72	в них	2	3
73	вообще не	2	3
74	и от	5	3
75	в одном	5	3
76	вопрос о	2	3
77	меня в	2	3
78	так что	5	3
79	не в	9	3
80	от него	6	3
81	такой же	3	3
82	к концу	3	3
83	нет в	2	3
84	в него	3	3
85	еще в	3	3
86	его с	4	3
87	один из	2	3
88	когда он	2	3
89	в своей	3	3
90	а в	5	3
91	при этом	4	3
92	и вот	5	3
93	к своему	5	3
94	и наконец	5	3
95	но так	3	3
96	как на	2	3
97	и то	3	3
98	та же	2	3
99	их в	3	3
100	сказать что	2	3
101	и только	2	3
102	в себе	6	3
103	не было	2	3
104	как будто	7	3
105	него и	2	3
106	далеко не	3	3
107	с этой	2	2
108	все время	5	2
109	о чем	2	2
110	обращается к	2	2
111	и как	3	2
112	однако в	2	2
113	в своем	2	2
114	что у	6	2
115	но он	3	2
116	того же	2	2
117	отличается от	2	2
118	здесь и	2	2
119	в одной	3	2
120	с этим	2	2
121	вовсе не	11	2
122	к тому	5	2
123	сводится к	3	2
124	мы знаем	2	2
125	которых он	2	2
126	по отношению	5	2
127	но все	5	2
128	что они	6	2
129	но не	4	2
130	так же	8	2
131	в последнем	2	2
132	и происходит	2	2
133	героя в	5	2
134	было бы	2	2
135	и сам	5	2
136	кажется что	2	2
137	но для	3	2
138	всяком случае	5	2
139	даже в	5	2
140	отношению к	6	2
141	жизни и	3	2
142	своего рода	2	2
143	ни в	4	2
144	на него	7	2
145	в форме	2	2
146	что же	8	2
147	совсем другое	3	2
148	он не	15	2
149	только что	3	2
150	а с	3	2
151	увидим что	2	2
152	она в	2	2
153	а не	9	2
154	того что	5	2
155	что не	7	2
156	где он	3	2
157	с ними	6	2
158	во всяком	5	2
159	говорит он	3	2
160	он и	5	2
161	к себе	17	2
162	в которых	2	2
163	из его	4	2
164	самого себя	2	2
165	мы должны	5	2
166	по всему	2	2
167	которые в	2	2
168	что это	5	2
169	ничего не	4	2
170	нет ни	2	2
171	или как	2	2
172	же не	2	2
