N	2gram	Tiupa_Lite_3	Myslijsy
1	то есть	5	34
2	потому что	3	33
3	то что	12	29
4	может быть	12	26
5	в том	12	23
6	и в	16	23
7	в этом	14	23
8	в слове	3	22
9	и не	22	18
10	что в	2	17
11	при этом	15	15
12	только в	7	15
13	как и	5	14
14	в себе	6	14
15	то же	9	14
16	того что	9	14
17	если бы	2	13
18	том что	8	12
19	а не	12	12
20	по себе	2	11
21	что я	5	11
22	но и	14	11
23	не в	10	11
24	не может	8	11
25	и потому	2	10
26	по отношению	4	10
27	не только	14	10
28	тем что	2	10
29	для меня	2	10
30	между тем	3	9
31	было бы	2	8
32	то это	2	8
33	отношению к	4	8
34	о том	6	8
35	но в	3	8
36	это не	5	7
37	на то	2	7
38	в нем	2	7
39	что и	2	7
40	как в	5	7
41	поэзии и	2	7
42	и к	3	6
43	для того	2	6
44	вместе с	5	6
45	человеческого духа	3	6
46	что не	2	6
47	так и	9	6
48	для него	2	5
49	хотя и	4	5
50	в его	6	5
51	как бы	8	5
52	бы и	3	5
53	не менее	2	5
54	должно быть	4	5
55	внимание на	2	5
56	а в	5	5
57	природы а	2	4
58	быть может	2	4
59	что он	5	4
60	тогда как	17	4
61	это последнее	2	4
62	можно сказать	2	4
63	в одном	4	4
64	и тем	3	4
65	а именно	5	4
66	тем самым	7	4
67	того чтобы	2	4
68	так же	2	4
69	точки зрения	7	4
70	в данном	4	4
71	в то	9	4
72	же самое	2	4
73	могли бы	2	4
74	его в	2	4
75	и с	2	4
76	все более	2	3
77	никогда не	4	3
78	связи с	2	3
79	не всегда	2	3
80	и вместе	2	3
81	именно в	5	3
82	же время	7	3
83	еще не	6	3
84	и если	4	3
85	к тому	6	3
86	например в	3	3
87	на его	3	3
88	в самом	3	3
89	но уже	3	3
90	со стороны	7	3
91	в нас	2	3
92	и только	2	3
93	той же	3	3
94	что у	2	3
95	уже не	3	3
96	лишь в	5	3
97	самом деле	3	3
98	с ними	2	3
99	и на	2	3
100	я говорю	2	3
101	то в	3	3
102	в поэзии	5	3
103	с точки	3	3
104	в первом	2	3
105	там где	3	3
106	тому как	3	2
107	только для	3	2
108	я не	2	2
109	состоит в	6	2
110	и как	3	2
111	говоря словами	3	2
112	жизни к	2	2
113	с другой	6	2
114	оно не	2	2
115	не как	2	2
116	вопрос о	2	2
117	отношение к	2	2
118	в ее	5	2
119	у нас	2	2
120	мы и	2	2
121	в свою	2	2
122	за ним	2	2
123	не могу	2	2
124	никем не	2	2
125	не вполне	2	2
126	так или	2	2
127	даже в	4	2
128	один из	2	2
129	не с	2	2
130	в мире	16	2
131	данном случае	4	2
132	художественное произведение	2	2
133	быть не	2	2
134	и для	4	2
135	человека в	2	2
136	как мы	2	2
137	и даже	2	2
138	и его	6	2
139	или иначе	2	2
140	в глазах	3	2
141	в своих	2	2
142	она и	2	2
143	подобно тому	2	2
144	и при	2	2
145	он все	2	2
146	я в	7	2
147	в ту	2	2
148	одном из	2	2
149	в области	3	2
150	ни к	3	2
