N	2gram	Voloshinov_1	FransuaR
1	и в	16	65
2	и др	3	24
3	как бы	5	22
4	и не	4	22
5	и т.п	2	17
6	в том	3	16
7	в этом	9	15
8	но в	4	14
9	в нем	4	13
10	мы уже	2	12
11	прежде всего	9	11
12	и на	4	11
13	и его	8	10
14	и потому	3	10
15	не только	7	10
16	но и	4	10
17	так и	4	10
18	все эти	5	10
19	в его	4	9
20	во всех	3	9
21	все это	4	9
22	по своему	2	8
23	в основе	3	8
24	и даже	4	8
25	за пределы	2	8
26	его в	4	7
27	в области	3	7
28	жизни и	3	7
29	точки зрения	8	7
30	только в	4	7
31	никогда не	2	6
32	не знает	2	6
33	том что	3	6
34	как мы	4	6
35	еще не	5	6
36	при этом	6	6
37	может быть	17	6
38	на самом	4	6
39	сказать что	7	6
40	так как	4	6
41	с его	7	5
42	в одном	3	5
43	в частности	2	5
44	в них	2	5
45	на протяжении	2	5
46	есть в	2	5
47	для него	6	5
48	и пр	12	5
49	в своей	2	5
50	как и	2	5
51	с их	3	5
52	и все	4	5
53	в общем	3	4
54	поэтому и	2	4
55	и к	6	4
56	в этой	4	4
57	отношение к	5	4
58	совершенно не	8	4
59	в самом	2	4
60	сих пор	3	4
61	до сих	3	4
62	мысли и	4	4
63	для нас	2	4
64	мира и	3	4
65	между ними	3	4
66	во время	3	4
67	в жизни	2	4
68	не могут	2	3
69	что в	3	3
70	характерно для	2	3
71	что он	2	3
72	но это	2	3
73	самом деле	6	3
74	с точки	6	3
75	то что	3	3
76	на этой	3	3
77	и их	4	3
78	не может	8	3
79	и других	2	3
80	во всей	2	3
81	всей их	2	3
82	и вообще	2	3
83	но как	2	3
84	с ним	2	3
85	и с	8	3
86	и образы	2	2
87	из этих	2	2
88	всех его	2	2
89	можно сказать	4	2
90	и так	2	2
91	нам кажется	2	2
92	мы видим	2	2
93	при всей	2	2
94	он не	2	2
95	в основном	3	2
96	в свое	2	2
97	нет и	2	2
98	и для	2	2
99	в большинстве	3	2
100	образов и	2	2
101	только на	3	2
102	отношения к	3	2
103	на них	2	2
104	и этим	2	2
105	и вот	3	2
106	что не	2	2
107	что мы	2	2
108	и наконец	4	2
109	и по	2	2
110	к себе	3	2
111	их в	3	2
112	в этих	3	2
113	на ранних	2	2
114	могут быть	3	2
115	три основных	2	2
116	о том	2	2
117	из тех	2	2
118	и это	6	2
119	большинстве случаев	3	2
120	в чем	5	2
121	в мир	2	2
