N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	65
2	как бы	4	22
3	и не	16	22
4	вовсе не	9	18
5	в сущности	9	16
6	в том	19	16
7	в этом	18	15
8	но в	11	14
9	в нем	4	13
10	прежде всего	8	11
11	и на	6	11
12	и его	3	10
13	и потому	2	10
14	не только	20	10
15	но и	7	10
16	так и	4	10
17	все эти	12	10
18	в его	5	9
19	все это	5	9
20	в своем	2	8
21	всех этих	3	8
22	и даже	2	8
23	в области	11	7
24	точки зрения	14	7
25	только в	5	7
26	главным образом	3	6
27	никогда не	2	6
28	не знает	3	6
29	том что	11	6
30	все же	7	6
31	как мы	3	6
32	еще не	5	6
33	при этом	2	6
34	может быть	15	6
35	в ней	3	6
36	в отношении	2	6
37	на самом	2	6
38	в году	2	6
39	и у	2	6
40	сказать что	4	6
41	так как	15	6
42	в частности	2	5
43	в них	4	5
44	превращается в	2	5
45	потому что	25	5
46	отличие от	2	5
47	есть в	3	5
48	рядом с	2	5
49	в большей	3	5
50	и пр	8	5
51	в своей	2	5
52	меньшей степени	3	5
53	еще и	2	5
54	как в	3	5
55	как и	2	5
56	в той	2	5
57	в своих	2	5
58	между тем	6	5
59	и все	2	5
60	связи с	3	4
61	или меньшей	3	4
62	это в	2	4
63	не в	8	4
64	в этой	6	4
65	большей или	3	4
66	в узком	4	4
67	совершенно не	3	4
68	в самом	12	4
69	и до	2	4
70	в их	2	4
71	для нас	4	4
72	в отличие	2	4
73	выходит за	2	4
74	и еще	2	4
75	не могут	5	3
76	мы будем	2	3
77	что в	10	3
78	во введении	2	3
79	это не	6	3
80	не просто	2	3
81	на фоне	3	3
82	что он	5	3
83	но все	4	3
84	но это	3	3
85	в самой	2	3
86	в обычном	2	3
87	самом деле	9	3
88	но для	3	3
89	к нему	2	3
90	с точки	8	3
91	то что	9	3
92	на этой	4	3
93	вся эта	2	3
94	как раз	3	3
95	взглянуть на	2	3
96	не может	9	3
97	этом отношении	3	3
98	в форме	3	3
99	уже не	8	3
100	можно говорить	2	3
101	с другой	8	3
102	конечно и	2	3
103	даже и	2	3
104	он и	2	3
105	и вообще	2	3
106	и вовсе	2	3
107	и здесь	5	3
108	ничего не	4	3
109	и с	7	3
110	в виду	3	3
111	ни к	15	2
112	но не	6	2
113	к тому	4	2
114	и от	2	2
115	на все	2	2
116	его к	2	2
117	можно сказать	4	2
118	же в	3	2
119	да и	6	2
120	узком смысле	2	2
121	до конца	3	2
122	несмотря на	5	2
123	новый тип	2	2
124	между прочим	2	2
125	свое время	2	2
126	от того	4	2
127	хотя и	4	2
128	он не	3	2
129	это определение	2	2
130	в свое	2	2
131	в таких	3	2
132	и для	2	2
133	так называемые	2	2
134	и выражения	2	2
135	в процессе	3	2
136	приводит к	5	2
137	отношения к	2	2
138	с одной	2	2
139	и вот	5	2
140	того что	3	2
141	что не	6	2
142	что мы	6	2
143	на этот	2	2
144	и по	3	2
145	роль в	2	2
146	или в	4	2
147	образом в	2	2
148	этот вопрос	6	2
149	речи и	5	2
150	быть только	2	2
151	могут быть	4	2
152	ни на	2	2
153	и это	3	2
154	в особенности	4	2
155	большинстве случаев	2	2
