N	2gram	Vygotskiy__2	Narrotol
1	не только	15	32
2	может быть	9	25
3	но и	10	23
4	в качестве	4	21
5	и не	7	20
6	и в	15	19
7	в том	33	18
8	в этом	19	17
9	в частности	6	14
10	том что	27	14
11	не в	8	14
12	состоит в	3	13
13	а не	3	12
14	представляет собой	2	12
15	то что	20	11
16	а в	4	11
17	не может	9	10
18	точки зрения	26	10
19	при этом	3	9
20	со стороны	3	9
21	так и	8	9
22	в его	2	9
23	с другой	6	8
24	не является	9	8
25	и т.п	7	8
26	в себе	2	8
27	и т.д	12	7
28	как и	6	7
29	к тому	7	7
30	а также	2	7
31	все же	4	7
32	как в	4	7
33	по отношению	6	7
34	с одной	7	7
35	одной стороны	7	7
36	том числе	3	6
37	с его	4	6
38	что он	12	6
39	отношению к	5	6
40	но не	3	6
41	точка зрения	3	6
42	именно в	2	6
43	в себя	2	6
44	тем самым	3	6
45	как это	6	6
46	иначе говоря	2	6
47	на протяжении	2	6
48	о том	9	6
49	но в	6	6
50	и как	2	5
51	отнюдь не	2	5
52	по себе	7	5
53	или иной	2	5
54	можно сказать	2	5
55	и его	4	5
56	в данном	3	5
57	в основе	3	5
58	в отличие	3	5
59	к себе	2	5
60	отличие от	3	5
61	в этой	6	5
62	за собой	2	4
63	перед нами	2	4
64	переход от	4	4
65	точку зрения	6	4
66	прежде всего	4	4
67	у него	2	4
68	то же	5	4
69	но все	2	4
70	в силу	2	4
71	было бы	10	4
72	связи с	9	4
73	одной из	3	4
74	той или	2	4
75	как бы	7	4
76	все те	2	4
77	речь идет	2	4
78	и тем	2	4
79	хотя бы	4	4
80	данном случае	3	4
81	те же	3	4
82	из которых	3	4
83	числе и	3	4
84	сказать что	6	4
85	только в	4	4
86	и с	4	4
87	не существует	3	3
88	а с	4	3
89	же как	2	3
90	что в	14	3
91	могут быть	2	3
92	никогда не	8	3
93	уже в	5	3
94	из этих	4	3
95	ни в	2	3
96	в присутствии	2	3
97	что они	3	3
98	в сущности	9	3
99	на том	2	3
100	он не	7	3
101	и самого	2	3
102	и даже	5	3
103	из двух	3	3
104	с ее	2	3
105	как говорит	2	3
106	из них	3	3
107	когда он	3	3
108	этом отношении	3	3
109	как мы	6	3
110	столь же	2	3
111	тем что	2	3
112	в конечном	4	3
113	по своей	6	3
114	что это	6	3
115	в известном	2	2
116	он сам	3	2
117	независимо от	4	2
118	в полном	2	2
119	конечном счете	4	2
120	в своем	9	2
121	что у	3	2
122	в противоположность	2	2
123	здесь и	3	2
124	не могло	2	2
125	быть может	2	2
126	в собственном	3	2
127	идет о	3	2
128	что именно	3	2
129	что на	2	2
130	по существу	5	2
131	более или	2	2
132	подход к	2	2
133	как известно	6	2
134	для него	3	2
135	языка и	3	2
136	несмотря на	4	2
137	наряду с	2	2
138	и др	5	2
139	даже в	4	2
140	нет и	2	2
141	не имеет	4	2
142	говоря словами	2	2
143	и до	3	2
144	или менее	2	2
145	приводит к	5	2
146	который в	4	2
147	во всей	5	2
148	так же	4	2
149	как раз	4	2
150	в связи	6	2
151	и только	3	2
152	все эти	3	2
153	они не	3	2
154	самом деле	6	2
155	что мы	9	2
156	и для	2	2
157	с точки	18	2
158	это не	5	2
159	или в	3	2
160	можно было	5	2
161	тому как	2	2
162	в результате	3	2
163	тем более	3	2
164	всей его	2	2
165	не то	2	2
166	подобно тому	2	2
167	и ее	3	2
168	говорить о	2	2
169	этого слова	3	2
170	и все	3	2
171	это все	2	2
172	мира и	2	2
173	ничего не	3	2
174	мы имеем	3	2
175	к которому	6	2
