N	2gram	Losev_Vesc_1	Istorich
1	и в	21	22
2	мы имеем	7	19
3	в этом	4	17
4	и т	19	16
5	т е	55	16
6	т д	19	15
7	что в	9	15
8	не только	36	14
9	но и	18	12
10	и не	29	12
11	и пр	6	11
12	может быть	16	11
13	или в	2	11
14	еще не	8	10
15	таким образом	8	10
16	но в	5	10
17	в нем	2	9
18	что и	3	9
19	в том	8	9
20	что они	6	8
21	с этим	3	8
22	том что	8	8
23	мы видим	2	8
24	как мы	4	8
25	другой стороны	2	7
26	с другой	6	7
27	но не	5	7
28	то что	27	7
29	из них	4	7
30	уже не	9	7
31	и здесь	4	7
32	мы должны	2	7
33	так как	7	7
34	это не	5	6
35	все еще	3	6
36	мы уже	3	6
37	не вполне	2	6
38	с ней	2	6
39	то и	4	6
40	а в	4	6
41	то же	6	6
42	а не	19	6
43	мы можем	4	6
44	ничего не	3	6
45	если бы	5	6
46	не менее	3	5
47	тем не	3	5
48	так что	5	5
49	есть и	4	5
50	один из	3	5
51	все же	4	5
52	что она	15	5
53	в свете	7	5
54	того что	8	5
55	у меня	3	5
56	в этой	3	5
57	как это	2	4
58	у нас	7	4
59	не в	5	4
60	только в	14	4
61	на этом	2	4
62	в свою	4	4
63	она не	4	4
64	к ней	2	4
65	что на	2	4
66	для нас	2	4
67	его и	2	4
68	находится в	3	4
69	и его	2	4
70	в данном	5	4
71	не может	17	4
72	но он	2	4
73	тем что	2	4
74	все эти	3	4
75	и с	8	4
76	я не	4	3
77	мы еще	2	3
78	что у	5	3
79	и от	3	3
80	и все	5	3
81	прежде всего	9	3
82	можно только	4	3
83	стороны и	2	3
84	не что	7	3
85	к тому	3	3
86	и эти	2	3
87	а затем	2	3
88	как и	8	3
89	и как	8	3
90	но это	10	3
91	у него	2	3
92	равно как	2	3
93	было бы	14	3
94	между прочим	3	3
95	можно ли	7	3
96	в его	2	3
97	никогда не	2	3
98	данном случае	2	3
99	со стороны	5	3
100	все равно	2	3
101	и у	3	3
102	с ними	3	3
103	иное как	7	3
104	сказать что	17	3
105	потому что	16	3
106	и ее	18	3
107	что иное	7	3
108	о том	6	3
109	его в	2	3
110	при помощи	2	3
111	если я	6	3
112	их в	3	3
113	в чем	6	3
114	если это	2	3
115	однако это	2	3
116	как только	4	2
117	с тем	5	2
118	независимо от	5	2
119	только не	2	2
120	и есть	26	2
121	в одном	2	2
122	в жизни	3	2
123	вовсе не	10	2
124	можно сказать	6	2
125	во всяком	3	2
126	или не	2	2
127	есть у	2	2
128	есть ли	6	2
129	на столе	2	2
130	в силу	3	2
131	одна из	5	2
132	с одной	3	2
133	ли это	7	2
134	себе в	3	2
135	одной стороны	3	2
136	совершенно не	5	2
137	и о	3	2
138	да и	3	2
139	хотя и	4	2
140	в ней	12	2
141	и потому	5	2
142	относится к	5	2
143	всяком случае	2	2
144	в котором	3	2
145	для нее	2	2
146	из дерева	2	2
147	не с	7	2
148	то это	3	2
149	и это	14	2
150	жизни и	2	2
151	но она	3	2
152	так и	3	2
153	даже не	7	2
154	только на	3	2
155	в своем	6	2
156	той же	2	2
157	если не	3	2
158	еще более	2	2
159	из того	2	2
160	и вот	2	2
161	и что	15	2
162	что не	5	2
163	и даже	6	2
164	есть только	7	2
165	и для	9	2
166	вот почему	3	2
167	о ней	2	2
168	и то	10	2
169	то мы	2	2
170	точки зрения	5	2
171	в другом	2	2
172	в то	3	2
173	ту же	2	2
174	на это	4	2
175	то не	4	2
176	с собой	2	2
