N	2gram	Vygotskiy__3	formyVre
1	и в	38	50
2	то есть	15	33
3	в этом	13	25
4	в нем	4	24
5	и его	6	16
6	и не	10	14
7	как мы	7	14
8	вовсе не	8	13
9	как раз	8	13
10	в его	5	13
11	по существу	2	12
12	может быть	19	11
13	таким образом	12	11
14	мы уже	7	11
15	то же	10	11
16	и как	8	10
17	но в	3	10
18	в конце	2	9
19	в том	25	9
20	все эти	4	9
21	в то	3	9
22	не только	12	9
23	ничего не	2	9
24	в самом	25	8
25	и т	14	8
26	но и	5	8
27	и на	6	8
28	как и	8	8
29	того же	3	8
30	ни в	3	8
31	т п	5	8
32	и во	2	7
33	так сказать	5	7
34	все же	8	6
35	например в	2	6
36	с ее	2	6
37	не может	7	6
38	так же	2	6
39	так как	6	6
40	у него	4	6
41	с этим	8	6
42	и все	10	6
43	во всех	4	6
44	то что	35	6
45	время в	5	6
46	в ее	7	6
47	как в	4	6
48	что в	20	5
49	и другие	2	5
50	не в	12	5
51	время как	4	5
52	в основе	3	5
53	точки зрения	16	5
54	всех этих	2	5
55	если бы	14	5
56	отнюдь не	2	5
57	наряду с	3	5
58	он не	6	5
59	того чтобы	9	5
60	для того	8	5
61	в своем	5	4
62	своей жизни	2	4
63	до конца	2	4
64	и следовательно	2	4
65	в котором	6	4
66	все это	3	4
67	не имеет	6	4
68	потому что	14	4
69	в ней	15	4
70	к себе	2	4
71	между собой	2	4
72	в них	3	4
73	то время	2	4
74	конечно не	4	4
75	раз в	4	4
76	в той	5	4
77	том что	14	4
78	и для	4	4
79	и то	8	4
80	только в	4	4
81	и это	8	4
82	здесь не	3	4
83	не могут	2	3
84	в этих	2	3
85	к тому	6	3
86	с тем	8	3
87	при этом	4	3
88	не имеют	2	3
89	имеет место	2	3
90	и дает	2	3
91	в виду	4	3
92	и уже	2	3
93	один из	6	3
94	со всеми	2	3
95	отношения к	2	3
96	с одной	6	3
97	они не	2	3
98	а в	7	3
99	их в	2	3
100	сказать что	4	3
101	одно из	2	3
102	его в	3	3
103	в одном	8	3
104	но они	2	3
105	был бы	3	3
106	к этому	3	3
107	всего того	2	3
108	же в	2	3
109	уже говорили	3	3
110	к концу	3	3
111	в качестве	2	3
112	одно и	3	3
113	со своей	2	3
114	в сущности	10	3
115	мы говорили	3	3
116	по преимуществу	2	3
117	что и	4	3
118	вместе с	5	3
119	сих пор	5	3
120	а не	7	3
121	что не	3	3
122	мы не	5	3
123	мы видим	12	3
124	в таком	3	3
125	или в	5	3
126	во всяком	2	3
127	и ее	2	3
128	в себе	4	3
129	этими двумя	2	3
130	до сих	6	3
131	место в	3	2
132	совсем не	3	2
133	самого начала	6	2
134	никогда не	4	2
135	в течение	4	2
136	друг другу	2	2
137	с другой	7	2
138	что все	3	2
139	была бы	2	2
140	для нас	8	2
141	как если	3	2
142	с самого	6	2
143	есть в	2	2
144	в глаза	2	2
145	в свою	4	2
146	для него	2	2
147	одной стороны	5	2
148	есть только	2	2
149	в целом	4	2
150	не к	3	2
151	места в	2	2
152	еще и	2	2
153	к своему	2	2
154	в самой	4	2
155	того что	4	2
156	и даже	4	2
157	и по	2	2
158	к ним	3	2
159	в которых	6	2
160	или не	2	2
161	но он	2	2
162	в истории	2	2
163	бы совершенно	6	2
164	все то	7	2
165	с ним	2	2
166	для всех	2	2
167	из нее	2	2
168	ясно что	6	2
169	и к	3	2
170	одна из	4	2
171	есть именно	2	2
172	здесь в	2	2
173	и может	2	2
174	было бы	12	2
175	по самому	2	2
176	к ней	2	2
177	в своей	5	2
178	как бы	14	2
179	все другие	2	2
180	ее в	4	2
181	всего этого	2	2
182	совершенно не	5	2
183	если мы	6	2
184	уже не	2	2
185	с точки	9	2
186	хотя бы	2	2
187	в которой	5	2
188	той же	2	2
189	у них	2	2
190	в данном	2	2
191	автора и	2	2
192	тем что	3	2
193	можно назвать	2	2
194	здесь совершенно	4	2
195	далеко не	3	2
196	там где	6	2
