N	2gram	Voloshinov_2	Myshleni
1	то что	4	26
2	что он	4	25
3	в этом	15	25
4	таким образом	14	19
5	в том	7	18
6	не может	18	18
7	точки зрения	17	18
8	того чтобы	6	17
9	что в	2	16
10	и в	19	16
11	того что	4	16
12	так как	3	16
13	не только	13	16
14	так же	5	15
15	том что	10	15
16	для того	6	14
17	в сущности	14	13
18	сказать что	4	13
19	в процессе	18	13
20	отношению к	8	12
21	вопрос о	2	12
22	по отношению	8	12
23	и не	19	12
24	в его	5	11
25	родного языка	3	11
26	но не	2	10
27	с помощью	6	10
28	было бы	4	10
29	как мы	15	10
30	а не	9	10
31	только в	8	10
32	в отношении	4	9
33	может быть	28	9
34	с точки	13	9
35	должно быть	3	8
36	о том	3	8
37	в основе	9	8
38	если бы	11	8
39	как и	9	8
40	он не	3	8
41	то же	16	8
42	в нем	11	7
43	того же	5	7
44	так и	10	7
45	по себе	3	7
46	приводит к	2	7
47	внутренней речи	7	7
48	если мы	6	7
49	в какой	3	6
50	не в	10	6
51	в этой	3	6
52	и следовательно	6	6
53	но и	10	6
54	что оно	3	6
55	и на	5	6
56	речи в	10	6
57	но в	7	6
58	у него	2	6
59	языка и	15	6
60	к тому	6	6
61	в той	5	6
62	мы можем	6	6
63	речи и	13	6
64	в другом	3	6
65	самого начала	5	5
66	должна быть	4	5
67	никогда не	7	5
68	тому что	4	5
69	в своем	2	5
70	на все	2	5
71	что они	2	5
72	для него	9	5
73	как бы	19	5
74	не является	8	5
75	хотя бы	6	5
76	еще более	2	5
77	не знает	2	5
78	в то	8	5
79	мысли и	3	5
80	только что	3	5
81	с самого	5	5
82	тем что	2	5
83	ничего не	4	5
84	все эти	3	4
85	с другой	3	4
86	это не	4	4
87	в свою	6	4
88	в пределах	10	4
89	при этом	9	4
90	в самом	6	4
91	и их	4	4
92	именно в	2	4
93	в системе	2	4
94	речь и	4	4
95	не имеет	3	4
96	опирается на	2	4
97	же самое	6	4
98	бы в	4	4
99	тем более	5	4
100	в качестве	3	4
101	еще не	3	4
102	за пределы	3	4
103	не есть	3	4
104	вместе с	2	4
105	той же	3	4
106	и то	3	4
107	могут быть	3	4
108	и т.д	4	4
109	все основные	2	3
110	родной язык	2	3
111	одного и	4	3
112	прежде всего	7	3
113	в смысле	6	3
114	оно является	2	3
115	как процесс	2	3
116	мы знаем	2	3
117	и как	6	3
118	самом деле	9	3
119	свою очередь	5	3
120	одной стороны	3	3
121	но как	2	3
122	и мышление	2	3
123	но что	2	3
124	до конца	2	3
125	к нему	5	3
126	и является	2	3
127	и тем	4	3
128	мы видели	4	3
129	значение в	4	3
130	его и	3	3
131	в их	5	3
132	восприятия и	2	3
133	к целому	4	3
134	с одной	3	3
135	они не	2	3
136	как на	2	3
137	а в	3	3
138	и с	2	3
139	к его	2	3
140	обратное влияние	4	3
141	в этих	3	3
142	между тем	6	3
143	мы не	2	3
144	и более	7	3
145	и чужого	2	3
146	с этим	3	3
147	к этому	5	3
148	речи мы	6	3
149	все же	5	3
150	и того	5	3
151	одной из	3	3
152	что и	3	3
153	сих пор	3	3
154	не на	2	3
155	речь в	4	3
156	и его	16	3
157	связи с	13	3
158	ответ на	2	3
159	до сих	3	3
160	столь же	3	2
161	и от	3	2
162	находятся в	2	2
163	высшей степени	3	2
164	является не	5	2
165	не имеют	3	2
166	одним из	2	2
167	в ней	3	2
168	совершенно не	5	2
169	в котором	3	2
170	по мере	4	2
171	в своей	3	2
172	исходит из	3	2
173	в отличие	3	2
174	отношения к	2	2
175	и даже	2	2
176	на основе	3	2
177	мы постараемся	3	2
178	и здесь	5	2
179	в истории	3	2
180	в неразрывной	2	2
181	в более	2	2
182	это будет	2	2
183	но они	2	2
184	сознания и	3	2
185	о чем	2	2
186	для его	3	2
187	в единстве	4	2
188	к которым	3	2
189	в зависимости	2	2
190	лежит в	2	2
191	в жизни	2	2
192	вовсе не	11	2
193	его в	7	2
194	стороны и	2	2
195	в различных	3	2
196	не с	2	2
197	отличие от	3	2
198	у нас	3	2
199	чтобы понять	2	2
200	зависимости от	2	2
201	учение о	3	2
202	слов и	3	2
203	жизни и	2	2
204	в корне	3	2
205	является для	2	2
206	и потому	2	2
207	в высшей	3	2
208	во всех	6	2
209	только на	4	2
210	нами в	3	2
211	тому же	2	2
212	а с	2	2
213	должны быть	2	2
214	языка не	3	2
215	во всяком	3	2
216	языковых форм	3	2
217	на протяжении	2	2
218	речи к	2	2
