N	2gram	Medvedev_F_2	SlovoVZh
1	не может	14	16
2	точки зрения	8	14
3	может быть	23	14
4	и его	21	13
5	как бы	4	13
6	таким образом	20	12
7	и в	38	12
8	и не	20	10
9	если бы	5	9
10	так как	4	9
11	прежде всего	15	8
12	художественного произведения	6	7
13	сказать что	2	7
14	в нем	13	6
15	все время	6	6
16	в процессе	9	6
17	при этом	9	6
18	с помощью	10	6
19	в том	11	6
20	только в	6	6
21	слова и	7	6
22	в ней	6	6
23	к предмету	3	5
24	и др	3	5
25	то что	6	5
26	должна быть	5	5
27	никогда не	2	5
28	поэтическое произведение	3	5
29	а не	6	5
30	то же	6	5
31	хотя бы	6	5
32	как и	9	5
33	том что	2	5
34	отнюдь не	8	5
35	как в	4	5
36	но в	4	5
37	мы ни	2	5
38	в виду	2	5
39	и к	4	4
40	все же	8	4
41	отношение к	2	4
42	жизни и	3	4
43	так и	8	4
44	с другой	3	4
45	жизненное высказывание	2	4
46	на самом	3	4
47	уже не	7	4
48	что не	4	4
49	социального общения	4	4
50	зависимости от	3	4
51	литературы и	4	4
52	не в	15	4
53	в этом	27	4
54	и на	3	4
55	материала и	4	4
56	его в	3	4
57	в самом	16	4
58	к нему	3	4
59	не только	9	4
60	в котором	2	3
61	и более	2	3
62	не к	2	3
63	в художественном	2	3
64	в своей	7	3
65	в некоторых	4	3
66	быть и	3	3
67	художественное произведение	2	3
68	все это	3	3
69	как к	3	3
70	то ни	2	3
71	ее и	2	3
72	и по	2	3
73	все эти	6	3
74	в такой	2	3
75	по себе	7	3
76	слово в	2	3
77	но и	13	3
78	произведения и	3	3
79	и пр	21	3
80	того что	3	3
81	и наконец	4	3
82	ни в	2	3
83	поэтического произведения	8	3
84	самом деле	8	3
85	мы не	3	3
86	формы и	2	3
87	и с	9	3
88	и ее	6	3
89	для него	7	3
90	в пределах	12	3
91	в поэзии	12	3
92	только на	3	3
93	и для	5	3
94	из этого	2	3
95	здесь не	4	3
96	с ним	2	3
97	между тем	2	3
98	содержанию и	2	2
99	истории литературы	6	2
100	место в	3	2
101	уже в	2	2
102	с его	11	2
103	что и	8	2
104	независимо от	4	2
105	но все	3	2
106	от всех	2	2
107	что в	7	2
108	вместе с	6	2
109	значения и	2	2
110	а к	2	2
111	в зависимости	3	2
112	в этих	2	2
113	в какой	3	2
114	другой стороны	4	2
115	это не	2	2
116	смысл и	2	2
117	и все	3	2
118	и другие	2	2
119	в особенности	4	2
120	этих двух	2	2
121	была бы	3	2
122	к этому	4	2
123	едва ли	2	2
124	не есть	3	2
125	не так	2	2
126	с точки	7	2
127	и здесь	3	2
128	его как	2	2
129	с другими	10	2
130	но это	2	2
131	более того	5	2
132	до известной	3	2
133	такой же	3	2
134	в корне	7	2
135	и то	2	2
136	но не	2	2
137	могут быть	6	2
138	кроме того	2	2
139	до конца	2	2
140	она не	2	2
141	в то	5	2
142	и совершенно	2	2
143	ни на	2	2
144	литературы с	2	2
145	метод в	4	2
146	общения и	2	2
147	мы в	2	2
148	если же	2	2
149	на один	2	2
150	там где	4	2
151	оно не	4	2
152	высказывание может	2	2
153	в чем	2	2
154	как это	2	2
155	является для	2	2
156	ничего не	4	2
157	к его	2	2
158	совпадает с	2	2
159	он не	6	2
160	известной степени	4	2
161	в его	10	2
162	из него	2	2
163	между ними	2	2
