N	3gram	Vygotskiy__2	Myslijsy
1	заключает в себе	2	8
2	в том что	17	7
3	само по себе	3	5
4	о том что	4	5
5	не может быть	8	5
6	то же самое	6	4
7	с тем что	3	4
8	тем не менее	4	4
9	до сих пор	5	4
10	сам по себе	4	4
11	и то что	2	4
12	и т п	8	4
13	для того чтобы	13	4
14	на то что	6	4
15	во всяком случае	2	3
16	с точки зрения	10	3
17	в то же	2	3
18	и т д	2	3
19	в том случае	4	3
20	на самом деле	5	3
21	и таким образом	2	3
22	то же время	2	3
23	сами по себе	3	2
24	то что она	3	2
25	все более и	2	2
26	в данном случае	4	2
27	только потому что	2	2
28	и в том	2	2
29	более и более	2	2
30	в том и	2	2
31	подобно тому как	2	2
32	на этот вопрос	2	2
33	не в том	2	2
34	что и в	3	2
35	только в том	4	2
