N	2gram	Vinokur_Ku_2	Problema
1	и не	16	28
2	не только	20	24
3	только в	5	23
4	вовсе не	9	21
5	в том	19	20
6	и в	23	20
7	ни в	4	17
8	не просто	2	16
9	все эти	12	16
10	смысле слова	2	15
11	то что	9	15
12	потому что	25	15
13	у нас	12	14
14	было бы	15	14
15	но и	7	14
16	точки зрения	14	14
17	перед нами	4	13
18	не в	8	13
19	также и	5	13
20	даже и	2	13
21	в нашем	7	12
22	том что	11	12
23	прежде всего	8	11
24	по себе	10	11
25	подобного рода	5	11
26	с точки	8	11
27	как будто	2	11
28	не менее	7	10
29	нашем смысле	2	10
30	тем не	6	10
31	отнюдь не	4	10
32	в качестве	8	10
33	так и	4	10
34	и его	3	10
35	может быть	15	9
36	все это	5	9
37	и даже	2	9
38	в этом	18	9
39	если бы	12	8
40	что он	5	8
41	таким образом	5	8
42	в той	2	8
43	в результате	4	8
44	во всяком	5	8
45	и все	2	8
46	но в	11	8
47	с другой	8	7
48	это не	6	7
49	ясно что	5	7
50	есть в	3	7
51	еще не	5	7
52	и потому	2	7
53	и тем	5	7
54	то же	6	7
55	именно в	3	7
56	а не	10	7
57	сказать что	4	7
58	и с	7	7
59	в ней	3	7
60	здесь не	3	7
61	хотя бы	9	7
62	об этом	5	6
63	всех этих	3	6
64	и от	2	6
65	по крайней	6	6
66	а только	3	6
67	а также	3	6
68	для нас	4	6
69	как и	2	6
70	но это	3	6
71	при этом	2	6
72	крайней мере	6	6
73	в виду	3	6
74	другой стороны	7	6
75	в данном	4	6
76	в каком	4	6
77	и вообще	2	6
78	мы имеем	5	6
79	но не	6	5
80	на самом	2	5
81	хотя и	4	5
82	в нем	4	5
83	можно сказать	4	5
84	в целях	2	5
85	да и	6	5
86	и если	2	5
87	и о	4	5
88	вместе с	5	5
89	данном случае	2	5
90	как в	3	5
91	так же	4	5
92	то и	3	5
93	не может	9	5
94	в них	4	5
95	так как	15	5
96	если мы	4	5
97	уже не	8	5
98	или в	4	5
99	уже в	3	4
100	с тем	2	4
101	и есть	2	4
102	но даже	2	4
103	в отношении	2	4
104	и для	2	4
105	в самой	2	4
106	это и	3	4
107	в этой	6	4
108	тем самым	2	4
109	несмотря на	5	4
110	в своей	2	4
111	никак не	3	4
112	что она	3	4
113	как бы	4	4
114	всяком случае	5	4
115	однако не	4	4
116	не имеет	4	4
117	и т	39	4
118	же в	3	4
119	отличается от	3	4
120	с этим	3	4
121	а в	3	4
122	что не	6	4
123	можно было	9	4
124	как раз	3	4
125	в то	4	4
126	в связи	4	3
127	к тому	4	3
128	и более	2	3
129	казалось бы	3	3
130	можно ли	4	3
131	все они	2	3
132	точно так	3	3
133	ни на	2	3
134	этом смысле	5	3
135	или иного	2	3
136	как мы	3	3
137	здесь мы	2	3
138	но все	4	3
139	связи с	3	3
140	сознания и	2	3
141	на себе	4	3
142	совершенно не	3	3
143	конечно не	2	3
144	между прочим	2	3
145	то для	3	3
146	же и	2	3
147	в его	5	3
148	только для	2	3
149	что и	3	3
150	в зависимости	4	3
151	что в	10	3
152	не говоря	2	3
153	дело не	2	3
154	бы и	4	3
155	в своем	2	3
156	т д	14	3
157	не было	4	3
158	еще и	2	3
159	все равно	2	3
160	в буквальном	2	3
161	всякого рода	2	3
162	самом деле	9	3
163	для того	9	3
164	из которых	3	3
165	что мы	6	3
166	к нему	2	3
167	и на	6	3
168	тем что	3	3
169	в другом	2	3
170	мы должны	2	3
171	зависимости от	5	3
172	того или	2	3
173	а это	2	3
174	а если	2	3
175	как это	5	3
176	в области	11	3
177	если и	3	3
178	за собой	2	2
179	этого не	3	2
180	в частности	2	2
181	для этого	3	2
182	в корне	2	2
183	но так	2	2
184	в конце	4	2
185	была бы	4	2
186	на все	2	2
187	представить себе	2	2
188	о которых	3	2
189	что они	2	2
190	заключается в	2	2
191	то только	2	2
192	в пределах	4	2
193	тот же	5	2
194	что это	7	2
195	в самом	12	2
196	по преимуществу	2	2
197	он не	3	2
198	говоря уже	2	2
199	все же	7	2
200	на этой	4	2
201	вся эта	2	2
202	но только	4	2
203	а именно	2	2
204	чтобы не	2	2
205	и что	8	2
206	того чтобы	11	2
207	и по	3	2
208	ни к	15	2
209	почти всегда	2	2
210	с ними	2	2
211	и где	2	2
212	выходит за	2	2
213	говорить о	4	2
214	и то	5	2
215	будто бы	2	2
216	и это	3	2
217	того же	3	2
218	не то	2	2
