N	2gram	Losev_Prob_4	Vladivir
1	и в	20	31
2	не только	24	24
3	но и	14	19
4	то что	15	18
5	и не	28	17
6	и даже	9	15
7	он был	3	14
8	том что	12	14
9	что в	3	14
10	в этом	9	14
11	и с	7	14
12	там же	2	13
13	что он	8	12
14	в его	3	12
15	но в	8	12
16	с его	2	11
17	в том	20	11
18	между прочим	3	11
19	потому что	15	11
20	о том	5	11
21	так что	6	10
22	и то	2	10
23	также и	13	10
24	он не	2	10
25	как мы	3	9
26	а в	4	9
27	даже и	13	9
28	только в	23	9
29	в конце	2	9
30	в петербурге	2	8
31	и по	2	8
32	в то	4	8
33	так как	5	8
34	уже в	4	7
35	для него	3	7
36	кроме того	4	7
37	об этом	6	7
38	как раз	4	7
39	тут же	3	7
40	и его	10	7
41	как это	3	7
42	сказать что	7	7
43	еще и	3	7
44	мы сейчас	3	7
45	и к	3	6
46	можно сказать	5	6
47	у нас	14	6
48	в качестве	10	6
49	того же	2	6
50	и потому	7	6
51	может быть	9	6
52	в котором	2	6
53	так и	10	6
54	не может	5	6
55	то же	7	6
56	и что	2	6
57	то он	2	6
58	это было	2	6
59	не очень	2	5
60	все это	9	5
61	вовсе не	21	5
62	не в	13	5
63	но как	3	5
64	и если	5	5
65	и от	6	5
66	а также	6	5
67	что и	3	5
68	жизни и	5	5
69	не было	3	5
70	с ним	4	5
71	в своем	3	4
72	и все	8	4
73	этом смысле	3	4
74	в нем	5	4
75	для нас	6	4
76	к ней	2	4
77	в себе	12	4
78	да и	5	4
79	что его	4	4
80	и вообще	6	4
81	как и	6	4
82	и как	3	4
83	в этой	4	4
84	такого рода	7	4
85	никак не	4	4
86	хотя и	5	4
87	в нашем	12	4
88	себя в	2	4
89	в своей	4	4
90	ни с	4	4
91	в истории	3	4
92	не раз	2	4
93	говорит что	2	4
94	несмотря на	4	4
95	во всем	2	4
96	дело в	2	4
97	к нему	3	4
98	в которой	2	4
99	но только	2	3
100	только к	3	3
101	к тому	3	3
102	в виде	22	3
103	отнюдь не	10	3
104	со своей	2	3
105	с другой	7	3
106	он как	3	3
107	в жизни	3	3
108	как в	5	3
109	к своему	2	3
110	но не	5	3
111	но это	6	3
112	что они	2	3
113	более или	2	3
114	по своему	6	3
115	тот же	2	3
116	за пределы	2	3
117	нам представляется	2	3
118	все же	2	3
119	на его	2	3
120	вся эта	2	3
121	вместе с	5	3
122	был в	2	3
123	или менее	2	3
124	только на	2	3
125	другой стороны	6	3
126	в отношении	4	3
127	что к	2	3
128	мы хотели	2	3
129	в связи	3	3
130	таким образом	8	3
131	свидетельствуют о	2	3
132	все эти	16	3
133	если не	3	3
134	здесь мы	3	3
135	уже не	5	3
136	свидетельствует о	2	3
137	и очень	5	3
138	и он	2	3
139	и притом	2	3
140	едва ли	10	3
141	жизнь и	4	3
142	и на	3	3
143	это можно	2	3
144	то мы	2	3
145	хотели бы	2	3
146	к его	3	3
147	в начале	3	3
148	но этот	2	3
149	здесь не	7	3
150	то есть	27	3
151	но она	3	3
152	мы читаем	2	2
153	тем что	3	2
154	с тем	4	2
155	уже и	3	2
156	не менее	10	2
157	для его	2	2
158	в частности	2	2
159	по этому	2	2
160	но даже	4	2
161	нет и	2	2
162	в них	5	2
163	хотя бы	7	2
164	указывает на	4	2
165	и весьма	2	2
166	в меру	2	2
167	на все	2	2
168	ясно что	7	2
169	и весь	3	2
170	одной из	4	2
171	тем не	10	2
172	и можно	5	2
173	ни в	17	2
174	тому же	2	2
175	это и	4	2
176	тем более	4	2
177	учение о	3	2
178	глубоко и	3	2
179	то время	2	2
180	еще не	7	2
181	при этом	6	2
182	было бы	14	2
183	в это	2	2
184	кажется что	2	2
185	совершенно не	3	2
186	в самом	2	2
187	конечно не	3	2
188	ему в	2	2
189	том чтобы	2	2
190	и о	5	2
191	всяком случае	4	2
192	для себя	2	2
193	и т	4	2
194	из них	3	2
195	не будем	2	2
196	дело не	3	2
197	из этого	3	2
198	что она	4	2
199	а именно	2	2
200	только что	2	2
201	то и	5	2
202	т д	3	2
203	и для	4	2
204	тем самым	4	2
205	того чтобы	2	2
206	для того	3	2
207	что мы	3	2
208	необходимо сказать	3	2
209	с ними	2	2
210	в результате	8	2
211	во всяком	8	2
212	точки зрения	14	2
213	в каком	6	2
214	у меня	2	2
215	мы должны	3	2
216	и это	2	2
217	и ни	5	2
218	всякого рода	3	2
219	а это	3	2
220	в чем	2	2
