N	2gram	Voloshinov_1	KulturaY
1	потому что	4	25
2	и в	15	23
3	не только	5	20
4	в том	4	19
5	в этом	13	18
6	и не	16	16
7	было бы	6	15
8	так как	9	15
9	может быть	13	15
10	точки зрения	13	14
11	если бы	3	12
12	у нас	3	12
13	в самом	6	12
14	все эти	9	12
15	том что	5	11
16	того чтобы	2	11
17	в области	3	11
18	но в	9	11
19	что в	6	10
20	по себе	2	10
21	а не	2	10
22	вовсе не	2	9
23	то что	10	9
24	самом деле	7	9
25	хотя бы	7	9
26	не может	13	9
27	прежде всего	11	8
28	не в	4	8
29	в качестве	2	8
30	уже не	5	8
31	и что	3	8
32	и пр	9	8
33	с точки	10	8
34	что это	3	7
35	не менее	3	7
36	в нашем	3	7
37	все же	5	7
38	но и	4	7
39	с помощью	9	7
40	и с	7	7
41	это не	2	6
42	в этой	5	6
43	но не	5	6
44	тем не	2	6
45	то же	7	6
46	между тем	2	6
47	и на	3	6
48	что мы	2	6
49	я не	3	5
50	не могут	3	5
51	что все	5	5
52	что он	8	5
53	об этом	4	5
54	тот же	5	5
55	еще не	7	5
56	в его	9	5
57	всяком случае	3	5
58	один из	4	5
59	должен быть	2	5
60	слова и	2	5
61	вместе с	4	5
62	что же	4	5
63	приводит к	2	5
64	все это	5	5
65	таким образом	21	5
66	и вот	6	5
67	и то	2	5
68	не следует	2	5
69	во всяком	4	5
70	только в	6	5
71	зависимости от	2	5
72	в узком	2	4
73	отнюдь не	2	4
74	в зависимости	2	4
75	к этому	7	4
76	бы и	2	4
77	если мы	5	4
78	можно сказать	4	4
79	к тому	4	4
80	мы знаем	7	4
81	ни в	6	4
82	но все	2	4
83	должно быть	2	4
84	от того	3	4
85	как бы	11	4
86	в нем	4	4
87	на этой	2	4
88	со стороны	2	4
89	не было	4	4
90	этой области	3	4
91	и о	3	4
92	в данном	3	4
93	сказать что	6	4
94	могут быть	6	4
95	в каком	3	4
96	в то	6	4
97	ничего не	2	4
98	так и	10	4
99	на этом	5	3
100	или иное	2	3
101	у него	3	3
102	всех этих	5	3
103	для этого	4	3
104	этого не	2	3
105	главным образом	4	3
106	же время	5	3
107	что оно	2	3
108	но это	2	3
109	до конца	5	3
110	в первый	4	3
111	совершенно не	2	3
112	в ней	5	3
113	он не	4	3
114	что и	2	3
115	в процессе	4	3
116	что она	2	3
117	как в	3	3
118	как раз	2	3
119	с этим	6	3
120	этом отношении	2	3
121	не знает	3	3
122	именно в	3	3
123	те же	4	3
124	как мы	10	3
125	сводится к	3	3
126	того что	2	3
127	что такое	3	3
128	и по	5	3
129	то или	2	3
130	а в	6	3
131	и его	15	3
132	знаем что	3	3
133	выражение в	2	3
134	в таких	3	3
135	в отношении	2	2
136	сознания и	5	2
137	и есть	2	2
138	никогда не	7	2
139	оно не	2	2
140	и все	4	2
141	и до	3	2
142	а следовательно	2	2
143	на все	2	2
144	связанные с	2	2
145	не всегда	4	2
146	речи мы	2	2
147	таких случаях	2	2
148	первый период	5	2
149	узком смысле	2	2
150	следовательно и	2	2
151	и потому	8	2
152	смысле слова	2	2
153	в свою	2	2
154	она не	2	2
155	при этом	7	2
156	по поводу	2	2
157	конечно не	3	2
158	и даже	2	2
159	к нему	7	2
160	мы видели	5	2
161	в своей	9	2
162	все они	2	2
163	данном случае	3	2
164	в своем	2	2
165	и для	2	2
166	на самом	2	2
167	как и	6	2
168	чтобы не	2	2
169	должны быть	3	2
170	и у	6	2
171	дает нам	2	2
172	для самого	2	2
173	что значит	2	2
174	той же	2	2
175	рядом с	2	2
176	роль в	6	2
177	материал для	2	2
178	с ними	4	2
179	конечно и	3	2
180	характер и	2	2
181	однако и	2	2
182	нуждается в	2	2
183	он и	2	2
184	в своих	4	2
185	это только	2	2
186	ни на	2	2
187	мы должны	7	2
188	будто бы	2	2
189	ответ на	2	2
190	большинстве случаев	5	2
191	отношения к	2	2
