N	2gram	Potebnia_M_3	Dialekti
1	не есть	17	47
2	и не	15	30
3	может быть	28	20
4	и в	30	19
5	не только	21	19
6	по себе	16	18
7	и т	5	17
8	а не	15	16
9	т д	3	15
10	в себе	16	15
11	то что	18	14
12	что она	3	14
13	и даже	2	14
14	в том	32	14
15	как бы	3	14
16	так как	13	14
17	потому что	46	14
18	вовсе не	7	13
19	но и	19	12
20	то же	23	12
21	точки зрения	2	12
22	и все	3	12
23	что это	4	10
24	ни в	2	10
25	как и	10	10
26	и как	5	10
27	в нем	9	10
28	так и	11	10
29	том что	18	10
30	сказать что	5	10
31	по крайней	5	9
32	крайней мере	5	9
33	не может	6	9
34	же и	3	9
35	прежде всего	3	8
36	она не	2	8
37	мы уже	2	8
38	есть нечто	4	8
39	не в	15	8
40	в этом	10	8
41	в своей	2	8
42	сама по	2	7
43	в душе	10	7
44	есть не	7	7
45	но это	6	7
46	но что	2	7
47	что в	17	7
48	только тогда	9	7
49	и притом	2	7
50	должно быть	5	7
51	и то	8	7
52	так что	7	7
53	и та	2	6
54	что он	6	6
55	что не	8	6
56	что они	2	6
57	в то	10	6
58	но не	7	6
59	есть ни	4	6
60	того что	18	6
61	и может	3	6
62	жизни и	2	6
63	и вообще	3	6
64	тогда когда	9	6
65	с другой	7	5
66	же время	5	5
67	в силу	3	5
68	по своему	2	5
69	можно сказать	3	5
70	в самом	8	5
71	и следовательно	3	5
72	и потому	4	5
73	что и	13	5
74	и это	4	5
75	все равно	4	5
76	в одно	3	5
77	и что	10	5
78	в смысле	4	5
79	только что	8	5
80	и его	4	5
81	но как	2	5
82	говорить о	3	5
83	только в	21	5
84	о том	2	5
85	не то	3	5
86	и с	2	5
87	уже в	5	4
88	независимо от	5	4
89	и есть	3	4
90	в своем	5	4
91	та же	2	4
92	в одном	2	4
93	нельзя сказать	3	4
94	не могут	5	4
95	в ее	2	4
96	все же	2	4
97	при этом	3	4
98	то время	4	4
99	одно и	5	4
100	еще не	5	4
101	и если	2	4
102	к нему	3	4
103	за пределы	2	4
104	он не	4	4
105	вопрос об	2	4
106	связи с	2	4
107	от того	8	4
108	все это	4	4
109	другой стороны	4	4
110	тут же	2	4
111	том смысле	3	4
112	таким образом	14	4
113	что оно	11	4
114	самом деле	2	4
115	и по	4	4
116	есть только	5	4
117	то или	2	4
118	а в	12	4
119	в таком	3	4
120	одно из	5	4
121	могут быть	3	4
122	в каком	5	4
123	с ним	6	4
124	сам по	5	3
125	не менее	5	3
126	и от	4	3
127	с нею	2	3
128	была бы	4	3
129	есть выражение	2	3
130	а только	3	3
131	об этом	2	3
132	оно есть	3	3
133	как мы	7	3
134	но только	2	3
135	уже не	6	3
136	это и	2	3
137	в этой	2	3
138	только как	5	3
139	и слова	2	3
140	было бы	9	3
141	и мы	2	3
142	у меня	2	3
143	себе не	4	3
144	даже в	2	3
145	из них	6	3
146	и тогда	3	3
147	с этим	6	3
148	в разных	2	3
149	не было	4	3
150	то оно	3	3
151	но без	2	3
152	что такое	2	3
153	между собою	6	3
154	от этого	2	3
155	его с	2	3
156	в один	4	3
157	его в	3	3
158	таком случае	2	3
159	когда мы	2	3
160	то не	2	3
161	в чем	3	3
162	нет ни	2	3
163	это было	3	3
164	что же	2	2
165	быть только	4	2
166	зависит от	6	2
167	иначе и	2	2
168	само по	3	2
169	только не	2	2
170	время и	2	2
171	в какой	2	2
172	перед нами	2	2
173	человека и	5	2
174	в системе	2	2
175	именно в	3	2
176	но мы	2	2
177	то это	6	2
178	этого последнего	2	2
179	к тому	7	2
180	есть уже	11	2
181	тем не	3	2
182	же в	2	2
183	что уже	2	2
184	только потому	3	2
185	но все	2	2
186	мы видим	2	2
187	что я	5	2
188	не будет	3	2
189	с тем	7	2
190	или менее	3	2
191	очевидно что	5	2
192	что с	2	2
193	до сих	3	2
194	на его	2	2
195	ни о	3	2
196	несмотря на	2	2
197	в искусстве	3	2
198	в ней	8	2
199	так или	2	2
200	сих пор	3	2
201	все в	2	2
202	остается только	2	2
203	на все	2	2
204	будет ли	2	2
205	на него	3	2
206	не говоря	3	2
207	от всего	3	2
208	в каждом	3	2
209	разница между	3	2
210	от своих	4	2
211	в их	2	2
212	тому что	3	2
213	так же	3	2
214	что есть	2	2
215	т п	2	2
216	собственно говоря	2	2
217	например в	6	2
218	того как	4	2
219	с одной	7	2
220	как в	10	2
221	можно только	2	2
222	а потому	6	2
223	более или	3	2
224	человеческой жизни	3	2
225	тем же	4	2
226	или в	3	2
227	на мир	2	2
228	их в	2	2
229	и при	4	2
230	бы ни	3	2
231	между тем	9	2
232	не как	2	2
233	тем что	7	2
234	в виде	2	2
235	или на	2	2
236	во время	2	2
237	что мы	8	2
238	мы должны	4	2
239	явлений и	2	2
240	есть в	3	2
241	есть известное	3	2
242	души и	2	2
243	иметь в	2	2
244	в которой	3	2
245	в области	2	2
246	что по	2	2
247	я и	3	2
248	том как	3	2
249	вместе с	12	2
