N	2gram	Propp_Isto_3	Myshleni
1	точки зрения	2	26
2	таким образом	10	26
3	в том	9	24
4	и в	22	23
5	том что	8	21
6	в целом	3	20
7	то что	7	17
8	в этом	17	17
9	так же	3	16
10	не только	14	16
11	того что	5	15
12	что в	15	14
13	может быть	11	14
14	но и	12	14
15	как и	3	14
16	в его	3	14
17	не может	4	12
18	сказать что	3	11
19	представляет собой	3	11
20	с другой	7	10
21	прежде всего	3	10
22	в качестве	2	9
23	одной стороны	2	9
24	другой стороны	7	9
25	и не	12	9
26	между тем	2	9
27	и с	4	9
28	вместе с	9	9
29	с одной	2	8
30	и на	4	8
31	то же	6	8
32	вопрос о	2	7
33	в этой	5	7
34	по отношению	2	7
35	в то	2	7
36	так как	7	7
37	с тем	2	7
38	что он	9	7
39	отношению к	2	7
40	и ее	3	7
41	в другом	2	7
42	все время	2	6
43	независимо от	2	6
44	же как	2	6
45	потому что	3	6
46	с этим	8	6
47	в силу	2	6
48	о том	3	6
49	и его	4	6
50	мы можем	6	6
51	тем что	4	6
52	только в	4	6
53	то время	2	5
54	из того	2	5
55	можно сказать	2	5
56	и как	3	5
57	мы должны	7	5
58	и все	3	5
59	если бы	6	5
60	но в	10	5
61	и более	2	5
62	а затем	3	5
63	и что	2	5
64	он не	5	5
65	так и	2	5
66	как мы	8	5
67	связан с	2	5
68	но не	7	4
69	в свою	4	4
70	не в	4	4
71	при этом	2	4
72	что она	5	4
73	время как	2	4
74	в котором	2	4
75	в свете	5	4
76	целый ряд	3	4
77	все эти	4	4
78	их в	3	4
79	в одном	2	4
80	к этому	7	4
81	и к	3	4
82	в чем	3	4
83	было бы	3	4
84	к тому	3	4
85	сих пор	5	4
86	как в	2	4
87	мы видим	8	4
88	ни в	2	4
89	до сих	5	4
90	в самых	2	3
91	я не	3	3
92	в своем	2	3
93	и от	3	3
94	из этих	3	3
95	в наших	2	3
96	одного из	2	3
97	на все	2	3
98	показывает что	5	3
99	что они	8	3
100	об этой	2	3
101	друг другу	2	3
102	образом и	2	3
103	то и	6	3
104	его не	3	3
105	в которых	2	3
106	вовсе не	2	3
107	в одной	3	3
108	этот вопрос	2	3
109	всяком случае	2	3
110	превращается в	3	3
111	такой же	2	3
112	она не	4	3
113	все же	5	3
114	если не	2	3
115	должны были	3	3
116	а не	6	3
117	и то	2	3
118	во всяком	2	3
119	могут быть	5	3
120	связи с	6	3
121	и это	2	3
122	детей в	2	3
123	ничего не	6	3
124	связана с	3	2
125	в частности	5	2
126	никогда не	3	2
127	что у	3	2
128	представление о	3	2
129	от них	3	2
130	как таковой	2	2
131	но все	2	2
132	на этом	4	2
133	хотя и	2	2
134	не имеет	2	2
135	один из	5	2
136	не с	2	2
137	мы видели	13	2
138	жизни и	2	2
139	данном случае	3	2
140	той же	2	2
141	и вот	2	2
142	и даже	2	2
143	а в	6	2
144	но этот	2	2
145	в этих	11	2
146	на нее	3	2
147	как это	4	2
148	всех этих	2	2
149	в них	6	2
150	с собой	2	2
151	и эти	3	2
152	но тем	2	2
153	связано с	4	2
154	себе и	2	2
155	и потому	2	2
156	даже в	2	2
157	с ней	6	2
158	ее в	3	2
159	в течение	6	2
160	уже не	7	2
161	и пр	11	2
162	вот почему	2	2
163	в данном	4	2
164	в виде	2	2
165	его на	2	2
166	представляют собой	4	2
167	из этой	2	2
168	там где	7	2
169	если это	3	2
170	одном из	3	2
