N	2gram	Bakhtin_Fr_8	SlovoVZh
1	не может	2	16
2	точки зрения	6	14
3	может быть	3	14
4	и его	12	13
5	как бы	11	13
6	таким образом	17	12
7	и в	56	12
8	в нашем	2	11
9	и не	9	10
10	если бы	2	9
11	так как	4	9
12	прежде всего	6	8
13	сказать что	3	7
14	в нем	8	6
15	в процессе	5	6
16	при этом	4	6
17	с помощью	3	6
18	в том	13	6
19	только в	9	6
20	слова и	3	6
21	в ней	4	6
22	и др	8	5
23	то что	3	5
24	никогда не	5	5
25	а не	2	5
26	можно сказать	2	5
27	то же	11	5
28	как и	5	5
29	том что	8	5
30	но в	6	5
31	и к	4	4
32	ни было	2	4
33	все же	2	4
34	так и	13	4
35	с другой	2	4
36	на самом	2	4
37	уже не	3	4
38	в литературе	3	4
39	не в	3	4
40	в этом	14	4
41	и на	7	4
42	его в	2	4
43	дело в	2	4
44	в самом	9	4
45	к нему	2	4
46	за пределы	4	4
47	не только	8	4
48	в котором	2	3
49	в них	11	3
50	точка зрения	2	3
51	и более	4	3
52	бы то	2	3
53	когда он	2	3
54	в своей	2	3
55	в некоторых	3	3
56	сих пор	8	3
57	все это	8	3
58	как к	2	3
59	то ни	2	3
60	все эти	15	3
61	но и	9	3
62	и наконец	3	3
63	точек зрения	2	3
64	ни в	2	3
65	так же	2	3
66	самом деле	2	3
67	мы не	2	3
68	и с	8	3
69	о том	4	3
70	в каком	2	3
71	и ее	4	3
72	в себе	4	3
73	для него	2	3
74	до сих	8	3
75	в пределах	5	3
76	еще не	10	3
77	только на	2	3
78	и для	2	3
79	конечно не	4	3
80	в творчестве	5	3
81	с ним	2	3
82	между тем	3	3
83	уже в	2	2
84	с этой	2	2
85	с его	5	2
86	что и	3	2
87	в настоящее	3	2
88	от всех	2	2
89	что в	5	2
90	данном случае	2	2
91	вместе с	2	2
92	в этих	11	2
93	все они	6	2
94	в форме	3	2
95	в своем	3	2
96	в отношении	5	2
97	другой стороны	2	2
98	это не	2	2
99	вещи и	4	2
100	и все	6	2
101	и другие	5	2
102	в особенности	4	2
103	с одной	4	2
104	к этому	2	2
105	связь с	3	2
106	конечно в	2	2
107	его к	3	2
108	с точки	2	2
109	и здесь	3	2
110	его как	2	2
111	и те	2	2
112	но это	2	2
113	более того	3	2
114	такой же	5	2
115	в данном	2	2
116	и то	2	2
117	но не	5	2
118	как форма	3	2
119	кроме того	3	2
120	до конца	11	2
121	в то	12	2
122	одной стороны	2	2
123	настоящее время	3	2
124	и совершенно	2	2
125	там где	3	2
126	к ним	2	2
127	к его	3	2
128	он не	5	2
129	в условиях	5	2
130	в его	18	2
131	и потому	4	2
132	между ними	2	2
