N	2gram	Bakhtin_Pr_2	Mirosoze
1	и в	43	46
2	у достоевского	14	34
3	в нем	12	22
4	у него	6	22
5	может быть	23	21
6	в этом	13	20
7	никогда не	9	18
8	для него	8	18
9	и не	29	18
10	не только	11	18
11	но и	14	15
12	не может	18	15
13	человека в	4	14
14	как и	14	13
15	не есть	2	13
16	а не	7	13
17	прежде всего	10	12
18	но он	4	11
19	у нас	2	11
20	и он	5	11
21	та же	2	10
22	но в	10	10
23	он не	9	10
24	в себе	5	10
25	он был	3	9
26	не в	11	9
27	не знает	3	9
28	переходит в	2	8
29	но это	4	8
30	как бы	22	8
31	в своем	4	8
32	для достоевского	3	8
33	так как	4	8
34	отношение к	2	8
35	она не	3	8
36	человека и	2	7
37	что он	13	7
38	и к	3	7
39	ивана карамазова	2	7
40	как в	2	7
41	хотя бы	2	7
42	и для	3	7
43	он сам	3	6
44	вопрос о	2	6
45	что это	2	6
46	так же	2	6
47	того что	2	6
48	и здесь	3	6
49	не могу	2	6
50	то же	8	5
51	я не	4	5
52	бы и	2	5
53	в отношении	3	5
54	в самом	7	5
55	это не	3	5
56	в конце	2	5
57	друг к	2	5
58	и все	6	5
59	во всем	3	5
60	достоевский не	2	5
61	к тому	4	5
62	к другу	2	5
63	то что	7	5
64	в своей	4	5
65	и его	8	5
66	в его	10	5
67	и это	4	5
68	что в	4	4
69	для этого	2	4
70	до конца	4	4
71	что у	2	4
72	должны быть	2	4
73	обращен к	3	4
74	также и	3	4
75	с его	4	4
76	чем у	3	4
77	в жизни	3	4
78	том что	2	4
79	перед ним	2	4
80	что и	3	4
81	себя в	3	4
82	так и	3	4
83	т е	26	4
84	уже не	3	4
85	себя и	3	3
86	в каждом	11	3
87	в образе	2	3
88	в такой	2	3
89	одна и	2	3
90	ни в	2	3
91	в том	6	3
92	достоевский в	4	3
93	лишь как	2	3
94	с самим	8	3
95	и нет	4	3
96	для чего	2	3
97	и всегда	2	3
98	в своих	2	3
99	и на	10	3
100	сказать что	2	3
101	и с	5	3
102	творчестве достоевского	3	3
103	о том	5	3
104	его в	3	3
105	как он	2	3
106	с ним	3	3
107	если бы	3	3
108	в них	4	3
109	к другому	5	3
110	достоевского не	3	3
111	что было	2	3
112	есть и	3	3
113	до сих	7	3
114	на почве	2	3
115	сих пор	7	3
116	того как	2	3
117	чтобы не	2	3
118	той же	3	3
119	тем что	3	3
120	с другим	2	3
121	только в	4	3
122	отношении к	2	3
123	есть в	3	3
124	в творчестве	2	3
125	а лишь	2	2
126	уже в	2	2
127	не был	2	2
128	но на	2	2
129	в этих	6	2
130	тут в	3	2
131	в человеке	3	2
132	или иной	3	2
133	но эта	2	2
134	я и	2	2
135	да и	5	2
136	так что	5	2
137	из подполья	2	2
138	другого человека	4	2
139	но для	3	2
140	хотя и	5	2
141	же и	4	2
142	к нему	5	2
143	по отношению	5	2
144	отношения к	2	2
145	достоевского и	2	2
146	лишь в	8	2
147	должно быть	4	2
148	а в	5	2
149	к себе	7	2
150	он так	2	2
151	точки зрения	13	2
152	самим собою	5	2
153	но этот	2	2
154	бы в	5	2
155	человек и	2	2
156	между тем	3	2
157	и та	2	2
158	с собой	4	2
159	и самое	2	2
160	превращается в	2	2
161	а за	3	2
162	по себе	11	2
163	достоевского нет	2	2
164	в которые	2	2
165	и что	5	2
166	тот же	3	2
167	мы увидим	5	2
168	себе и	4	2
169	в сущности	9	2
170	во всех	4	2
171	отношению к	5	2
172	быть и	2	2
173	ее в	2	2
174	момент его	2	2
175	то перед	6	2
176	к самому	3	2
177	что же	7	2
178	бы не	2	2
179	другого в	3	2
180	еще более	2	2
181	что не	2	2
182	и эта	2	2
183	ни одного	4	2
184	можно было	3	2
185	сам по	5	2
186	сознания и	3	2
187	достоевского в	4	2
188	это все	3	2
189	и этим	3	2
190	ничего не	3	2
