N	2gram	Potebnia_M_1	Psycholo
1	в том	26	37
2	и в	39	32
3	и что	10	22
4	том что	16	21
5	то что	10	21
6	таким образом	13	21
7	потому что	52	21
8	то есть	42	21
9	что в	22	20
10	так же	5	18
11	может быть	27	18
12	что и	6	17
13	не может	22	17
14	точки зрения	8	17
15	того чтобы	2	14
16	при этом	6	13
17	то же	6	13
18	для того	3	13
19	в этом	15	13
20	по себе	10	12
21	если мы	3	12
22	в самом	3	12
23	не только	21	12
24	заключается в	3	12
25	с и	3	12
26	так как	21	12
27	на то	2	11
28	с тем	5	11
29	было бы	12	11
30	при помощи	2	10
31	как и	9	10
32	и т	6	10
33	но и	20	10
34	и не	18	10
35	с точки	3	10
36	никогда не	4	9
37	что все	3	9
38	что при	5	9
39	как в	10	9
40	в своих	4	9
41	тем что	9	9
42	что это	3	8
43	не менее	6	8
44	не в	15	8
45	т п	4	8
46	той же	3	8
47	того что	8	8
48	на деле	4	8
49	к тому	4	7
50	и как	6	7
51	а не	21	7
52	в сущности	2	7
53	и его	5	7
54	что для	3	7
55	сказать что	3	7
56	как будто	2	7
57	только в	25	7
58	в этой	3	6
59	он не	3	6
60	как бы	6	6
61	что если	3	6
62	о том	2	6
63	совершенно справедливо	2	6
64	если бы	14	6
65	только из	3	5
66	на все	2	5
67	утверждает что	2	5
68	в ней	7	5
69	только на	3	5
70	и даже	4	5
71	есть только	11	5
72	как на	3	5
73	в то	4	5
74	и более	2	4
75	из которого	3	4
76	столь же	3	4
77	от того	4	4
78	с этой	2	4
79	в жизни	3	4
80	есть не	2	4
81	что на	6	4
82	тем не	6	4
83	в действительности	4	4
84	несмотря на	5	4
85	и той	3	4
86	которые мы	5	4
87	из этого	2	4
88	никак не	2	4
89	и по	6	4
90	и тем	3	4
91	в нем	20	4
92	все же	6	4
93	при таком	4	4
94	жизни и	2	4
95	образом и	2	4
96	а в	5	4
97	и все	3	4
98	одной и	3	4
99	к одному	2	4
100	мы видим	4	4
101	не имеет	5	4
102	и для	5	4
103	в языке	33	4
104	тому что	3	4
105	и с	3	4
106	говорит он	4	4
107	могут быть	9	4
108	с этим	7	4
109	в целом	2	4
110	если же	5	4
111	и это	3	4
112	как она	3	4
113	в сознании	3	4
114	того как	6	4
115	между тем	5	4
116	не могут	4	3
117	каким образом	3	3
118	для этого	2	3
119	но он	2	3
120	хотя бы	2	3
121	с другой	7	3
122	точно так	11	3
123	представить себе	3	3
124	показывает что	3	3
125	которые не	2	3
126	а только	4	3
127	так что	16	3
128	что именно	2	3
129	но как	3	3
130	в свою	4	3
131	мы в	2	3
132	в своей	3	3
133	относится к	3	3
134	но совершенно	2	3
135	которое он	2	3
136	не могли	2	3
137	то это	5	3
138	человеком и	3	3
139	с ее	2	3
140	так и	13	3
141	во всех	5	3
142	и их	3	3
143	были бы	3	3
144	в их	2	3
145	столько же	3	3
146	что же	2	3
147	еще более	2	3
148	и других	4	3
149	этот вопрос	2	3
150	что не	10	3
151	должны быть	7	3
152	тому как	4	3
153	в смысле	4	3
154	в нас	7	3
155	само по	4	3
156	в каком	6	3
157	и то	3	3
158	во всем	4	3
159	мы должны	3	3
160	думать что	3	3
161	или же	3	3
162	тогда когда	9	3
163	но в	9	3
164	мы не	10	3
165	в виду	2	3
166	мы можем	2	3
167	не существует	2	2
168	слова в	2	2
169	есть как	2	2
170	зависит от	5	2
171	мы будем	2	2
172	все более	3	2
173	с в	5	2
174	чувства и	13	2
175	этой теории	4	2
176	в них	3	2
177	все что	2	2
178	то ни	3	2
179	смотрит на	3	2
180	это не	7	2
181	и от	3	2
182	одного и	2	2
183	более и	2	2
184	в одном	8	2
185	в каждом	4	2
186	была бы	2	2
187	в полном	2	2
188	во всяком	3	2
189	том и	2	2
190	из самого	3	2
191	мысль что	5	2
192	же время	4	2
193	и при	3	2
194	тем более	2	2
195	на которую	2	2
196	свою очередь	4	2
197	еще не	6	2
198	но не	8	2
199	очевидно что	3	2
200	того же	3	2
201	она не	3	2
202	зависят от	2	2
203	обнаруживается в	2	2
204	вовсе не	5	2
205	душевной жизни	9	2
206	не имеют	5	2
207	во внимание	3	2
208	к ним	2	2
209	том же	2	2
210	только потому	3	2
211	и следовательно	2	2
212	в его	5	2
213	из себя	5	2
214	для нее	2	2
215	его с	2	2
216	оно не	3	2
217	том как	3	2
218	не так	3	2
219	в состоянии	3	2
220	с если	2	2
221	бы то	2	2
222	в этих	7	2
223	для нас	9	2
224	вместе с	8	2
225	на него	3	2
226	значение и	2	2
227	заключает в	2	2
228	есть нечто	4	2
229	и без	3	2
230	бы не	6	2
231	другой стороны	5	2
232	т д	4	2
233	не было	4	2
234	что оно	2	2
235	и наоборот	6	2
236	как во	2	2
237	а потому	10	2
238	из того	2	2
239	в самой	3	2
240	и другое	3	2
241	на этот	2	2
242	и всегда	2	2
243	в других	2	2
244	увидим что	4	2
245	в таком	5	2
246	с но	4	2
247	но это	5	2
248	то все	2	2
249	подобно тому	3	2
250	в себе	13	2
251	указывают на	2	2
252	и вообще	3	2
253	что самое	2	2
254	и только	2	2
255	могли бы	2	2
256	явлений и	3	2
257	там где	4	2
258	когда мы	2	2
259	заметить что	2	2
260	не потому	2	2
261	в которой	2	2
262	же с	7	2
263	что по	3	2
264	могло бы	3	2
265	к которому	3	2
266	и которые	2	2
