N	2gram	Bakhtin_Fr_5	Freidism
1	таким образом	8	24
2	и не	15	23
3	не может	5	20
4	точки зрения	4	19
5	прежде всего	10	18
6	в этом	14	15
7	в его	13	15
8	с помощью	3	14
9	мы можем	2	13
10	может быть	2	13
11	и его	13	12
12	как и	10	11
13	как бы	12	11
14	то что	2	11
15	все эти	5	11
16	с точки	2	11
17	так и	6	10
18	как мы	8	10
19	самом деле	5	10
20	его в	5	10
21	с ним	5	10
22	но в	14	10
23	с его	7	9
24	и в	45	9
25	во всех	13	9
26	что он	6	8
27	в своей	3	8
28	он не	6	8
29	не только	14	8
30	все это	7	8
31	то же	11	8
32	только в	4	8
33	и все	7	8
34	так как	6	8
35	ни в	3	7
36	к нему	2	7
37	один из	2	7
38	мы видели	7	7
39	в самом	4	7
40	и наконец	2	7
41	сказать что	4	7
42	мы уже	4	7
43	точку зрения	2	6
44	вовсе не	8	6
45	для него	3	6
46	того что	3	6
47	в ней	8	6
48	хотя бы	2	6
49	и с	10	6
50	и к	5	5
51	связь с	3	5
52	но мы	2	5
53	в период	2	5
54	можно сказать	2	5
55	не в	7	5
56	в этой	6	5
57	в чем	2	5
58	в то	11	5
59	в большинстве	2	5
60	что в	12	5
61	но и	10	5
62	и прежде	3	5
63	на самом	5	5
64	в себя	5	5
65	для того	6	5
66	а в	4	5
67	и на	5	5
68	с этим	4	5
69	большинстве случаев	2	5
70	не менее	3	4
71	но не	4	4
72	связанных с	3	4
73	и др	8	4
74	из этих	3	4
75	в пределах	2	4
76	и образы	5	4
77	если мы	2	4
78	к тому	2	4
79	об этом	4	4
80	всех этих	6	4
81	же время	9	4
82	на этом	5	4
83	связанные с	3	4
84	при этом	2	4
85	конечно не	2	4
86	и о	4	4
87	от того	3	4
88	как раз	5	4
89	в основе	4	4
90	в нем	10	4
91	все же	2	4
92	и за	2	4
93	данном случае	2	4
94	не было	3	4
95	мы находим	4	4
96	того чтобы	6	4
97	и для	3	4
98	той же	4	4
99	мы не	4	4
100	в данном	2	4
101	потому что	7	4
102	во время	12	4
103	себя и	2	4
104	говорить о	2	4
105	не могут	2	3
106	нисколько не	3	3
107	и есть	2	3
108	в них	6	3
109	от всех	5	3
110	и от	4	3
111	что все	2	3
112	конечно в	2	3
113	он был	7	3
114	и как	5	3
115	но это	5	3
116	по своему	4	3
117	со всеми	5	3
118	по поводу	4	3
119	было бы	2	3
120	в общем	4	3
121	и она	2	3
122	с ее	5	3
123	жизни и	8	3
124	когда он	2	3
125	на него	2	3
126	вместе с	3	3
127	как в	3	3
128	мысли и	6	3
129	чем не	2	3
130	и вот	3	3
131	и что	2	3
132	и т.п	16	3
133	на этот	3	3
134	такой же	4	3
135	у него	4	3
136	на всех	2	3
137	слова и	2	3
138	зрения на	4	3
139	человека с	5	3
140	есть и	5	2
141	в отношении	2	2
142	но их	2	2
143	и другие	3	2
144	что это	2	2
145	для всех	3	2
146	и ни	3	2
147	того же	3	2
148	это не	3	2
149	в конце	7	2
150	к этому	2	2
151	же самое	2	2
152	не нуждается	2	2
153	освобождение от	4	2
154	и смерти	2	2
155	это и	5	2
156	том что	7	2
157	всего этого	3	2
158	они и	2	2
159	а не	4	2
160	из важнейших	2	2
161	мы говорили	2	2
162	образы и	2	2
163	как ее	2	2
164	относится к	2	2
165	в своем	11	2
166	в этот	2	2
167	и до	2	2
168	только для	2	2
169	и мысли	2	2
170	во второй	2	2
171	сих пор	3	2
172	все они	4	2
173	что она	3	2
174	в их	4	2
175	этом отношении	5	2
176	в отличие	2	2
177	чтобы не	2	2
178	заметить что	2	2
179	в заключение	3	2
180	и у	5	2
181	и даже	4	2
182	и притом	2	2
183	так же	8	2
184	как на	4	2
185	рядом с	2	2
186	отличие от	2	2
187	роль в	2	2
188	мы видим	5	2
189	здесь в	4	2
190	от этого	2	2
191	чем же	4	2
192	нуждается в	3	2
193	что и	7	2
194	в другом	3	2
195	и вообще	2	2
196	до сих	3	2
197	как это	4	2
198	в эту	2	2
199	врача и	2	2
200	это было	4	2
