N	2gram	Vygotskiy__7	slovoVRo
1	и в	26	41
2	в нем	2	30
3	могут быть	2	19
4	во всех	6	17
5	но и	11	16
6	и не	18	16
7	точки зрения	28	16
8	не только	24	16
9	а не	6	15
10	то же	8	14
11	может быть	7	14
12	не может	11	14
13	и его	12	14
14	в то	3	14
15	в сущности	9	13
16	в его	4	13
17	слова и	10	13
18	до конца	5	12
19	как бы	6	12
20	в этом	29	12
21	так и	3	11
22	в большинстве	2	10
23	в той	4	10
24	таким образом	23	9
25	все эти	6	9
26	слова в	5	8
27	прежде всего	7	8
28	на его	2	8
29	но в	4	8
30	как в	4	8
31	как мы	14	8
32	с точки	21	8
33	или в	2	8
34	не в	4	7
35	и следовательно	5	7
36	отношение к	2	7
37	с ним	3	7
38	вовсе не	2	7
39	в своей	3	7
40	все же	6	7
41	в слове	11	7
42	во всяком	2	7
43	в отношении	2	6
44	это не	3	6
45	а в	2	6
46	большинстве случаев	2	6
47	по своим	2	6
48	слова как	5	6
49	только в	8	6
50	с другой	4	5
51	в самом	9	5
52	все это	3	5
53	в основе	3	5
54	и к	7	5
55	к нему	3	5
56	с другими	3	5
57	перед нами	2	4
58	и от	4	4
59	одной стороны	5	4
60	одним из	2	4
61	в ней	3	4
62	один из	2	4
63	с ее	2	4
64	в их	2	4
65	с одной	5	4
66	лишь в	2	4
67	и наконец	4	4
68	и с	5	4
69	в которой	11	4
70	поэзии и	2	4
71	как и	15	4
72	в смысле	6	4
73	еще не	4	4
74	но именно	2	4
75	том же	2	4
76	и потому	3	4
77	в процессе	5	4
78	входит в	2	4
79	речи в	27	4
80	и для	5	4
81	ту же	2	4
82	ничего не	2	4
83	не могут	4	3
84	никогда не	4	3
85	точку зрения	2	3
86	из этих	3	3
87	к тому	7	3
88	от всякой	2	3
89	словом и	10	3
90	в том	18	3
91	в свою	2	3
92	для него	3	3
93	его и	2	3
94	данном случае	5	3
95	именно в	6	3
96	и других	2	3
97	форм и	2	3
98	того что	14	3
99	речь и	5	3
100	как такового	2	3
101	друг друга	4	3
102	также и	2	3
103	образом в	2	3
104	и здесь	2	3
105	о том	4	3
106	его в	2	3
107	в первом	3	3
108	так как	14	3
109	и во	4	3
110	с этим	2	3
111	в себе	9	3
112	с этой	5	3
113	в качестве	5	3
114	она не	5	3
115	было бы	6	3
116	одной из	4	3
117	он не	3	3
118	в основном	3	3
119	внутренней речи	67	3
120	из этого	2	3
121	почти всегда	2	3
122	в данном	5	3
123	и ее	2	3
124	выражение в	6	3
125	которые в	2	3
126	свою очередь	2	2
127	связана с	3	2
128	же как	8	2
129	известном смысле	2	2
130	тому что	9	2
131	столь же	2	2
132	одного из	2	2
133	что все	2	2
134	том и	3	2
135	этом случае	14	2
136	можно сказать	5	2
137	исторического развития	3	2
138	для нас	2	2
139	так что	4	2
140	мы и	2	2
141	что они	10	2
142	друг с	2	2
143	это отношение	2	2
144	и той	2	2
145	для того	18	2
146	между ними	3	2
147	зрения самого	2	2
148	и по	3	2
149	и тем	6	2
150	в целом	5	2
151	в этих	2	2
152	друг другу	3	2
153	где они	2	2
154	как к	3	2
155	не могла	2	2
156	одновременно и	2	2
157	должно быть	2	2
158	так же	14	2
159	время как	2	2
160	сказать что	8	2
161	потому что	16	2
162	но он	2	2
163	могут не	2	2
164	с которыми	2	2
165	свое выражение	8	2
166	не является	3	2
167	в сознании	6	2
168	в известном	2	2
169	возникает из	6	2
170	в котором	4	2
171	между собой	6	2
172	первом случае	3	2
173	к этому	2	2
174	у нас	2	2
175	том что	17	2
176	мы видим	3	2
177	то в	2	2
178	между словом	8	2
179	но не	3	2
180	по своему	9	2
181	то время	2	2
182	одно и	3	2
183	лучшем случае	2	2
184	слов и	2	2
185	до сих	3	2
186	мы уже	3	2
187	совершенно не	2	2
188	и о	3	2
189	наконец в	2	2
190	речи но	11	2
191	даже в	2	2
192	сих пор	3	2
193	слово не	2	2
194	с ней	2	2
195	в ее	6	2
196	и речи	19	2
197	как раз	3	2
198	нами в	4	2
199	на самом	3	2
200	если мы	5	2
201	себя от	2	2
202	только на	3	2
203	и слово	3	2
204	не есть	4	2
205	речь в	4	2
206	той же	8	2
207	в лучшем	2	2
208	мы не	7	2
209	можно было	2	2
210	нас в	2	2
211	и то	7	2
212	связи с	4	2
213	в определенных	2	2
214	с другом	2	2
215	речи эти	2	2
