N	2gram	Propp_Isto_2	Vladivir
1	и в	15	31
2	не только	18	24
3	но и	14	19
4	то что	12	18
5	и не	11	17
6	у него	4	15
7	он был	3	14
8	том что	7	14
9	что в	12	14
10	в этом	11	14
11	и с	4	14
12	что он	24	12
13	в его	6	12
14	но в	6	12
15	в том	6	11
16	между прочим	3	11
17	потому что	9	11
18	о том	3	11
19	так что	6	10
20	и то	2	10
21	он не	8	10
22	никогда не	15	9
23	а в	12	9
24	только в	6	9
25	и по	2	8
26	так как	14	8
27	уже в	2	7
28	кроме того	2	7
29	в доме	3	7
30	об этом	11	7
31	о нем	4	7
32	тут же	2	7
33	и его	3	7
34	как это	3	7
35	сказать что	2	7
36	мы уже	6	7
37	он и	3	6
38	в качестве	3	6
39	может быть	17	6
40	в котором	5	6
41	так и	5	6
42	не может	5	6
43	то же	10	6
44	и что	6	6
45	а с	2	5
46	все это	3	5
47	на то	3	5
48	не в	7	5
49	и если	2	5
50	видно что	6	5
51	а также	2	5
52	что и	6	5
53	когда он	3	5
54	не было	2	5
55	но он	4	5
56	я не	2	4
57	что у	2	4
58	в нем	7	4
59	главным образом	2	4
60	для нас	4	4
61	к ней	2	4
62	в себе	4	4
63	да и	2	4
64	как и	2	4
65	в этой	4	4
66	один из	8	4
67	в особенности	2	4
68	говорит что	3	4
69	как он	3	4
70	к нему	5	4
71	в которой	2	4
72	мы увидим	8	3
73	к тому	5	3
74	с другой	2	3
75	и так	2	3
76	в жизни	2	3
77	как в	5	3
78	увидим ниже	4	3
79	но не	2	3
80	но это	4	3
81	что они	10	3
82	ничего не	7	3
83	и из	2	3
84	все же	9	3
85	на его	2	3
86	вместе с	7	3
87	на него	5	3
88	другой стороны	2	3
89	в связи	5	3
90	таким образом	7	3
91	все эти	4	3
92	здесь мы	3	3
93	не мог	3	3
94	что этот	3	3
95	и на	4	3
96	то мы	2	3
97	он в	3	3
98	и здесь	9	3
99	во время	2	3
100	здесь не	2	3
101	тем что	4	2
102	нисколько не	2	2
103	с тем	9	2
104	она всегда	3	2
105	где же	2	2
106	хотя бы	2	2
107	по существу	2	2
108	не столько	2	2
109	в тот	2	2
110	но его	2	2
111	в тех	2	2
112	одной из	4	2
113	о его	2	2
114	мы знаем	11	2
115	ни в	2	2
116	тому же	2	2
117	еще не	9	2
118	при этом	4	2
119	того что	3	2
120	было бы	5	2
121	некоторое время	2	2
122	времени уже	2	2
123	и т	19	2
124	из них	2	2
125	выше мы	3	2
126	не будем	4	2
127	дело не	4	2
128	что она	5	2
129	а именно	3	2
130	т д	18	2
131	и для	2	2
132	тем самым	2	2
133	того чтобы	2	2
134	что мы	3	2
135	в очень	3	2
136	той же	2	2
137	он стал	2	2
138	с ними	2	2
139	знаем что	12	2
140	к этой	4	2
141	к себе	2	2
142	под названием	2	2
143	вера в	2	2
144	из этих	3	2
145	мы должны	4	2
146	его на	2	2
147	и это	3	2
