N	2gram	Trubetskoy_1	Problema
1	то что	7	42
2	то есть	4	33
3	и в	26	32
4	и не	8	31
5	не менее	3	19
6	в этом	15	19
7	тем не	3	18
8	не только	10	17
9	потому что	7	16
10	а не	5	15
11	в виде	4	15
12	в себе	6	15
13	как бы	12	14
14	может быть	10	14
15	но в	7	14
16	в нем	4	13
17	сказать что	2	13
18	что мы	2	13
19	что в	9	12
20	том что	7	12
21	так и	6	12
22	и даже	3	11
23	о том	6	11
24	так как	9	11
25	ничего общего	2	11
26	то же	4	10
27	прежде всего	2	10
28	в этой	4	10
29	но не	8	9
30	в том	11	9
31	но и	9	9
32	и что	4	9
33	так же	5	9
34	же самое	2	9
35	по своему	2	9
36	еще не	2	9
37	того чтобы	5	9
38	то с	3	9
39	в таком	3	9
40	и это	2	9
41	на то	2	8
42	не может	4	8
43	все эти	6	8
44	и о	3	8
45	и на	2	8
46	общего с	2	8
47	для того	5	8
48	никогда не	5	7
49	и является	2	7
50	все это	6	7
51	того что	3	7
52	в них	2	7
53	и все	2	7
54	что он	4	7
55	во всех	2	7
56	во всяком	6	7
57	только в	4	7
58	в конце	6	6
59	так что	3	6
60	и как	3	6
61	при этом	3	6
62	в самом	4	6
63	и если	3	6
64	в виду	2	6
65	таким образом	22	6
66	и здесь	2	6
67	в то	4	6
68	в его	5	6
69	в своем	3	5
70	или иной	2	5
71	можно сказать	3	5
72	той или	2	5
73	в котором	4	5
74	мы должны	6	5
75	с тем	18	5
76	связи с	9	5
77	далеко не	4	5
78	в других	3	5
79	именно в	2	4
80	точно так	3	4
81	не в	2	4
82	с целью	2	4
83	один из	2	4
84	и только	4	4
85	не было	2	4
86	в одно	2	4
87	а в	4	4
88	конце концов	3	4
89	если бы	3	4
90	сознании и	2	4
91	а также	2	4
92	если не	2	4
93	и для	5	4
94	мы можем	2	4
95	в связи	3	4
96	только для	2	3
97	уже в	2	3
98	что это	3	3
99	в этих	4	3
100	в отношении	6	3
101	с другой	8	3
102	что все	4	3
103	его от	2	3
104	но все	7	3
105	более или	5	3
106	случае не	3	3
107	несмотря на	6	3
108	всяком случае	6	3
109	хотя бы	3	3
110	из них	7	3
111	для этого	2	3
112	что оно	4	3
113	в самой	2	3
114	в которых	4	3
115	точки зрения	13	3
116	только не	2	3
117	ясно что	3	3
118	учение о	4	3
119	того же	6	3
120	до сих	5	3
121	к тому	6	3
122	он не	4	3
123	быть и	2	3
124	сих пор	5	3
125	или менее	5	3
126	уже не	3	3
127	свидетельствует о	2	3
128	на этот	4	3
129	к нему	7	3
130	с точки	6	3
131	не должны	2	3
132	очень много	2	3
133	есть как	2	2
134	не могут	2	2
135	же как	3	2
136	уже с	3	2
137	крайней мере	5	2
138	оказывается что	3	2
139	для него	3	2
140	но если	2	2
141	так или	3	2
142	то или	2	2
143	для этих	2	2
144	большей частью	3	2
145	не имеет	5	2
146	быть даже	2	2
147	особенно в	2	2
148	в результате	3	2
149	больше чем	2	2
150	и с	10	2
151	не как	2	2
152	одно из	2	2
153	из этих	10	2
154	к его	2	2
155	мы имеем	2	2
156	между тем	2	2
157	с его	2	2
158	но когда	2	2
159	по крайней	5	2
160	уже давно	2	2
161	по существу	2	2
162	и при	3	2
163	в качестве	3	2
164	со всеми	2	2
165	и потому	6	2
166	и особенно	2	2
167	вместе с	15	2
168	только что	2	2
169	или иначе	3	2
170	с другими	4	2
171	он в	2	2
172	тем и	2	2
173	которые в	2	2
174	не потому	2	2
175	в которой	3	2
176	в области	9	2
177	в эту	2	2
