N	2gram	Losev_Prob_2	Mirosoze
1	и в	35	46
2	может быть	18	21
3	в этом	17	20
4	и не	37	18
5	не только	24	18
6	но и	16	15
7	не может	13	15
8	как и	5	13
9	не есть	33	13
10	а не	10	13
11	прежде всего	11	12
12	потому что	13	12
13	не было	3	11
14	в ней	2	11
15	у нас	18	11
16	но в	6	10
17	он не	2	10
18	в себе	5	10
19	не в	2	9
20	не знает	3	9
21	и есть	4	8
22	но это	6	8
23	как бы	4	8
24	в своем	4	8
25	так как	7	8
26	она не	3	8
27	в этой	9	7
28	в нашем	3	7
29	человек не	2	7
30	что он	4	7
31	и к	3	7
32	хотя бы	12	7
33	и для	6	7
34	он сам	3	6
35	вопрос о	3	6
36	так же	5	6
37	того что	12	6
38	и здесь	4	6
39	то же	5	5
40	бы и	7	5
41	в отношении	4	5
42	что все	6	5
43	есть прежде	4	5
44	совсем не	7	5
45	в самом	5	5
46	один из	3	5
47	что она	4	5
48	в конце	7	5
49	друг к	2	5
50	и все	5	5
51	есть не	6	5
52	к тому	3	5
53	по преимуществу	2	5
54	к другу	2	5
55	то что	38	5
56	для того	3	5
57	в его	7	5
58	и это	5	5
59	что в	11	4
60	тому что	3	4
61	для этого	3	4
62	все что	3	4
63	только и	3	4
64	не имеет	7	4
65	самого себя	2	4
66	также и	12	4
67	том что	19	4
68	что и	2	4
69	так и	7	4
70	уже не	8	4
71	того чтобы	2	4
72	можно ли	6	3
73	и от	3	3
74	в такой	2	3
75	и можно	3	3
76	ни в	6	3
77	в том	12	3
78	с самим	3	3
79	что они	3	3
80	смысле слова	7	3
81	что всякий	5	3
82	и самого	4	3
83	не так	2	3
84	в своих	3	3
85	и на	5	3
86	сказать что	24	3
87	и с	10	3
88	что иное	3	3
89	о том	18	3
90	его в	3	3
91	нет ничего	2	3
92	иное как	3	3
93	не существует	6	3
94	если бы	4	3
95	в них	2	3
96	не что	3	3
97	это и	3	3
98	до сих	4	3
99	не будет	11	3
100	сих пор	4	3
101	все равно	3	3
102	чтобы не	2	3
103	той же	2	3
104	тем что	4	3
105	только в	14	3
106	есть в	4	3
107	только с	2	3
108	уже в	3	2
109	не был	4	2
110	мы еще	3	2
111	в этих	4	2
112	или иной	5	2
113	но эта	3	2
114	да и	10	2
115	нас не	3	2
116	так что	11	2
117	в действительности	2	2
118	и если	3	2
119	такого рода	15	2
120	и той	4	2
121	хотя и	3	2
122	же и	2	2
123	к нему	2	2
124	лишь в	3	2
125	должно быть	2	2
126	а в	4	2
127	в основе	3	2
128	не о	6	2
129	точки зрения	2	2
130	бы в	3	2
131	есть по	2	2
132	были бы	2	2
133	бы его	2	2
134	себе в	2	2
135	тогда когда	3	2
136	по себе	8	2
137	для нашей	3	2
138	связи с	5	2
139	нельзя было	3	2
140	и что	13	2
141	тот же	4	2
142	и тот	3	2
143	мысль о	2	2
144	себе и	2	2
145	во всех	2	2
146	еще в	2	2
147	оно не	3	2
148	вместе с	2	2
149	быть и	2	2
150	что же	9	2
151	если я	2	2
152	бы не	3	2
153	еще более	2	2
154	одной и	2	2
155	что не	5	2
156	можно было	5	2
157	тому как	3	2
158	нас в	3	2
159	правда в	2	2
160	подобно тому	2	2
161	сознания и	2	2
162	от его	2	2
163	как будто	6	2
164	которые в	2	2
165	ничего не	10	2
166	и поэтому	2	2
