N	2gram	Potebnia_M_2	Myshleni
1	и в	24	25
2	в том	18	23
3	том что	8	20
4	что в	16	17
5	так же	2	17
6	таким образом	11	17
7	с тем	4	16
8	как и	7	15
9	то что	20	15
10	в его	2	15
11	в этом	8	14
12	вместе с	11	14
13	может быть	23	13
14	в целом	3	13
15	так как	10	12
16	могли бы	2	11
17	что они	5	10
18	как бы	9	10
19	и не	19	10
20	и что	4	10
21	того что	7	10
22	было бы	13	10
23	что и	11	10
24	только в	11	10
25	связи с	6	9
26	как в	10	9
27	мы не	11	9
28	того чтобы	2	8
29	тем что	7	8
30	уже в	5	7
31	в образовании	2	7
32	столь же	5	7
33	все эти	2	7
34	что мы	11	7
35	как это	2	7
36	по себе	15	7
37	для того	5	7
38	мы можем	12	7
39	самого начала	2	6
40	не менее	5	6
41	с другой	6	6
42	в собственном	2	6
43	с самого	2	6
44	не в	13	6
45	и у	3	6
46	один из	2	6
47	в животном	2	6
48	не может	12	6
49	в связи	2	6
50	и на	8	6
51	потому что	49	6
52	мы должны	2	6
53	что он	4	6
54	но не	12	6
55	того же	14	6
56	не только	15	6
57	все же	5	6
58	все это	2	6
59	слова и	3	6
60	так и	5	5
61	что это	3	5
62	тем не	6	5
63	и как	6	5
64	но это	3	5
65	для него	10	5
66	одной стороны	3	5
67	при этом	13	5
68	что она	3	5
69	с одной	4	5
70	и по	2	5
71	отношения между	2	5
72	человека и	3	5
73	если бы	11	5
74	о том	5	5
75	могут быть	8	5
76	и другое	4	5
77	факт что	2	5
78	не могут	7	4
79	независимо от	9	4
80	никогда не	4	4
81	в какой	2	4
82	из этих	4	4
83	прежде всего	7	4
84	на то	5	4
85	бы что	2	4
86	мы знаем	2	4
87	что с	2	4
88	мог бы	3	4
89	смысле этого	3	4
90	всяком случае	7	4
91	время как	4	4
92	из них	5	4
93	но и	9	4
94	от того	5	4
95	не столько	2	4
96	то и	9	4
97	друг друга	2	4
98	а в	8	4
99	сказать что	2	4
100	в то	6	4
101	с ним	5	4
102	тогда когда	10	4
103	что слово	2	4
104	с этим	7	4
105	и все	3	4
106	что оно	4	4
107	и того	6	4
108	жизни ребенка	2	4
109	то время	4	4
110	одного и	6	4
111	еще не	4	4
112	связь между	2	4
113	тем же	3	4
114	той же	3	4
115	которые не	3	4
116	во всяком	7	4
117	этого слова	6	4
118	и это	2	4
119	там где	4	4
120	но на	2	3
121	оба эти	2	3
122	в себя	2	3
123	в свою	6	3
124	как оно	2	3
125	на этом	2	3
126	значением слова	2	3
127	в самом	4	3
128	вслед за	3	3
129	имеет место	2	3
130	не можем	6	3
131	в котором	4	3
132	если в	3	3
133	и их	5	3
134	другой стороны	2	3
135	по отношению	2	3
136	но только	2	3
137	с ними	3	3
138	их в	2	3
139	между тем	6	3
140	во всем	2	3
141	его в	3	3
142	как он	4	3
143	с которыми	2	3
144	к которому	2	3
145	не как	3	3
146	в жизни	2	3
147	состоит в	2	3
148	к этому	2	3
149	для образования	2	3
150	мы видим	2	3
151	сами по	7	3
152	не есть	6	3
153	или менее	8	3
154	а с	2	3
155	если мы	3	3
156	между ними	2	3
157	на деле	3	3
158	того как	7	3
159	слова в	5	2
160	место в	4	2
161	то же	12	2
162	в этих	3	2
163	тому что	2	2
164	эти последние	2	2
165	и от	3	2
166	мы называем	3	2
167	одной и	2	2
168	и вместе	4	2
169	для нас	31	2
170	ни было	3	2
171	так что	10	2
172	но все	2	2
173	свою очередь	6	2
174	в нашей	2	2
175	некоторое время	2	2
176	и той	2	2
177	к другим	3	2
178	хотя и	3	2
179	в нем	9	2
180	заключает в	4	2
181	для обозначения	2	2
182	этих последних	2	2
183	и только	6	2
184	только после	2	2
185	которых мы	3	2
186	и других	2	2
187	должно быть	2	2
188	все остальные	5	2
189	как на	3	2
190	от одного	3	2
191	и здесь	2	2
192	бы быть	3	2
193	слово с	2	2
194	бы в	2	2
195	от другого	3	2
196	между двумя	6	2
197	с его	2	2
198	всех этих	2	2
199	они имеют	2	2
200	главным образом	4	2
201	само по	2	2
202	в них	5	2
203	к другому	4	2
204	и во	3	2
205	в одном	6	2
206	с нею	2	2
207	этом смысле	2	2
208	связанные с	2	2
209	же в	5	2
210	только потому	2	2
211	в таком	4	2
212	одна из	4	2
213	о котором	2	2
214	все что	3	2
215	но тем	3	2
216	указывает на	2	2
217	тот же	5	2
218	и может	3	2
219	животных и	2	2
220	мы в	3	2
221	с теми	2	2
222	и потому	2	2
223	оно не	3	2
224	всем этом	2	2
225	находится в	3	2
226	только что	3	2
227	внимание на	2	2
228	вытекает из	2	2
229	уже не	4	2
230	тем самым	4	2
231	и для	3	2
232	и его	2	2
233	у человека	2	2
234	или в	2	2
235	с другими	5	2
236	тому как	4	2
237	и то	3	2
238	в каком	3	2
239	в себе	10	2
240	в чем	7	2
241	в эту	3	2
