N	2gram	Ircho_Kome_2	Psycholo
1	и в	26	38
2	то что	6	35
3	все время	2	30
4	в том	11	25
5	в самом	4	25
6	что в	9	20
7	может быть	11	19
8	и что	2	18
9	что она	2	16
10	точки зрения	4	16
11	в ней	3	15
12	если бы	9	14
13	том что	9	14
14	как бы	2	14
15	и т	2	14
16	потому что	6	14
17	в этой	3	13
18	в этом	10	13
19	было бы	8	12
20	не только	7	12
21	таким образом	6	12
22	не в	2	12
23	что он	5	11
24	что это	4	10
25	то же	3	10
26	и не	14	10
27	и все	2	10
28	в двух	6	9
29	того чтобы	6	9
30	все же	4	8
31	с тем	5	8
32	с этим	5	8
33	в одном	2	8
34	вовсе не	2	8
35	для нас	3	8
36	как и	4	8
37	так что	5	8
38	из этого	2	8
39	для того	5	8
40	и это	2	8
41	с другой	2	7
42	в ее	2	7
43	мы можем	3	7
44	не может	3	7
45	что у	4	7
46	как мы	4	7
47	а в	3	7
48	между тем	4	7
49	из них	7	6
50	с и	4	6
51	и здесь	6	6
52	к тому	12	6
53	с самого	2	6
54	до сих	2	6
55	один из	5	6
56	и если	2	6
57	в котором	3	6
58	не имеет	3	6
59	тому что	4	6
60	он не	2	6
61	с одной	2	6
62	так как	4	6
63	как это	4	6
64	и его	12	6
65	и на	7	6
66	о том	6	6
67	ясно что	8	6
68	в своем	6	5
69	в какой	2	5
70	на этом	2	5
71	одной стороны	2	5
72	в своей	3	5
73	вместе с	9	5
74	но и	10	5
75	сих пор	2	5
76	т п	2	5
77	в той	2	5
78	или в	3	5
79	действующих лиц	5	5
80	мы не	2	5
81	в его	4	5
82	в которой	5	5
83	идет о	2	4
84	в тех	3	4
85	по своему	2	4
86	и для	4	4
87	во всех	3	4
88	в самой	3	4
89	но если	3	4
90	речь идет	3	4
91	в нем	6	4
92	что и	7	4
93	с той	2	4
94	в целом	4	4
95	как в	3	4
96	в течение	2	4
97	когда в	2	4
98	из которых	3	4
99	время как	2	4
100	больше чем	5	4
101	у него	4	4
102	только в	4	4
103	как будто	4	4
104	одна из	2	4
105	в виду	2	4
106	место в	4	3
107	в них	4	3
108	из этих	4	3
109	к этому	5	3
110	так называемой	3	3
111	и к	2	3
112	ни в	5	3
113	он был	2	3
114	к концу	3	3
115	того же	3	3
116	тот же	2	3
117	наряду с	6	3
118	в один	2	3
119	все это	3	3
120	того как	3	3
121	тем что	3	3
122	в то	6	3
123	бы в	2	3
124	могла бы	3	3
125	на это	2	3
126	его в	4	3
127	едва ли	14	3
128	что по	2	3
129	но в	3	3
130	реакции на	2	2
131	признать что	2	2
132	и другие	2	2
133	в этих	4	2
134	отнюдь не	2	2
135	хотя бы	2	2
136	столь же	9	2
137	с этой	3	2
138	и во	2	2
139	и я	2	2
140	во всяком	2	2
141	друг другу	3	2
142	надо было	3	2
143	что именно	2	2
144	и ее	2	2
145	же в	4	2
146	в силу	2	2
147	и столь	3	2
148	то время	3	2
149	здесь в	3	2
150	со своей	3	2
151	например в	3	2
152	и дает	2	2
153	всяком случае	2	2
154	то это	2	2
155	всех остальных	2	2
156	со стороны	2	2
157	целый ряд	2	2
158	что его	3	2
159	в одной	2	2
160	все больше	2	2
161	для всех	3	2
162	не более	2	2
163	мы найдем	3	2
164	той же	3	2
165	в качестве	5	2
166	в конце	2	2
167	а у	3	2
168	одно из	2	2
169	к его	2	2
170	в истории	5	2
