N	2gram	Losev_Dial_4	Psycholo
1	то что	16	44
2	и в	15	33
3	в этом	11	28
4	как бы	14	25
5	и что	9	25
6	потому что	10	24
7	для того	5	23
8	может быть	17	22
9	том что	10	22
10	того чтобы	5	22
11	что в	7	21
12	в том	11	21
13	о том	5	20
14	что он	7	20
15	и мы	7	15
16	только что	2	15
17	как это	2	14
18	что это	13	13
19	таким образом	5	13
20	и не	30	13
21	так же	4	13
22	сказать что	6	13
23	все это	9	13
24	в самом	2	12
25	и все	11	12
26	так как	14	12
27	было бы	9	12
28	если мы	5	12
29	что все	4	11
30	на то	5	10
31	что она	5	10
32	не может	11	10
33	в его	4	10
34	если бы	6	10
35	в этой	4	9
36	и если	3	9
37	по себе	13	9
38	как раз	4	9
39	то же	9	9
40	для этого	2	8
41	совершенно ясно	2	8
42	в каком	5	8
43	вместе с	2	8
44	как будто	2	8
45	в своем	5	7
46	так что	6	7
47	в нем	5	7
48	и только	2	7
49	не только	8	7
50	когда он	3	7
51	перед нами	6	6
52	это не	12	6
53	что они	4	6
54	в ней	5	6
55	и т	17	6
56	все эти	3	6
57	и вот	11	6
58	точки зрения	14	6
59	что мы	7	6
60	мы видим	4	6
61	мы должны	4	6
62	в сущности	5	6
63	никак не	2	6
64	а не	18	6
65	в себе	8	6
66	что эта	2	6
67	мы будем	2	5
68	никогда не	2	5
69	нисколько не	2	5
70	и как	4	5
71	мы не	9	5
72	и на	5	5
73	вовсе не	6	5
74	только после	2	5
75	с ним	3	5
76	мы можем	3	5
77	ясно что	11	5
78	с этим	3	5
79	это и	9	5
80	как и	7	5
81	и может	2	5
82	мы уже	3	5
83	и его	7	5
84	все же	2	5
85	заключается в	2	5
86	и это	8	5
87	смысла и	3	4
88	я не	5	4
89	и есть	19	4
90	в частности	2	4
91	совершенно не	3	4
92	и уже	4	4
93	из них	2	4
94	жизни и	4	4
95	смысл и	3	4
96	от этих	2	4
97	этой жизни	2	4
98	не просто	7	4
99	того что	13	4
100	с этой	2	4
101	при помощи	3	4
102	с тем	4	4
103	и так	2	4
104	в жизни	5	4
105	к этому	3	4
106	об этом	3	4
107	у нас	3	4
108	никто не	2	4
109	и о	8	4
110	о нем	2	4
111	говорит о	3	4
112	себя в	2	4
113	не будет	2	4
114	в своей	3	4
115	ее в	2	4
116	что не	3	4
117	с точки	9	4
118	той же	5	4
119	жизнь и	2	4
120	только в	7	4
121	в которой	2	4
122	это было	2	4
123	сама по	5	3
124	что если	3	3
125	что оно	7	3
126	точно так	2	3
127	что именно	7	3
128	ни в	8	3
129	должно быть	2	3
130	на этом	3	3
131	но если	5	3
132	был бы	2	3
133	с ее	10	3
134	но и	4	3
135	конечно не	2	3
136	не было	2	3
137	в то	6	3
138	та же	3	3
139	нет ни	3	3
140	том как	2	3
141	в основе	10	3
142	вот как	2	3
143	при таком	2	3
144	в одном	4	3
145	говорить о	11	3
146	она не	4	3
147	и из	2	3
148	что и	6	3
149	сделать это	2	3
150	так и	5	3
151	как в	3	3
152	да и	2	3
153	во всей	2	3
154	тем самым	3	3
155	из которых	3	3
156	и для	5	3
157	что этот	2	3
158	во всяком	2	3
159	от этого	3	3
160	тем что	2	3
161	в виде	3	3
162	как только	5	2
163	бы и	3	2
164	самое что	2	2
165	из этих	2	2
166	на все	2	2
167	прежде всего	11	2
168	вопрос о	2	2
169	со всей	2	2
170	без всякого	2	2
171	но все	2	2
172	такое понимание	2	2
173	же время	6	2
174	и другое	2	2
175	в нашей	2	2
176	при этом	2	2
177	и та	3	2
178	себе и	2	2
179	и той	3	2
180	в виду	9	2
181	в котором	2	2
182	показать как	2	2
183	один из	4	2
184	но мы	2	2
185	с той	2	2
186	она есть	10	2
187	в их	3	2
188	допустим что	2	2
189	другой стороны	2	2
190	быть не	2	2
191	т д	15	2
192	именно в	5	2
193	и наконец	3	2
194	не имеет	14	2
195	есть только	3	2
196	воли и	2	2
197	о ней	2	2
198	в результате	6	2
199	и с	4	2
200	во всем	2	2
201	также и	4	2
202	не в	8	2
203	не понимает	2	2
204	и потому	3	2
205	бы не	2	2
206	мы имеем	5	2
207	но в	3	2
208	сам по	2	2
209	а как	2	2
210	с его	5	2
211	только не	3	2
212	в них	2	2
213	лежит в	3	2
214	думать что	2	2
215	надо было	3	2
216	видим что	4	2
217	в ее	2	2
218	можно сказать	5	2
219	во всех	2	2
220	не по	2	2
221	и когда	2	2
222	нем нет	2	2
223	и именно	2	2
224	со стороны	3	2
225	даже не	2	2
226	оказывается что	4	2
227	в словах	3	2
228	одной и	3	2
229	хотя бы	4	2
230	тому как	4	2
231	и то	3	2
232	ни на	6	2
233	и ее	8	2
234	так чтобы	3	2
235	едва ли	3	2
236	ничего не	17	2
