N	2gram	Bakhtin_Pr_1	KulturaY
1	т е	21	38
2	и т	4	33
3	в том	8	30
4	и в	29	24
5	потому что	8	23
6	том что	7	21
7	т п	3	18
8	что в	8	17
9	и пр	3	15
10	было бы	5	15
11	в этом	22	14
12	точки зрения	19	14
13	может быть	24	13
14	все же	9	12
15	таким образом	12	12
16	в его	24	12
17	и не	31	12
18	не в	7	11
19	только в	10	11
20	вовсе не	7	10
21	в самом	10	10
22	не только	15	10
23	хотя бы	2	10
24	если бы	9	9
25	то что	15	9
26	прежде всего	7	9
27	отношению к	8	9
28	самом деле	6	9
29	с точки	13	9
30	так как	6	9
31	по отношению	8	8
32	то же	14	8
33	уже не	13	8
34	а не	22	8
35	как раз	6	8
36	тем что	4	8
37	в них	3	7
38	с другой	3	7
39	связи с	2	7
40	как бы	19	7
41	не может	12	7
42	это не	9	7
43	бы в	3	7
44	так и	7	7
45	однако не	2	6
46	именно в	5	6
47	что он	8	6
48	зависимости от	5	6
49	при этом	2	6
50	на себе	2	6
51	в ней	2	6
52	но и	14	6
53	что же	4	6
54	все это	6	6
55	другой стороны	3	6
56	можно было	2	6
57	все эти	9	6
58	в которых	2	6
59	в которой	2	6
60	в зависимости	5	5
61	но не	9	5
62	еще не	5	5
63	например в	3	5
64	всяком случае	3	5
65	и что	2	5
66	этом отношении	3	5
67	а потому	2	5
68	в той	2	5
69	не потому	2	5
70	а в	7	5
71	и его	14	5
72	рядом с	14	5
73	в результате	4	5
74	во всяком	5	5
75	между тем	5	5
76	так сказать	4	5
77	с ним	5	5
78	и с	4	5
79	с его	9	4
80	к себе	2	4
81	и потому	6	4
82	в нем	19	4
83	же в	2	4
84	по существу	3	4
85	в пределах	13	4
86	это и	5	4
87	один из	2	4
88	что и	4	4
89	не есть	2	4
90	в целом	6	4
91	сих пор	2	4
92	до сих	2	4
93	как в	6	4
94	не на	4	4
95	с этим	2	4
96	в самой	6	4
97	так что	2	4
98	так же	6	4
99	и на	7	4
100	в данном	2	4
101	там где	10	4
102	уже в	3	3
103	нисколько не	2	3
104	как на	3	3
105	уже и	2	3
106	на себя	2	3
107	в духе	3	3
108	этом смысле	10	3
109	была бы	3	3
110	из одного	4	3
111	его к	2	3
112	в этой	4	3
113	в сущности	5	3
114	в котором	2	3
115	в истории	2	3
116	даже в	4	3
117	оно не	3	3
118	на его	2	3
119	что она	6	3
120	тому что	3	3
121	в своем	8	3
122	не было	4	3
123	что оно	2	3
124	в их	3	3
125	и даже	2	3
126	несмотря на	6	3
127	должно быть	4	3
128	той же	5	3
129	должна быть	5	3
130	и здесь	3	3
131	с их	5	3
132	они не	4	3
133	в себе	7	3
134	он есть	4	3
135	в одном	10	3
136	я не	3	2
137	и есть	2	2
138	бы уже	2	2
139	никогда не	3	2
140	превращается в	4	2
141	с этой	2	2
142	но с	3	2
143	в каждом	8	2
144	на самом	5	2
145	не могут	6	2
146	что было	4	2
147	вопрос о	2	2
148	по себе	8	2
149	идет о	4	2
150	в смысле	2	2
151	слова но	2	2
152	в то	10	2
153	как и	12	2
154	и как	7	2
155	е не	2	2
156	но все	5	2
157	лишь как	7	2
158	в большинстве	2	2
159	же время	9	2
160	социальной жизни	2	2
161	тот же	2	2
162	если б	2	2
163	конечно не	2	2
164	в своей	8	2
165	по преимуществу	2	2
166	одним из	6	2
167	никак не	2	2
168	же и	2	2
169	в контексте	2	2
170	как таковой	2	2
171	о нем	9	2
172	все те	2	2
173	себе и	3	2
174	был бы	6	2
175	ни в	3	2
176	были бы	4	2
177	себя самого	2	2
178	бы и	4	2
179	чтобы в	2	2
180	то и	2	2
181	как например	2	2
182	он не	5	2
183	и для	4	2
184	то оно	2	2
185	на этот	2	2
186	между ними	2	2
187	ни одного	2	2
188	по своим	2	2
189	одно из	2	2
190	во все	2	2
191	могли бы	2	2
192	в структуре	2	2
193	е в	2	2
194	до конца	8	2
195	ничего не	5	2
196	но в	7	2
197	своего времени	2	2
