N	2gram	Losev_Prob_1	KFilosof
1	может быть	14	43
2	в его	6	39
3	в нем	13	31
4	не может	8	27
5	и не	31	26
6	и в	32	22
7	в котором	5	21
8	в себе	15	21
9	не есть	29	19
10	в ее	3	17
11	а не	15	17
12	и его	3	17
13	только в	7	16
14	точки зрения	3	13
15	в этом	19	13
16	ни в	7	12
17	для него	2	12
18	но не	9	12
19	и это	9	12
20	все эти	8	11
21	в своей	8	11
22	не в	4	11
23	к нему	3	11
24	в своем	5	10
25	это не	6	10
26	все это	7	10
27	во всех	7	10
28	с точки	3	10
29	и есть	6	9
30	но и	9	9
31	в их	4	9
32	как бы	14	9
33	и все	7	9
34	и для	4	9
35	не было	4	8
36	если бы	4	8
37	было бы	8	8
38	и здесь	6	7
39	вовсе не	35	7
40	то что	42	7
41	в том	9	6
42	но это	8	6
43	момент в	2	6
44	смысл и	3	6
45	и только	4	6
46	отнюдь не	10	6
47	совершенно не	6	6
48	он не	3	6
49	не значит	2	6
50	уже не	3	6
51	никогда не	7	5
52	хотя бы	3	5
53	то же	10	5
54	его как	2	5
55	но все	3	5
56	именно в	4	5
57	не имеет	2	5
58	должно быть	2	5
59	но как	6	5
60	но ведь	3	5
61	его в	6	5
62	с ним	3	5
63	но в	14	5
64	как и	3	5
65	не только	17	5
66	для себя	3	5
67	единое и	2	5
68	мы имеем	2	5
69	со всем	2	5
70	что в	12	4
71	входит в	4	4
72	для нас	5	4
73	при этом	6	4
74	между тем	2	4
75	нисколько не	3	4
76	не как	2	4
77	том что	12	4
78	о нем	3	4
79	во всей	3	4
80	как его	2	4
81	а в	4	4
82	тем самым	4	4
83	в каком	3	4
84	в чем	3	4
85	и весь	4	3
86	что это	3	3
87	не менее	19	3
88	и пр	4	3
89	в виду	6	3
90	здесь нет	2	3
91	и тем	13	3
92	того что	7	3
93	поскольку он	2	3
94	ясно и	2	3
95	и на	8	3
96	в то	6	3
97	того или	2	3
98	о том	11	3
99	и ни	4	3
100	а эта	2	3
101	мы не	2	3
102	всех этих	7	3
103	сознания и	2	3
104	этом смысле	6	3
105	ясно что	3	3
106	или иного	2	3
107	по своему	9	3
108	еще не	9	3
109	для которого	3	3
110	и делает	3	3
111	нет и	2	3
112	этот акт	3	3
113	быть и	3	3
114	на самом	6	3
115	самом деле	6	3
116	для того	8	3
117	что не	3	3
118	что этот	2	3
119	тем что	7	3
120	могут быть	2	3
121	здесь не	7	3
122	ничего не	10	3
123	можно ли	5	2
124	прежде всего	10	2
125	или иной	5	2
126	тем не	18	2
127	и как	6	2
128	это есть	9	2
129	совсем не	4	2
130	бы оно	3	2
131	но для	3	2
132	не о	2	2
133	в него	2	2
134	что значит	3	2
135	по себе	15	2
136	тому что	4	2
137	для этого	3	2
138	мышления и	4	2
139	именно на	3	2
140	действительности в	3	2
141	потому что	16	2
142	может иметь	2	2
143	он и	8	2
144	той или	5	2
145	говорить о	6	2
146	а это	2	2
147	в сознании	5	2
148	я и	2	2
149	с его	2	2
150	и то	6	2
151	с тем	5	2
152	раз и	9	2
153	в жизни	3	2
154	что он	7	2
155	конечно в	2	2
156	и того	2	2
157	не будет	2	2
158	в качестве	2	2
159	есть именно	5	2
160	события есть	2	2
161	не нужно	3	2
162	и может	2	2
163	со всеми	2	2
164	в это	2	2
165	но есть	2	2
166	есть его	2	2
167	и потому	2	2
168	оно не	3	2
169	так и	12	2
170	как в	4	2
171	это только	2	2
172	в виде	15	2
173	если не	4	2
174	мы здесь	2	2
175	того чтобы	9	2
176	то или	2	2
177	в данном	9	2
178	в этой	10	2
179	ничего общего	11	2
180	как оно	3	2
181	дело в	3	2
182	или как	3	2
183	едва ли	2	2
184	не потому	2	2
185	в области	2	2
