N	2gram	Bakhtin_Fr_4	Hudozhes
1	и в	29	28
2	том что	3	19
3	в ее	3	18
4	и не	16	18
5	своего рода	6	16
6	в том	7	15
7	в этом	11	13
8	о том	2	12
9	перед нами	4	11
10	как и	12	11
11	при этом	3	11
12	в его	8	11
13	не только	10	11
14	уже не	2	10
15	не случайно	3	10
16	но и	9	9
17	в себе	3	9
18	о чем	2	8
19	в жизни	2	8
20	что он	4	8
21	может быть	2	8
22	себя в	2	8
23	так и	11	8
24	жизни в	2	7
25	и все	13	7
26	к тому	2	7
27	в частности	3	7
28	с ним	2	7
29	это не	5	6
30	в котором	2	6
31	то что	4	6
32	жизни и	4	6
33	в своей	5	6
34	то же	10	6
35	и с	9	6
36	тем что	4	6
37	в то	10	6
38	с его	4	5
39	что это	5	5
40	и другие	2	5
41	у него	5	5
42	в своем	3	5
43	как бы	8	5
44	как в	2	5
45	да и	2	5
46	с ее	3	5
47	в этой	13	5
48	и сам	3	5
49	никогда не	2	5
50	и его	8	5
51	рядом с	5	5
52	превращается в	3	4
53	у вас	2	4
54	то в	3	4
55	но не	2	4
56	что они	2	4
57	в качестве	3	4
58	же время	8	4
59	для того	3	4
60	о своем	2	4
61	и о	5	4
62	он не	3	4
63	пародия на	2	4
64	как раз	2	4
65	не может	2	4
66	того чтобы	3	4
67	подобно тому	3	4
68	как будто	2	4
69	только в	2	4
70	тому как	3	4
71	в других	2	4
72	бы не	2	3
73	все время	3	3
74	в них	7	3
75	с другой	4	3
76	прежде всего	8	3
77	в нем	5	3
78	есть и	4	3
79	еще не	4	3
80	одной стороны	2	3
81	одной из	2	3
82	раз в	2	3
83	по преимуществу	3	3
84	в ней	3	3
85	мы уже	10	3
86	в этих	2	3
87	все они	5	3
88	со стороны	2	3
89	все это	4	3
90	с одной	2	3
91	так же	7	3
92	или в	2	3
93	с ними	3	3
94	и на	11	3
95	соответствии с	2	3
96	что у	3	3
97	как он	2	3
98	и это	2	3
99	к нему	3	3
100	в основе	2	2
101	это был	2	2
102	место в	2	2
103	только для	4	2
104	сам он	2	2
105	его и	2	2
106	именно в	2	2
107	не столько	2	2
108	вовсе не	9	2
109	а как	2	2
110	о его	2	2
111	как мы	10	2
112	когда же	2	2
113	они были	3	2
114	что я	2	2
115	на этом	2	2
116	и к	2	2
117	же и	3	2
118	а также	2	2
119	все те	2	2
120	если в	2	2
121	один из	4	2
122	в нашем	4	2
123	все же	3	2
124	во второй	2	2
125	из них	6	2
126	ни с	2	2
127	как на	2	2
128	здесь не	3	2
129	еще и	7	2
130	и у	2	2
131	и эта	2	2
132	между ними	2	2
133	и для	2	2
134	с точки	2	2
135	той же	3	2
136	роль в	3	2
137	и то	2	2
138	сказать что	5	2
139	точки зрения	4	2
140	его в	9	2
141	нет ничего	2	2
142	но в	12	2
143	же не	2	2
