N	2gram	Propp_Isto_7	Problema
1	и не	4	28
2	не только	21	24
3	только в	6	23
4	вовсе не	4	21
5	в том	7	20
6	и в	24	20
7	ни в	2	17
8	не просто	2	16
9	все эти	2	16
10	то что	7	15
11	потому что	9	15
12	было бы	2	14
13	но и	11	14
14	точки зрения	4	14
15	перед нами	2	13
16	не в	9	13
17	том что	10	12
18	прежде всего	2	11
19	не менее	5	10
20	тем не	4	10
21	в качестве	3	10
22	так и	5	10
23	и его	3	10
24	это значит	2	10
25	при помощи	3	10
26	может быть	14	9
27	все это	8	9
28	и даже	3	9
29	в этом	12	9
30	что он	21	8
31	таким образом	7	8
32	и все	6	8
33	но в	5	8
34	с другой	9	7
35	это не	10	7
36	еще не	8	7
37	мы не	4	7
38	и тем	2	7
39	то же	8	7
40	а не	8	7
41	сказать что	2	7
42	здесь не	2	7
43	об этом	6	6
44	всех этих	6	6
45	и от	2	6
46	так что	3	6
47	для нас	6	6
48	как и	6	6
49	но это	3	6
50	что здесь	7	6
51	при этом	4	6
52	другой стороны	8	6
53	в данном	4	6
54	мы имеем	12	6
55	но не	6	5
56	хотя и	3	5
57	в нем	6	5
58	в целях	2	5
59	в ее	2	5
60	и если	3	5
61	и о	2	5
62	вместе с	7	5
63	данном случае	3	5
64	как в	12	5
65	так же	6	5
66	то и	4	5
67	не может	14	5
68	в них	3	5
69	так как	8	5
70	уже не	2	5
71	или в	8	5
72	в этих	13	5
73	о том	9	5
74	уже в	3	4
75	или даже	2	4
76	и ее	2	4
77	что его	2	4
78	кроме того	3	4
79	одной из	4	4
80	что она	5	4
81	как бы	4	4
82	тем более	2	4
83	не имеет	4	4
84	и т	17	4
85	во всех	7	4
86	ни с	2	4
87	без всякого	2	4
88	отличается от	2	4
89	с этим	2	4
90	а в	10	4
91	что не	2	4
92	и наконец	3	4
93	в то	2	4
94	с ним	5	4
95	в связи	2	3
96	в мифе	2	3
97	вообще не	2	3
98	если не	4	3
99	точно так	2	3
100	с собой	7	3
101	как мы	3	3
102	все в	2	3
103	здесь мы	5	3
104	но все	4	3
105	в ряд	2	3
106	связи с	3	3
107	себе и	3	3
108	конечно не	2	3
109	между прочим	3	3
110	вплоть до	2	3
111	не так	2	3
112	здесь нет	3	3
113	то это	5	3
114	что и	8	3
115	что в	13	3
116	другими словами	2	3
117	дело не	5	3
118	т д	16	3
119	и другое	2	3
120	что мы	3	3
121	здесь тоже	2	3
122	к нему	7	3
123	и на	2	3
124	тем что	6	3
125	из них	2	3
126	имеем в	5	3
127	мы должны	4	3
128	а если	2	3
129	как это	2	3
130	мы можем	4	3
131	этого не	2	2
132	но они	3	2
133	по этому	2	2
134	со своей	2	2
135	что во	2	2
136	в конце	3	2
137	этом мы	2	2
138	и говорит	4	2
139	в литературе	2	2
140	стороны и	2	2
141	с его	3	2
142	что они	3	2
143	а его	3	2
144	то время	2	2
145	тот же	2	2
146	кажется что	3	2
147	что это	6	2
148	на его	2	2
149	в самом	2	2
150	том чтобы	3	2
151	он не	6	2
152	к ней	2	2
153	не вполне	3	2
154	время как	2	2
155	в котором	2	2
156	все же	9	2
157	не будет	2	2
158	с ней	3	2
159	был в	2	2
160	говорит о	2	2
161	если он	3	2
162	а именно	6	2
163	только на	2	2
164	всех других	2	2
165	на земле	2	2
166	то ли	2	2
167	там же	2	2
168	но эта	2	2
169	она в	3	2
170	совершенно ясно	4	2
171	и что	10	2
172	мы здесь	2	2
173	и он	3	2
174	и по	3	2
175	друг друга	2	2
176	в других	4	2
177	почти всегда	2	2
178	и когда	2	2
179	приходит к	3	2
180	во всем	2	2
181	его в	3	2
182	и это	2	2
183	видим и	3	2
184	очень много	2	2
185	в чем	5	2
186	в которой	2	2
187	того же	2	2
188	но по	2	2
