N	2gram	Tiupa_Hudo_2	Psycholo
1	в том	15	37
2	и в	28	32
3	том что	19	21
4	то что	6	21
5	потому что	2	21
6	что в	5	20
7	так же	3	18
8	может быть	8	18
9	что и	4	17
10	не может	4	17
11	точки зрения	2	17
12	что она	7	16
13	самом деле	3	16
14	того чтобы	4	14
15	что он	8	13
16	при этом	11	13
17	то же	6	13
18	для того	4	13
19	в этом	13	13
20	в самом	5	12
21	не только	11	12
22	было бы	3	11
23	в основе	2	11
24	как и	11	10
25	и т	4	10
26	но и	9	10
27	и не	18	10
28	с точки	2	10
29	никогда не	5	9
30	что все	3	9
31	как в	5	9
32	тем что	6	9
33	что это	5	8
34	не менее	5	8
35	не в	13	8
36	дело с	2	8
37	т п	2	8
38	той же	2	8
39	к тому	7	7
40	мы знаем	2	7
41	а не	14	7
42	можно было	3	7
43	и его	5	7
44	сказать что	2	7
45	как будто	4	7
46	только в	4	7
47	что они	4	7
48	все время	3	6
49	в этой	5	6
50	он не	4	6
51	как бы	5	6
52	в художественном	4	6
53	те же	2	6
54	же самое	3	6
55	о том	12	6
56	если бы	6	6
57	отнюдь не	2	5
58	что у	3	5
59	вслед за	4	5
60	в ней	3	5
61	до сих	2	5
62	сих пор	2	5
63	все это	3	5
64	как раз	4	5
65	только на	5	5
66	как на	2	5
67	и на	3	5
68	в то	6	5
69	же как	2	4
70	столь же	3	4
71	едва ли	3	4
72	в жизни	8	4
73	что на	3	4
74	тем не	4	4
75	как это	7	4
76	и сам	5	4
77	несмотря на	3	4
78	в нем	3	4
79	все же	2	4
80	из них	2	4
81	жизни и	6	4
82	наряду с	5	4
83	данном случае	2	4
84	а в	6	4
85	и все	7	4
86	и для	2	4
87	в данном	2	4
88	тому что	4	4
89	и с	6	4
90	и это	3	4
91	ничего не	5	4
92	того как	2	4
93	между тем	8	4
94	состоит в	7	3
95	в частности	7	3
96	конечном счете	3	3
97	хотя бы	2	3
98	с другой	3	3
99	не как	2	3
100	и к	2	3
101	об этом	7	3
102	в своей	6	3
103	один из	2	3
104	с ее	5	3
105	так и	8	3
106	и ее	3	3
107	жизни с	2	3
108	бы и	4	3
109	что же	2	3
110	на этом	2	3
111	что не	2	3
112	в конечном	4	3
113	и он	3	3
114	приходит к	2	3
115	тому как	4	3
116	и то	2	3
117	того или	2	3
118	та же	2	3
119	но в	2	3
120	видит в	2	3
121	это было	2	3
122	как только	3	2
123	место в	2	2
124	с его	5	2
125	казалось бы	6	2
126	в них	3	2
127	все что	3	2
128	это не	6	2
129	и от	2	2
130	с другими	3	2
131	во сне	3	2
132	в одном	3	2
133	была бы	3	2
134	тайны и	2	2
135	или иного	2	2
136	сводится к	6	2
137	говорит о	4	2
138	же время	4	2
139	всякий раз	3	2
140	еще не	3	2
141	но не	4	2
142	на другой	2	2
143	она не	5	2
144	бы с	2	2
145	вовсе не	2	2
146	к нему	3	2
147	в его	11	2
148	все те	2	2
149	если в	2	2
150	в ее	18	2
151	для нее	4	2
152	оно не	2	2
153	том как	2	2
154	в состоянии	3	2
155	как он	3	2
156	его жизни	5	2
157	в этих	3	2
158	отношение к	2	2
159	для нас	3	2
160	вместе с	2	2
161	на него	3	2
162	противоречие с	3	2
163	к людям	2	2
164	бы не	3	2
165	т д	2	2
166	а с	3	2
167	не было	6	2
168	у всех	3	2
169	роль в	2	2
170	именно на	2	2
171	и у	2	2
172	ли он	2	2
173	в других	4	2
174	самое что	2	2
175	подобно тому	4	2
176	в себе	9	2
177	и только	2	2
178	с того	2	2
179	ответ на	2	2
